bed 29 78 496 519 0.999591 0.000365 bed
chair 480 245 577 383 0.947 0.035152 night_stand
chair 487 243 517 356 0.18214 0.784884 BG
chair 539 248 564 376 0.181673 0.814300 BG
chair 338 126 373 136 0.144643 0.818866 BG
chair 472 230 494 364 0.137624 0.840786 BG
chair 335 128 378 151 0.127587 0.862022 BG
chair 350 125 352 128 0.12064 0.802754 BG
table 477 223 606 367 0.37687 0.179150 night_stand
bookshelf 101 4 141 65 0.146754 0.700530 BG
picture 0 6 46 131 0.496461 0.192304 BG
picture 336 1 373 16 0.270031 0.577408 BG
picture 351 2 455 37 0.266275 0.512113 BG
picture 419 1 466 14 0.250047 0.306121 BG
picture 34 4 101 75 0.22513 0.453999 BG
picture 7 58 48 98 0.217089 0.200136 BG
picture 5 80 41 114 0.182138 0.426613 BG
picture 27 88 33 91 0.165944 0.532706 BG
picture 78 76 88 83 0.160743 0.724199 BG
picture 34 91 37 94 0.154517 0.570179 BG
picture 0 1 39 39 0.15383 0.293582 BG
picture 436 4 444 7 0.111852 0.325847 BG
picture 64 153 115 202 0.10221 0.629017 drawer
counter 229 120 358 132 0.233662 0.630673 BG
counter 230 89 358 132 0.152822 0.665341 BG
counter 289 119 356 126 0.124144 0.737274 BG
desk 483 217 592 377 0.389403 0.077697 night_stand
pillow 596 147 605 150 0.683144 0.315306 BG
pillow 289 135 331 202 0.532665 0.466235 BG
pillow 605 145 614 152 0.528221 0.466316 BG
pillow 340 162 475 219 0.276 0.718680 pillow
pillow 536 102 646 178 0.215943 0.751255 BG
pillow 153 146 316 223 0.167913 0.830918 BG
pillow 350 181 371 189 0.161317 0.820047 BG
pillow 201 126 346 163 0.111358 0.797449 BG
paper 63 19 103 103 0.43792 0.360089 BG
paper 63 41 69 71 0.358297 0.538310 BG
paper 1 81 6 113 0.34269 0.438218 BG
paper 1 35 47 97 0.33611 0.182091 BG
paper 1 64 7 81 0.291285 0.287645 BG
paper 4 81 41 114 0.26435 0.426613 BG
paper 143 72 159 74 0.178443 0.713316 BG
paper 311 89 323 117 0.174211 0.638389 BG
paper 1 48 32 65 0.171222 0.342179 BG
paper 27 88 33 91 0.15743 0.532706 BG
paper 35 91 37 94 0.154446 0.570179 BG
paper 1 9 42 62 0.146559 0.346070 BG
paper 322 87 346 117 0.146323 0.551442 BG
paper 437 3 444 7 0.126254 0.325847 BG
paper 335 87 341 90 0.12505 0.703698 BG
paper 329 88 346 98 0.120882 0.706185 BG
paper 21 48 41 61 0.118186 0.457162 BG
paper 1 9 16 36 0.117361 0.519485 BG
paper 142 298 173 314 0.11307 0.641663 BG
paper 447 56 454 58 0.111523 0.501679 BG
paper 108 102 115 133 0.109645 0.638138 BG
paper 312 73 354 96 0.109228 0.615018 BG
paper 141 69 203 136 0.107119 0.415562 drawer&&box
paper 342 88 347 91 0.103411 0.644912 BG
paper 335 98 343 109 0.102755 0.538633 BG
box 0 7 43 62 0.280036 0.346070 BG
box 502 201 512 216 0.243717 0.423943 BG
box 138 91 143 133 0.219424 0.298742 BG
box 0 8 16 37 0.210182 0.519485 BG
box 0 47 34 65 0.208006 0.342179 BG
box 0 34 50 96 0.190133 0.182091 BG
box 1 64 8 80 0.186646 0.287645 BG
box 20 48 42 61 0.185375 0.457162 BG
box 61 18 106 115 0.182795 0.201988 BG
box 138 88 140 99 0.15966 0.411907 BG
box 0 40 2 47 0.131391 0.639575 BG
box 347 74 352 96 0.130519 0.707516 BG
box 342 89 347 91 0.126456 0.644912 BG
box 275 3 295 34 0.125477 0.580417 BG
box 238 4 322 41 0.114749 0.622060 BG
box 335 98 344 109 0.114213 0.538633 BG
box 436 4 444 7 0.110468 0.325847 BG
box 175 104 207 106 0.10608 0.642815 BG
box 441 115 446 117 0.102138 0.598649 BG
box 330 74 353 96 0.101895 0.666318 BG
person 239 1 265 14 0.154266 0.755677 BG
person 247 1 276 35 0.10045 0.754495 BG
lamp 67 151 114 205 0.145592 0.629017 drawer
bag 0 50 32 64 0.120988 0.269221 BG
bag 437 4 443 7 0.114119 0.325847 BG
garbage_bin 711 259 729 265 0.104624 0.271552 BG
