bed 20 165 279 420 0.991763 0.004885 bed
chair 295 166 490 351 0.848148 0.038222 table&&chair
chair 344 182 397 351 0.34772 0.617771 BG
chair 289 165 413 252 0.114848 0.721630 BG
table 306 158 590 360 0.959482 0.010914 table
table 348 205 452 339 0.449699 0.361213 chair
table 271 161 394 192 0.101897 0.538786 BG
picture 470 4 589 114 0.997388 0.001424 picture
picture 557 9 588 106 0.38197 0.495973 BG
picture 471 21 478 114 0.213707 0.783227 BG
desk 332 154 576 360 0.129521 0.028329 table&&chair
desk 247 128 325 160 0.122807 0.350862 BG
mirror 68 2 205 149 0.134016 0.773575 BG
clothes 297 167 343 271 0.265095 0.181516 BG
clothes 278 183 312 264 0.237262 0.225002 BG
clothes 306 201 314 222 0.117595 0.576675 BG
clothes 81 171 232 263 0.105333 0.685592 BG
fridge 556 198 590 440 0.103029 0.338273 BG
tv 243 77 315 138 0.813525 0.061041 tv
tv 478 309 584 406 0.392081 0.495545 suits_case
tv 555 216 589 412 0.256547 0.477440 BG
tv 232 88 320 234 0.225356 0.620691 BG
tv 474 194 572 317 0.131107 0.790507 BG
paper 286 250 295 261 0.184784 0.595225 BG
paper 295 403 299 408 0.177312 0.470852 BG
paper 157 407 177 430 0.160075 0.441375 BG
paper 184 409 187 412 0.159695 0.684222 BG
paper 359 233 399 255 0.152069 0.451624 BG
paper 125 404 176 440 0.144687 0.540048 BG
paper 0 327 42 439 0.143057 0.416761 BG
paper 120 419 127 430 0.13653 0.517889 BG
paper 329 146 361 159 0.131669 0.463812 BG
paper 403 166 473 185 0.126545 0.799211 BG
paper 40 403 49 440 0.122 0.374477 BG
paper 327 151 330 158 0.119603 0.713130 BG
paper 95 419 127 430 0.118839 0.566399 BG
paper 116 415 123 420 0.103764 0.793107 BG
paper 39 377 71 439 0.101946 0.585642 BG
towel 7 224 43 339 0.188818 0.674626 BG
towel 1 326 40 436 0.122308 0.416761 BG
towel 1 197 7 224 0.118879 0.480451 BG
box 249 131 322 206 0.374167 0.344091 drawer
box 347 220 401 264 0.253294 0.574688 BG
box 352 223 378 238 0.212482 0.695219 BG
box 347 220 359 263 0.16696 0.744433 BG
box 338 163 354 168 0.150969 0.596751 BG
box 286 127 323 159 0.144004 0.618801 BG
box 143 412 192 440 0.129922 0.329337 BG
box 47 68 66 192 0.114914 0.506405 BG
box 327 151 329 158 0.107124 0.713130 BG
box 38 370 72 440 0.101353 0.585642 BG
box 329 145 359 159 0.100064 0.463812 BG
person 289 232 296 240 0.433577 0.384990 BG
person 283 218 312 254 0.343052 0.383445 BG
person 297 215 335 268 0.197566 0.488840 BG
person 280 150 353 270 0.122691 0.298369 BG
person 294 239 304 259 0.118587 0.547475 BG
lamp 362 41 370 65 0.396092 0.598269 BG
lamp 363 35 429 71 0.201958 0.733093 BG
lamp 368 38 370 42 0.180133 0.779112 BG
lamp 330 86 377 167 0.164174 0.729827 BG
lamp 369 60 419 165 0.101144 0.756461 BG
bag 297 174 344 267 0.401756 0.181516 BG
bag 277 190 313 260 0.391025 0.225002 BG
bag 306 203 314 219 0.28411 0.576675 BG
bag 305 204 327 226 0.249424 0.640898 BG
bag 293 240 303 258 0.195539 0.547475 BG
bag 290 233 296 240 0.123381 0.384990 BG
bag 310 197 328 211 0.100495 0.827238 BG
garbage_bin 568 403 571 407 0.294122 0.432910 BG
garbage_bin 294 403 299 409 0.12476 0.470852 BG
garbage_bin 560 399 590 440 0.124687 0.172085 BG
garbage_bin 245 202 246 205 0.109991 0.857614 BG
