bed 51 45 662 503 0.9971 0.002754 bed
chair 0 341 99 515 0.421655 0.317493 chair
chair 559 44 650 120 0.336119 0.617931 BG
chair 58 515 77 529 0.12276 0.366778 BG
chair 592 82 630 111 0.107595 0.890053 BG
table 0 322 98 519 0.243833 0.301759 chair
table 551 46 636 118 0.100373 0.773006 BG
picture 648 3 703 37 0.44618 0.242736 BG
picture 544 89 575 99 0.229063 0.475507 BG
picture 665 1 671 3 0.213545 0.466624 BG
desk 0 226 709 529 0.142902 0.736362 floor
pillow 573 147 577 152 0.121053 0.865389 BG
pillow 569 142 577 147 0.102214 0.855271 BG
clothes 571 0 610 38 0.101526 0.775976 BG
paper 424 6 426 34 0.259495 0.229933 BG
paper 29 272 32 274 0.203462 0.574100 BG
paper 665 0 671 3 0.159585 0.466624 BG
paper 338 354 345 358 0.132757 0.750113 BG
paper 575 111 583 117 0.115631 0.757446 BG
paper 647 0 702 32 0.112734 0.246508 BG
paper 397 435 401 440 0.104691 0.798724 BG
paper 68 129 75 134 0.100925 0.854690 BG
box 648 210 729 250 0.137539 0.658465 BG
box 674 57 675 59 0.13116 0.706199 BG
garbage_bin 655 37 666 51 0.121677 0.526765 BG
