bed 354 99 549 359 0.98119 0.013837 bed
chair 186 279 333 316 0.200813 0.776994 BG
chair 510 328 588 407 0.107925 0.480342 BG
sofa 197 243 341 363 0.124573 0.786331 suits_case
door 231 148 239 201 0.142082 0.643617 BG
door 352 105 354 113 0.135701 0.620287 BG
door 230 110 254 196 0.130949 0.665146 BG
door 513 4 581 440 0.108957 0.487135 mirror
picture 555 231 590 268 0.226904 0.503948 BG
picture 385 2 432 24 0.17552 0.306881 BG
picture 456 1 468 15 0.170312 0.393187 BG
picture 433 1 457 17 0.170304 0.266249 BG
picture 570 243 576 254 0.137484 0.567576 BG
picture 456 1 499 16 0.137449 0.472395 BG
picture 546 234 590 339 0.137297 0.395245 BG
picture 499 2 506 20 0.131892 0.363945 BG
picture 556 230 576 243 0.101997 0.650156 BG
desk 264 160 350 223 0.15448 0.168716 night_stand
dresser 257 154 352 230 0.126787 0.184314 night_stand
pillow 384 114 523 169 0.636973 0.315254 pillow
pillow 479 106 532 152 0.263528 0.669561 BG
pillow 204 281 325 355 0.208504 0.421843 suits_case
pillow 373 153 528 171 0.112039 0.883117 BG
pillow 224 311 274 354 0.102434 0.873459 BG
mirror 509 0 583 440 0.314393 0.519321 mirror
mirror 526 223 587 350 0.114521 0.472099 BG
clothes 193 281 325 352 0.141852 0.419587 suits_case
clothes 156 428 164 440 0.107023 0.726890 BG
fridge 506 256 590 440 0.131298 0.664440 BG
fridge 543 263 590 351 0.10706 0.526167 BG
tv 521 417 555 440 0.130092 0.325480 BG
paper 355 164 357 170 0.250205 0.598889 BG
paper 112 418 124 425 0.201294 0.242949 BG
paper 541 397 590 440 0.187258 0.278957 BG
paper 108 190 139 337 0.182184 0.406837 BG
paper 385 416 396 436 0.171548 0.278997 BG
paper 464 313 506 367 0.156817 0.411680 BG
paper 303 357 367 440 0.152814 0.393591 BG
paper 267 415 288 440 0.148561 0.274129 BG
paper 572 336 590 349 0.118194 0.479932 BG
paper 324 323 495 440 0.114239 0.280823 BG
paper 556 229 576 242 0.113925 0.650156 BG
paper 570 242 576 254 0.113122 0.567576 BG
towel 16 2 102 366 0.121041 0.313384 BG
box 539 394 590 440 0.177525 0.278957 BG
box 112 418 125 425 0.143372 0.242949 BG
box 385 415 397 436 0.142037 0.278997 BG
box 136 426 145 440 0.131386 0.281932 BG
box 266 414 288 440 0.130421 0.274129 BG
box 432 1 457 18 0.12824 0.266249 BG
box 314 81 324 96 0.123326 0.463791 BG
box 454 7 463 15 0.116541 0.555517 BG
box 524 417 554 440 0.111999 0.325480 BG
box 400 2 432 24 0.111112 0.307976 BG
box 506 429 516 440 0.104843 0.235672 BG
box 517 334 590 439 0.102154 0.444129 BG
box 499 2 506 20 0.100337 0.363945 BG
night_stand 260 164 374 254 0.940663 0.010797 night_stand
night_stand 271 179 355 214 0.62094 0.336607 BG
night_stand 267 183 296 217 0.202242 0.791363 BG
night_stand 240 148 318 225 0.128204 0.766396 BG
lamp 566 248 589 269 0.219645 0.509256 BG
lamp 568 259 570 266 0.215169 0.657147 BG
lamp 570 242 575 255 0.136622 0.567576 BG
lamp 218 17 222 21 0.12602 0.804867 BG
garbage_bin 322 311 492 439 0.318945 0.280823 BG
garbage_bin 138 293 193 365 0.178322 0.478983 BG
garbage_bin 254 180 370 260 0.174574 0.439913 night_stand
garbage_bin 163 214 214 288 0.164531 0.636803 BG
garbage_bin 575 177 590 183 0.131501 0.274313 BG
garbage_bin 463 314 508 367 0.131092 0.411680 BG
garbage_bin 265 213 330 253 0.109253 0.735790 BG
garbage_bin 580 183 590 208 0.10237 0.439814 BG
garbage_bin 384 415 397 436 0.100427 0.278997 BG
