bed 163 178 560 423 0.997916 0.001704 bed
sofa 158 237 179 244 0.195521 0.431250 BG
sofa 160 229 194 253 0.119075 0.685855 BG
desk 75 231 204 386 0.100753 0.334640 night_stand
dresser 83 215 200 356 0.11876 0.346257 night_stand
pillow 254 174 383 248 0.892774 0.104726 pillow
pillow 370 187 496 247 0.887201 0.110469 pillow
pillow 211 189 315 253 0.603924 0.388319 pillow
pillow 364 191 385 244 0.572752 0.423961 BG
pillow 256 205 302 245 0.445715 0.546874 BG
pillow 216 197 525 264 0.419418 0.554369 BG
pillow 300 220 321 244 0.304571 0.691507 BG
pillow 289 207 303 220 0.188806 0.785910 BG
pillow 414 220 546 260 0.185539 0.803293 BG
pillow 375 214 378 223 0.152021 0.844712 BG
pillow 249 233 258 244 0.131541 0.866874 BG
pillow 289 219 301 223 0.130304 0.832206 BG
pillow 332 176 378 217 0.128246 0.855400 BG
pillow 345 246 349 247 0.126415 0.864956 BG
pillow 321 247 384 253 0.125518 0.870618 BG
pillow 304 243 323 253 0.119999 0.878588 BG
pillow 317 243 319 246 0.119935 0.879168 BG
pillow 261 223 274 243 0.119904 0.878234 BG
pillow 497 223 554 250 0.118388 0.824454 BG
pillow 463 240 480 245 0.11221 0.887170 BG
pillow 272 243 289 254 0.109664 0.888957 BG
pillow 477 240 489 245 0.106811 0.893054 BG
pillow 350 245 357 246 0.106322 0.886669 BG
pillow 267 223 381 258 0.101887 0.896652 BG
pillow 298 225 303 233 0.100978 0.891462 BG
pillow 289 239 304 251 0.100031 0.898771 BG
clothes 234 195 240 201 0.142183 0.719949 BG
clothes 237 191 264 208 0.135177 0.671846 BG
clothes 226 200 235 205 0.102973 0.763149 BG
paper 525 230 531 234 0.482406 0.474493 BG
paper 517 233 549 239 0.445712 0.504474 BG
paper 512 226 538 235 0.348418 0.603396 BG
paper 517 222 559 245 0.245962 0.636684 paper
paper 90 387 95 394 0.238979 0.333363 BG
paper 94 398 106 414 0.228023 0.344311 BG
paper 131 399 133 403 0.226775 0.286714 BG
paper 124 342 158 399 0.223809 0.408210 BG
paper 144 384 158 398 0.221171 0.238944 BG
paper 517 233 523 235 0.203721 0.756341 BG
paper 132 387 142 399 0.190797 0.259630 BG
paper 141 341 175 383 0.167006 0.351184 BG
paper 51 400 61 417 0.166612 0.339430 BG
paper 81 400 94 418 0.165561 0.280034 BG
paper 53 399 116 426 0.164472 0.204613 BG
paper 71 343 144 426 0.152898 0.247397 BG
paper 558 224 560 232 0.143175 0.315511 BG
paper 3 343 113 417 0.118991 0.476620 BG
box 0 279 43 299 0.353733 0.514925 BG
box 1 272 36 343 0.346733 0.017435 garbage_bin
box 15 297 17 300 0.270787 0.588928 BG
box 25 287 37 296 0.247947 0.422400 BG
box 558 223 560 232 0.230019 0.315511 BG
box 31 283 37 289 0.203026 0.488657 BG
box 550 223 560 240 0.196423 0.517453 BG
box 41 397 116 426 0.157701 0.202753 BG
box 0 290 24 300 0.155477 0.768943 BG
box 132 399 134 403 0.15387 0.286714 BG
box 94 398 107 414 0.153172 0.344311 BG
box 51 399 61 417 0.152516 0.339430 BG
box 81 399 94 418 0.143023 0.280034 BG
box 31 293 35 306 0.123982 0.225646 BG
night_stand 46 240 197 345 0.902448 0.057414 night_stand
night_stand 61 284 164 319 0.119524 0.764395 BG
lamp 112 78 186 239 0.427401 0.537381 BG
lamp 133 166 187 232 0.139729 0.793421 BG
garbage_bin 2 286 46 344 0.760289 0.041291 garbage_bin
garbage_bin 31 293 36 306 0.630854 0.225646 BG
garbage_bin 25 287 38 296 0.257102 0.422400 BG
garbage_bin 37 296 75 327 0.239985 0.744528 BG
garbage_bin 143 383 159 399 0.19706 0.238944 BG
garbage_bin 131 386 142 399 0.186549 0.259630 BG
garbage_bin 124 339 144 386 0.171284 0.341346 BG
garbage_bin 31 283 38 289 0.162912 0.488657 BG
garbage_bin 140 338 175 383 0.162681 0.351184 BG
garbage_bin 131 399 134 403 0.153575 0.286714 BG
garbage_bin 69 301 77 305 0.14483 0.822668 BG
garbage_bin 92 381 143 426 0.135129 0.168380 BG
garbage_bin 39 339 142 426 0.131805 0.194038 BG
garbage_bin 58 286 82 306 0.127674 0.833926 BG
garbage_bin 90 386 96 395 0.126618 0.333363 BG
garbage_bin 65 282 125 345 0.125255 0.808130 BG
garbage_bin 15 297 18 300 0.112608 0.588928 BG
garbage_bin 32 333 45 344 0.102148 0.815682 BG
