chair 595 278 729 407 0.936329 0.058488 chair
door 404 9 606 370 0.198173 0.536988 BG
picture 2 3 32 77 0.847183 0.093063 BG
picture 508 138 559 178 0.675063 0.249306 BG
picture 21 145 69 257 0.510814 0.254144 BG
picture 232 103 249 170 0.27142 0.606079 BG
picture 509 144 512 156 0.238991 0.674671 BG
picture 487 50 584 325 0.199162 0.703130 BG
picture 33 153 59 167 0.194422 0.677584 BG
picture 410 1 472 11 0.187567 0.466622 BG
picture 197 1 239 32 0.182569 0.568676 BG
picture 486 1 554 14 0.166735 0.572363 BG
picture 37 14 351 406 0.165154 0.209058 BG
picture 590 1 619 5 0.154451 0.612067 BG
picture 261 15 603 411 0.138899 0.340953 BG
picture 24 3 244 82 0.135361 0.583621 BG
picture 349 2 399 42 0.133385 0.285008 BG
picture 237 142 241 145 0.125114 0.779836 BG
picture 263 63 272 75 0.118133 0.174339 BG
picture 588 1 596 5 0.113857 0.752069 BG
picture 1 67 27 76 0.107707 0.858904 BG
picture 39 214 66 229 0.10293 0.264260 BG
picture 177 1 197 35 0.10145 0.656190 BG
picture 606 16 650 275 0.100505 0.638967 BG
mirror 445 7 615 415 0.12719 0.592053 BG
fridge 18 36 312 446 0.126143 0.505896 BG
paper 642 110 659 159 0.59092 0.329118 BG
paper 643 122 655 133 0.584813 0.396915 BG
paper 642 132 655 148 0.580736 0.386681 BG
paper 646 111 657 124 0.441122 0.544326 BG
paper 38 214 49 215 0.42336 0.442195 BG
paper 643 147 654 158 0.389483 0.391007 BG
paper 37 207 62 215 0.362705 0.436600 BG
paper 39 214 66 228 0.257396 0.264260 BG
paper 124 252 129 257 0.241302 0.571798 BG
paper 350 87 350 95 0.235093 0.133152 BG
paper 342 57 351 119 0.234529 0.111898 BG
paper 346 119 351 130 0.225556 0.112474 BG
paper 61 263 69 271 0.224967 0.722913 BG
paper 348 132 351 138 0.219605 0.104968 BG
paper 124 248 149 259 0.218709 0.444689 BG
paper 164 150 179 156 0.21788 0.216448 BG
paper 173 156 184 165 0.217131 0.211155 BG
paper 359 18 365 26 0.216858 0.231498 BG
paper 351 251 353 259 0.216824 0.094908 BG
paper 160 151 177 166 0.21621 0.074584 BG
paper 230 322 266 363 0.216055 0.592801 BG
paper 350 190 353 197 0.21574 0.093240 BG
paper 355 236 356 245 0.215604 0.096581 BG
paper 351 159 352 164 0.211825 0.091055 BG
paper 347 136 351 155 0.210675 0.093913 BG
paper 350 191 355 227 0.210432 0.090776 BG
paper 263 63 271 75 0.210138 0.174339 BG
paper 36 198 63 206 0.2095 0.426717 BG
paper 351 219 355 227 0.208661 0.090959 BG
paper 368 23 383 29 0.20675 0.143093 BG
paper 353 236 356 267 0.206693 0.087579 BG
paper 110 250 124 259 0.195504 0.578972 BG
paper 353 278 358 291 0.18591 0.064642 BG
paper 355 296 358 307 0.182579 0.071709 BG
paper 351 317 355 330 0.175875 0.077059 BG
paper 63 250 124 273 0.165763 0.695111 BG
paper 110 251 115 256 0.158997 0.612909 BG
paper 348 1 398 41 0.158642 0.285008 BG
paper 383 31 391 39 0.156833 0.255502 BG
paper 243 15 345 233 0.15443 0.092757 BG
paper 241 315 255 324 0.154189 0.570468 BG
paper 88 248 110 259 0.149467 0.653098 BG
paper 110 259 129 268 0.149312 0.665641 BG
paper 172 150 191 155 0.14275 0.380926 BG
paper 94 258 98 259 0.137852 0.646503 BG
paper 35 184 66 229 0.130325 0.645685 BG
paper 262 358 267 363 0.127198 0.767338 BG
paper 700 490 705 511 0.124197 0.613705 BG
paper 234 321 263 337 0.119315 0.702084 BG
paper 62 251 94 261 0.114802 0.741935 BG
paper 533 372 540 383 0.113709 0.763690 BG
paper 92 258 111 264 0.108037 0.675507 BG
paper 563 375 570 381 0.10549 0.699692 BG
paper 231 320 239 328 0.104451 0.589126 BG
paper 236 359 263 372 0.100792 0.854190 BG
box 71 251 178 348 0.863685 0.107866 file_cabinet
box 68 261 127 305 0.505056 0.468409 BG
box 85 262 91 273 0.345852 0.626026 BG
box 38 214 68 228 0.306219 0.264260 BG
box 13 294 67 327 0.252603 0.537025 BG
box 231 319 240 327 0.245257 0.589126 BG
box 238 4 337 45 0.241937 0.190545 BG
box 89 256 94 262 0.219949 0.703400 BG
box 223 319 233 330 0.214827 0.673993 BG
box 36 198 65 206 0.19785 0.426717 BG
box 85 258 111 273 0.196251 0.694833 BG
box 68 249 111 265 0.193888 0.697282 BG
box 223 303 260 329 0.193555 0.665117 BG
box 220 292 226 314 0.192876 0.577981 BG
box 240 314 256 323 0.192678 0.570468 BG
box 223 303 234 323 0.192095 0.679731 BG
box 20 325 29 329 0.173222 0.710494 BG
box 68 258 89 274 0.146811 0.766174 BG
box 228 319 263 337 0.143613 0.649510 BG
box 66 22 344 414 0.141408 0.243118 BG
box 316 375 336 427 0.136855 0.684668 BG
box 34 185 70 229 0.13262 0.645685 BG
box 383 31 391 39 0.12983 0.255502 BG
box 69 290 99 300 0.12773 0.868156 BG
box 347 4 398 42 0.126596 0.285008 BG
box 59 271 74 295 0.126184 0.798800 BG
box 368 23 383 28 0.121955 0.143093 BG
box 243 17 350 233 0.118085 0.092757 BG
box 609 21 630 158 0.108544 0.755090 BG
box 358 19 365 26 0.107025 0.231498 BG
box 36 206 64 215 0.10576 0.436600 BG
box 109 248 149 268 0.105476 0.563351 BG
box 174 264 186 315 0.100762 0.764711 BG
whiteboard 265 1 675 432 0.343278 0.430876 BG
whiteboard 623 9 724 379 0.306894 0.589746 BG
whiteboard 159 151 177 166 0.226386 0.074584 BG
whiteboard 15 2 245 98 0.161605 0.623505 BG
whiteboard 163 150 179 156 0.117759 0.216448 BG
whiteboard 172 156 184 165 0.101839 0.211155 BG
toilet 236 52 466 443 0.11329 0.278656 BG
lamp 632 0 652 10 0.13846 0.547479 BG
lamp 713 271 719 278 0.100025 0.731430 BG
garbage_bin 237 319 327 451 0.67701 0.197212 garbage_bin
garbage_bin 244 50 359 459 0.566997 0.266691 BG
garbage_bin 700 451 727 529 0.190991 0.105399 BG
garbage_bin 237 349 262 446 0.184354 0.733288 BG
garbage_bin 316 376 333 430 0.157332 0.684668 BG
garbage_bin 256 375 274 394 0.154233 0.807918 BG
garbage_bin 71 12 332 450 0.128057 0.362199 BG
garbage_bin 237 6 338 46 0.126634 0.190545 BG
garbage_bin 260 15 282 27 0.113744 0.625885 BG
garbage_bin 354 295 359 307 0.102232 0.071709 BG
garbage_bin 352 278 359 291 0.101984 0.064642 BG
