bed 335 134 560 302 0.987654 0.012162 bed
chair 110 187 202 310 0.417073 0.545501 BG
chair 1 135 87 317 0.298079 0.040999 bag
chair 54 142 73 228 0.184076 0.615207 BG
chair 311 158 321 193 0.164098 0.828758 BG
chair 6 137 113 197 0.138356 0.597745 BG
chair 157 157 226 207 0.118645 0.768242 BG
chair 313 163 318 176 0.11841 0.874109 BG
chair 51 144 56 147 0.100573 0.887179 BG
door 88 380 90 399 0.110773 0.517949 BG
picture 374 2 478 100 0.999567 0.000430 picture
picture 372 6 384 96 0.877025 0.122508 BG
picture 457 10 467 91 0.746766 0.221439 BG
picture 456 52 463 90 0.327391 0.633422 BG
picture 421 1 467 2 0.160352 0.790219 BG
picture 377 88 457 94 0.136572 0.859389 BG
picture 96 335 109 369 0.132168 0.677275 BG
picture 24 388 103 426 0.12032 0.233420 BG
dresser 237 137 347 259 0.193266 0.218633 night_stand
dresser 88 232 171 425 0.176744 0.416995 dresser
pillow 367 199 442 236 0.408998 0.580492 BG
pillow 379 207 392 223 0.139076 0.843020 BG
pillow 356 126 404 151 0.134413 0.834857 pillow
pillow 528 143 541 156 0.120831 0.856266 BG
clothes 0 143 89 235 0.20781 0.160656 bag
fridge 10 132 125 426 0.63452 0.262833 BG
fridge 77 195 214 426 0.197902 0.461720 dresser
tv 2 139 59 318 0.852564 0.039521 bag
tv 29 238 62 273 0.343301 0.645217 BG
tv 30 227 37 240 0.139943 0.813232 BG
tv 24 252 31 262 0.135746 0.861656 BG
tv 1 224 30 251 0.122188 0.842617 BG
paper 474 316 522 343 0.60336 0.351243 BG
paper 480 314 500 326 0.528998 0.447024 BG
paper 466 314 559 367 0.398663 0.309282 BG
paper 498 312 553 336 0.37154 0.475741 BG
paper 513 319 523 323 0.348009 0.540025 BG
paper 490 336 522 347 0.318893 0.631854 BG
paper 520 322 529 324 0.30039 0.585175 BG
paper 514 343 519 345 0.295186 0.567632 BG
paper 466 318 490 327 0.290323 0.688667 BG
paper 491 325 557 347 0.216794 0.470747 BG
paper 1 386 29 415 0.207331 0.414328 paper
paper 550 313 560 322 0.197664 0.337670 BG
paper 3 360 87 426 0.190597 0.195369 BG
paper 521 322 560 333 0.175255 0.492551 BG
paper 328 278 368 295 0.155083 0.477022 BG
paper 556 335 560 347 0.147263 0.413068 BG
paper 542 127 560 139 0.147152 0.419355 BG
paper 141 215 148 218 0.141003 0.838517 BG
paper 496 341 551 351 0.136443 0.694209 BG
paper 549 183 560 192 0.135815 0.646027 BG
paper 11 405 26 426 0.129133 0.395141 BG
paper 138 214 155 226 0.128769 0.834693 BG
paper 539 355 560 366 0.127923 0.654546 BG
paper 289 259 295 271 0.120587 0.590382 BG
paper 71 201 79 224 0.112784 0.478757 BG
paper 475 327 478 329 0.106736 0.883221 BG
paper 132 389 147 426 0.103045 0.380970 BG
paper 540 289 560 292 0.100829 0.742038 BG
towel 13 138 72 229 0.175785 0.321841 bag
box 69 160 115 223 0.547073 0.291810 BG
box 72 244 120 255 0.405767 0.548312 BG
box 76 226 132 256 0.333725 0.601656 BG
box 77 197 122 243 0.330401 0.632299 BG
box 542 127 560 139 0.307086 0.419355 BG
box 519 319 560 347 0.24518 0.450399 BG
box 72 189 115 202 0.235435 0.626701 BG
box 1 354 91 424 0.232393 0.195369 BG
box 1 383 30 425 0.21858 0.272807 paper
box 71 200 80 223 0.198224 0.478757 BG
box 111 226 121 240 0.188545 0.764114 BG
box 73 234 135 417 0.186327 0.431794 BG
box 136 401 147 425 0.18594 0.386930 BG
box 556 333 560 346 0.17016 0.413068 BG
box 463 306 558 369 0.16413 0.309282 BG
box 107 167 121 221 0.163616 0.652511 BG
box 143 243 147 246 0.153229 0.819348 BG
box 550 312 560 322 0.151977 0.337670 BG
box 11 404 25 426 0.141098 0.395141 BG
box 133 394 139 404 0.128292 0.716664 BG
box 131 235 147 255 0.126933 0.851635 BG
box 82 195 93 218 0.116457 0.773754 BG
box 118 217 156 256 0.11507 0.851233 BG
box 8 148 117 241 0.112605 0.309253 BG
box 82 263 87 265 0.104671 0.770731 BG
whiteboard 7 7 117 171 0.548931 0.381024 BG
night_stand 214 126 331 225 0.994891 0.002558 night_stand
lamp 253 56 299 133 0.868847 0.123053 lamp
lamp 251 58 301 79 0.745816 0.189111 BG
lamp 270 81 276 83 0.651524 0.346311 BG
lamp 269 78 279 134 0.229339 0.767999 BG
bag 13 139 71 225 0.100042 0.321841 BG
garbage_bin 16 148 139 252 0.108644 0.433904 BG
