bed 0 202 398 511 0.99822 0.001475 bed
table 21 455 610 529 0.124799 0.624490 BG
door 431 8 549 269 0.175128 0.656047 BG
picture 203 0 398 57 0.554594 0.417060 BG
picture 335 0 366 19 0.410089 0.549946 BG
picture 350 5 360 18 0.290895 0.671287 BG
picture 554 88 563 97 0.278948 0.528443 BG
picture 239 0 277 38 0.265031 0.665838 BG
picture 370 1 385 3 0.239596 0.654275 BG
picture 580 0 636 3 0.205068 0.759574 BG
picture 718 3 729 43 0.180788 0.430770 BG
picture 664 1 717 9 0.176001 0.698835 BG
picture 386 6 499 143 0.172985 0.596015 BG
picture 0 1 29 17 0.147596 0.598330 BG
picture 446 366 468 373 0.14661 0.686993 BG
picture 209 22 223 32 0.141021 0.849403 BG
picture 219 17 226 27 0.138215 0.850033 BG
picture 465 364 480 373 0.137979 0.571499 BG
picture 552 86 579 113 0.132063 0.782666 BG
picture 402 92 403 93 0.118341 0.780057 BG
picture 286 0 311 33 0.115014 0.804806 BG
picture 26 73 29 74 0.106602 0.434780 BG
picture 532 75 555 210 0.101174 0.571342 BG
counter 0 525 725 529 0.107055 0.192061 BG
dresser 402 220 492 380 0.19053 0.449160 night_stand
pillow 268 188 399 267 0.897648 0.098286 pillow&&pillow
pillow 313 217 372 256 0.424867 0.568448 BG
pillow 63 218 76 239 0.372335 0.552328 BG
pillow 348 189 363 194 0.330784 0.668861 BG
pillow 195 211 352 259 0.32149 0.655842 BG
pillow 263 219 300 252 0.311041 0.614440 BG
pillow 367 186 383 192 0.308979 0.684308 BG
pillow 37 214 65 245 0.299286 0.584098 BG
pillow 278 238 362 280 0.267962 0.691627 BG
pillow 348 181 416 257 0.262493 0.706082 BG
pillow 326 239 362 254 0.237706 0.758442 BG
pillow 110 233 127 236 0.230168 0.708974 BG
pillow 326 243 351 247 0.226627 0.771049 BG
pillow 303 254 320 273 0.2013 0.781629 BG
pillow 134 183 196 242 0.171397 0.828555 BG
pillow 263 227 277 238 0.162668 0.749103 BG
pillow 351 244 354 248 0.153411 0.844310 BG
pillow 123 235 127 236 0.149788 0.832316 BG
pillow 345 236 354 245 0.148741 0.848425 BG
pillow 352 239 362 251 0.13837 0.855098 BG
pillow 15 210 76 259 0.136854 0.696408 BG
pillow 344 262 356 272 0.127306 0.849442 BG
pillow 284 245 296 251 0.126511 0.832749 BG
pillow 313 228 354 239 0.123539 0.873054 BG
pillow 277 197 283 202 0.122794 0.858065 BG
pillow 4 39 75 263 0.119496 0.603965 BG
pillow 25 51 40 80 0.115397 0.623244 BG
pillow 282 205 308 218 0.109394 0.868466 BG
mirror 526 5 569 238 0.46957 0.444051 BG
mirror 546 1 568 89 0.184746 0.686636 BG
mirror 547 44 559 81 0.154641 0.667225 BG
clothes 714 399 729 408 0.36576 0.275254 BG
clothes 680 240 729 411 0.358669 0.270150 BG
clothes 699 383 704 385 0.172067 0.694132 BG
clothes 694 383 729 427 0.136692 0.755117 BG
paper 370 76 376 93 0.383808 0.344432 BG
paper 372 43 413 65 0.267094 0.466163 BG
paper 370 56 374 63 0.231352 0.563587 BG
paper 381 59 402 65 0.223239 0.670063 BG
paper 474 504 475 506 0.195948 0.252948 BG
paper 438 118 442 128 0.183909 0.342107 BG
paper 428 128 441 153 0.157904 0.371460 BG
paper 450 255 451 256 0.138385 0.658448 BG
paper 431 161 440 169 0.13677 0.533066 BG
paper 273 513 277 519 0.132871 0.393543 BG
paper 272 510 315 525 0.120628 0.367456 BG
paper 1 0 21 11 0.113072 0.582219 BG
paper 183 517 235 525 0.108429 0.457911 BG
paper 1 9 5 10 0.108392 0.786439 BG
paper 13 464 473 529 0.107202 0.303606 BG
towel 702 323 728 404 0.174843 0.223251 BG
towel 682 260 726 433 0.126335 0.328708 BG
box 385 39 387 44 0.354888 0.572518 BG
box 474 503 476 506 0.25649 0.252948 BG
box 369 76 377 92 0.194451 0.344432 BG
