bed 121 110 560 413 0.999531 0.000458 bed
table 480 87 558 164 0.134213 0.842160 lamp
door 403 4 440 86 0.182585 0.643847 BG
picture 554 325 560 336 0.168707 0.236126 BG
picture 548 385 551 390 0.119885 0.489897 BG
picture 509 367 560 426 0.114046 0.442633 BG
desk 0 154 161 374 0.104578 0.268692 night_stand
dresser 9 245 129 366 0.105031 0.273308 night_stand
pillow 320 99 414 178 0.984331 0.015639 pillow&&pillow
pillow 419 129 462 152 0.639999 0.359797 BG
pillow 268 93 364 178 0.583137 0.404814 pillow
pillow 397 105 465 171 0.510842 0.488805 BG
pillow 395 105 420 161 0.487109 0.511770 BG
pillow 315 108 332 178 0.464699 0.507758 BG
pillow 208 139 277 164 0.355181 0.639337 BG
pillow 420 148 448 153 0.310475 0.689340 BG
pillow 177 130 285 190 0.267516 0.728851 BG
pillow 420 150 433 153 0.239258 0.760491 BG
pillow 445 140 488 149 0.226145 0.772250 BG
pillow 419 148 489 163 0.223361 0.776155 BG
pillow 541 296 560 326 0.209224 0.449946 BG
pillow 460 131 511 153 0.201686 0.790421 BG
pillow 552 295 556 303 0.199854 0.544689 BG
pillow 320 363 430 426 0.193814 0.583791 BG
pillow 487 142 495 154 0.153697 0.799518 BG
pillow 253 148 264 166 0.140129 0.859767 BG
pillow 252 111 462 209 0.132209 0.867372 BG
pillow 174 170 225 194 0.129002 0.870459 BG
pillow 495 142 512 155 0.124719 0.822863 BG
pillow 194 159 237 183 0.108588 0.888578 BG
pillow 434 155 456 163 0.106244 0.893447 BG
paper 547 393 551 394 0.264562 0.487310 BG
paper 519 365 554 426 0.214481 0.326794 BG
paper 548 386 551 390 0.192208 0.489897 BG
paper 546 231 560 244 0.185094 0.603011 BG
paper 537 197 560 208 0.178036 0.696522 BG
paper 461 390 494 426 0.174705 0.466721 BG
paper 514 392 532 426 0.172472 0.554045 BG
paper 450 359 520 426 0.167258 0.468996 BG
paper 465 421 467 422 0.14599 0.792986 BG
paper 462 414 466 426 0.144078 0.544987 BG
paper 361 356 367 366 0.141205 0.610417 BG
paper 544 154 560 164 0.13515 0.510154 BG
paper 498 386 521 426 0.113245 0.757434 BG
paper 462 425 464 426 0.111008 0.606690 BG
box 403 400 455 426 0.886996 0.091019 BG
box 433 389 466 426 0.825195 0.138730 BG
box 316 387 468 426 0.705804 0.183449 BG
box 432 392 441 400 0.699766 0.299766 BG
box 426 401 432 409 0.697886 0.300976 BG
box 456 408 458 410 0.666979 0.270613 BG
box 404 357 486 426 0.655621 0.291510 BG
box 442 412 453 426 0.528753 0.191610 BG
box 451 385 459 390 0.499658 0.420227 BG
box 432 374 450 382 0.370454 0.591337 BG
box 445 369 450 383 0.273686 0.653647 BG
box 355 414 407 426 0.255074 0.291298 BG
box 357 340 431 424 0.219097 0.689193 BG
box 448 373 450 377 0.166567 0.562988 BG
box 446 352 556 426 0.155667 0.418360 BG
box 416 345 450 400 0.155293 0.837479 BG
box 174 98 248 134 0.140865 0.724697 BG
box 460 387 496 426 0.139934 0.466721 BG
box 0 195 46 221 0.13406 0.771097 books
box 430 337 481 382 0.121676 0.802606 BG
box 518 358 553 426 0.11424 0.326794 BG
box 436 370 443 374 0.107385 0.754775 BG
box 554 325 560 335 0.1071 0.236126 BG
box 360 356 367 367 0.10252 0.610417 BG
whiteboard 145 2 327 112 0.483209 0.411284 BG
whiteboard 358 4 424 95 0.470673 0.498982 BG
night_stand 1 210 136 362 0.87905 0.070317 night_stand
lamp 4 95 117 230 0.964235 0.030348 lamp
lamp 486 52 560 152 0.812773 0.175121 lamp
lamp 19 18 157 347 0.463537 0.406405 BG
lamp 2 163 47 223 0.152148 0.828083 BG
lamp 464 99 512 137 0.142978 0.784593 BG
lamp 181 1 275 146 0.131451 0.666560 BG
bag 321 346 367 426 0.168121 0.515262 BG
