bed 117 121 534 426 0.996694 0.003282 bed
chair 509 128 560 225 0.15633 0.627295 BG
door 556 147 560 163 0.125196 0.363873 BG
door 484 4 552 145 0.107468 0.778753 BG
picture 420 1 433 8 0.177545 0.277149 BG
picture 426 94 482 160 0.107907 0.590843 BG
picture 460 94 484 136 0.104694 0.825808 BG
picture 99 145 133 198 0.104325 0.367645 BG
counter 452 190 463 199 0.329365 0.626395 BG
counter 0 188 183 251 0.181224 0.816253 BG
dresser 0 162 166 388 0.480773 0.300542 night_stand
dresser 72 226 159 307 0.122755 0.864541 BG
dresser 3 247 67 352 0.103385 0.855378 BG
pillow 280 139 397 205 0.790682 0.203603 pillow
pillow 153 132 303 209 0.72795 0.266220 pillow
pillow 207 143 243 205 0.615862 0.383048 BG
pillow 322 138 386 172 0.283229 0.706628 BG
pillow 173 153 180 160 0.265302 0.483391 BG
pillow 287 235 296 238 0.245292 0.748669 BG
pillow 155 160 197 200 0.23712 0.712361 BG
pillow 260 236 280 239 0.227846 0.754536 BG
pillow 222 177 243 205 0.204339 0.793360 BG
pillow 179 176 196 199 0.182194 0.813771 BG
pillow 163 153 173 158 0.16139 0.668516 BG
pillow 165 157 170 159 0.152074 0.558384 BG
pillow 187 212 193 217 0.151821 0.841127 BG
pillow 156 157 168 164 0.142819 0.491447 BG
pillow 189 217 193 221 0.140595 0.855794 BG
pillow 361 192 361 194 0.12846 0.863811 BG
pillow 309 235 311 236 0.113262 0.874318 BG
pillow 156 134 181 163 0.112366 0.694098 BG
pillow 134 139 202 234 0.108309 0.833053 BG
pillow 411 398 454 426 0.106157 0.535014 BG
mirror 0 13 163 201 0.329732 0.490419 BG
paper 531 364 552 383 0.262793 0.336349 BG
paper 304 357 367 426 0.25211 0.285105 BG
paper 548 368 560 383 0.226138 0.393605 BG
paper 544 273 545 273 0.202789 0.254493 BG
paper 523 24 527 31 0.200263 0.192912 BG
paper 424 371 428 384 0.195437 0.288127 BG
paper 424 369 447 387 0.184079 0.226643 BG
paper 335 401 341 411 0.183996 0.427952 BG
paper 280 386 320 426 0.178333 0.231186 BG
paper 344 341 387 425 0.177115 0.590950 BG
paper 553 260 560 262 0.175184 0.248850 BG
paper 525 383 560 426 0.165385 0.354669 BG
paper 545 260 560 277 0.163814 0.399389 BG
paper 65 401 96 413 0.155562 0.391693 BG
paper 65 402 72 404 0.152892 0.395966 BG
paper 116 189 146 197 0.145488 0.784780 BG
paper 59 384 85 405 0.138049 0.435077 BG
paper 101 146 159 204 0.135867 0.562716 BG
paper 541 194 548 229 0.133446 0.459991 BG
paper 429 351 445 369 0.131163 0.513425 BG
paper 144 154 159 167 0.126622 0.396110 BG
paper 337 419 340 426 0.126057 0.216345 BG
paper 56 389 64 419 0.124227 0.396926 BG
paper 520 334 540 343 0.120929 0.556161 BG
paper 2 381 57 426 0.120674 0.315652 BG
paper 26 186 46 192 0.118435 0.683974 BG
paper 157 156 163 163 0.113977 0.416785 BG
paper 484 366 546 425 0.112504 0.368758 BG
paper 79 371 97 403 0.107662 0.571111 BG
paper 94 384 160 426 0.107413 0.370156 BG
paper 547 207 560 232 0.104155 0.609345 BG
paper 56 389 96 426 0.1027 0.280950 BG
box 540 192 549 228 0.253627 0.459991 BG
box 543 272 546 273 0.195234 0.254493 BG
box 337 418 340 426 0.185286 0.216345 BG
box 524 380 560 426 0.181413 0.354669 BG
box 523 23 528 31 0.180764 0.192912 BG
box 481 362 545 426 0.175201 0.368758 BG
box 419 1 433 8 0.136137 0.277149 BG
box 303 351 367 426 0.134658 0.285105 BG
box 64 400 96 413 0.13333 0.391693 BG
box 335 400 341 411 0.130805 0.427952 BG
box 64 402 72 404 0.126203 0.395966 BG
box 207 407 214 426 0.125089 0.272983 BG
box 279 383 320 426 0.12457 0.231186 BG
box 398 397 420 426 0.122871 0.385944 BG
box 553 259 560 262 0.121233 0.248850 BG
box 532 364 552 383 0.120354 0.336349 BG
box 1 261 3 265 0.113111 0.781393 BG
box 99 143 133 198 0.111428 0.367645 BG
box 423 369 448 387 0.108263 0.226643 BG
box 489 412 494 426 0.106939 0.325307 BG
night_stand 0 150 174 392 0.657906 0.171653 night_stand
lamp 101 141 149 200 0.243698 0.373087 BG
lamp 402 52 506 172 0.13416 0.828974 BG
lamp 150 168 155 190 0.121338 0.688776 BG
bag 176 399 191 426 0.117871 0.239354 BG
garbage_bin 523 23 528 32 0.112223 0.192912 BG
garbage_bin 277 386 320 426 0.103007 0.231186 BG
