cabinet 33 89 283 365 0.233261 0.497204 cabinet
chair 228 260 514 529 0.987803 0.007700 chair
chair 542 139 729 479 0.977553 0.021083 chair
chair 555 125 637 255 0.346501 0.638704 BG
chair 580 135 605 199 0.106807 0.893008 BG
sofa 449 95 451 100 0.126423 0.595222 BG
sofa 3 525 683 529 0.105691 0.161494 BG
table 294 140 604 524 0.981828 0.006234 table
table 39 485 663 529 0.114261 0.462814 BG
picture 302 1 387 37 0.738544 0.050526 BG
picture 166 9 183 68 0.357146 0.455643 BG
picture 0 138 18 179 0.34863 0.614939 BG
picture 166 1 183 6 0.298596 0.393395 BG
picture 166 4 251 83 0.12955 0.573563 BG
counter 205 304 215 320 0.163704 0.718630 BG
counter 197 309 206 321 0.150752 0.696301 BG
counter 211 309 217 315 0.127608 0.774336 BG
desk 283 128 618 344 0.166862 0.425413 BG
pillow 166 7 269 92 0.119014 0.630618 paper
clothes 37 344 150 405 0.33231 0.523379 shoes
clothes 4 392 32 462 0.155822 0.730663 BG
clothes 36 381 106 401 0.109889 0.845631 BG
paper 303 0 390 16 0.721747 0.070990 BG
paper 106 336 113 342 0.277178 0.566647 BG
paper 520 169 543 188 0.252322 0.662877 BG
paper 94 326 113 340 0.247168 0.719448 BG
paper 119 329 134 348 0.224953 0.622601 BG
paper 166 0 184 6 0.224144 0.393395 BG
paper 515 185 522 187 0.220154 0.742742 BG
paper 109 328 122 339 0.218885 0.673736 BG
paper 113 334 121 339 0.212519 0.666323 BG
paper 77 325 137 348 0.198146 0.649911 shoes
paper 302 13 387 38 0.16144 0.362783 BG
paper 47 202 51 220 0.153654 0.584265 BG
paper 519 175 549 224 0.152067 0.622271 BG
paper 181 13 188 28 0.147344 0.663140 BG
paper 283 132 369 189 0.141188 0.768680 BG
paper 68 280 70 284 0.136652 0.765679 BG
paper 122 345 128 351 0.135263 0.750400 BG
paper 45 195 46 201 0.133039 0.742282 BG
paper 58 242 60 251 0.127009 0.691945 BG
paper 43 188 46 201 0.125499 0.774446 BG
paper 418 512 452 526 0.113038 0.423336 BG
paper 49 213 51 219 0.108836 0.728090 BG
paper 463 179 463 181 0.102953 0.879964 BG
box 660 153 729 309 0.115449 0.625711 BG
box 103 350 109 358 0.109248 0.681301 BG
person 5 424 32 459 0.227188 0.635924 BG
person 1 437 15 472 0.115027 0.849943 BG
bag 338 119 371 161 0.116008 0.765537 BG
garbage_bin 260 63 271 75 0.191043 0.724486 BG
