chair 11 146 201 525 0.671624 0.325589 chair
table 56 78 631 515 0.896972 0.026289 table
desk 10 23 680 530 0.150914 0.341117 table
tv 234 527 239 530 0.116682 0.525606 BG
paper 428 320 443 328 0.280515 0.522768 BG
paper 425 331 432 338 0.241813 0.529031 BG
paper 1 398 2 401 0.228942 0.600728 BG
paper 1 338 3 341 0.214755 0.656188 BG
paper 463 500 463 505 0.182523 0.465200 BG
paper 415 323 434 334 0.162296 0.667644 BG
paper 2 479 63 530 0.159504 0.501906 BG
paper 17 513 36 521 0.133234 0.527147 BG
paper 574 414 585 431 0.128734 0.463111 BG
paper 277 503 337 530 0.126543 0.342448 BG
paper 48 483 79 530 0.124918 0.694426 BG
paper 465 482 479 486 0.120144 0.612784 BG
paper 1 310 19 339 0.11714 0.794082 BG
paper 263 528 265 530 0.103187 0.420681 BG
box 584 98 607 112 0.367172 0.510745 BG
box 335 337 352 351 0.287944 0.689513 BG
box 378 353 417 393 0.22514 0.625771 BG
box 567 94 593 108 0.193362 0.750922 BG
box 462 499 464 505 0.139055 0.465200 BG
box 16 512 35 530 0.118688 0.389346 BG
box 104 507 139 530 0.118573 0.209542 BG
box 103 519 114 530 0.110723 0.358441 BG
box 606 101 614 108 0.10862 0.661393 BG
box 392 386 399 390 0.104609 0.636389 BG
box 574 413 585 430 0.104131 0.463111 BG
box 276 502 336 530 0.101492 0.342448 BG
garbage_bin 625 105 635 113 0.137276 0.770530 BG
garbage_bin 573 413 584 431 0.105754 0.463111 BG
