bed 29 169 485 526 0.999338 0.000429 bed
chair 641 282 729 523 0.210894 0.635344 BG
chair 255 518 261 520 0.146814 0.331664 BG
chair 121 523 127 524 0.126164 0.549070 BG
sofa 263 187 502 528 0.294979 0.346120 BG
sofa 487 6 729 64 0.14369 0.629731 BG
table 521 290 684 509 0.13311 0.531967 night_stand
table 627 300 719 523 0.100239 0.617819 BG
bookshelf 654 246 729 314 0.113053 0.801958 BG
picture 312 88 456 188 0.335783 0.473558 BG
picture 3 8 45 27 0.232276 0.573886 BG
picture 63 45 130 131 0.205387 0.625391 BG
picture 671 23 700 28 0.188849 0.554876 BG
picture 686 1 729 22 0.173377 0.216401 BG
picture 120 94 129 134 0.173199 0.798308 BG
picture 671 244 729 273 0.17122 0.684911 BG
picture 612 76 623 94 0.165658 0.540317 BG
picture 700 245 729 260 0.132333 0.645399 BG
picture 206 116 279 281 0.124407 0.731574 BG
picture 716 247 729 250 0.116943 0.439172 BG
picture 688 22 707 26 0.116444 0.689249 BG
desk 531 278 694 497 0.269981 0.542132 night_stand
dresser 3 174 173 303 0.240193 0.433778 BG
dresser 532 286 675 499 0.111418 0.357941 night_stand
pillow 290 242 402 317 0.792878 0.199340 BG
pillow 388 251 499 339 0.388257 0.591323 BG
pillow 295 208 508 380 0.262892 0.669004 BG
pillow 313 288 321 294 0.124262 0.875701 BG
pillow 288 233 312 290 0.121782 0.877212 BG
pillow 554 284 643 324 0.103575 0.600640 BG
tv 322 90 451 209 0.126397 0.456658 BG
paper 618 64 684 90 0.514309 0.375859 BG
paper 662 81 728 95 0.415977 0.419695 BG
paper 620 382 649 426 0.285952 0.524805 BG
paper 626 389 628 393 0.26425 0.607863 BG
paper 626 389 649 397 0.260168 0.615223 BG
paper 661 91 716 99 0.173924 0.789490 BG
paper 680 53 728 81 0.147624 0.495894 BG
paper 238 506 251 515 0.134797 0.350399 BG
paper 613 76 622 94 0.134457 0.540317 BG
paper 685 0 729 23 0.133876 0.216401 BG
paper 4 481 75 529 0.124482 0.533321 floor
paper 719 66 720 69 0.122983 0.240730 BG
paper 716 247 729 250 0.113183 0.439172 BG
box 487 57 685 101 0.296383 0.561231 BG
box 679 52 728 82 0.129195 0.495894 BG
box 612 76 623 93 0.128322 0.540317 BG
box 555 292 654 344 0.127838 0.637374 BG
box 527 72 616 94 0.127163 0.768601 BG
box 524 59 629 79 0.119381 0.841125 BG
box 529 73 552 90 0.114462 0.821666 BG
box 719 65 720 69 0.110531 0.240730 BG
box 156 186 177 191 0.108212 0.430068 BG
box 249 510 291 529 0.107365 0.271295 BG
box 658 276 661 279 0.106383 0.764172 BG
box 543 59 555 62 0.102643 0.884081 BG
whiteboard 464 53 710 255 0.589335 0.343212 BG
night_stand 526 322 682 447 0.774914 0.131331 night_stand
night_stand 0 160 132 314 0.436201 0.459036 BG
night_stand 4 256 171 290 0.163683 0.750150 BG
lamp 7 31 72 184 0.695178 0.252359 BG
lamp 17 18 167 228 0.138855 0.820586 BG
lamp 118 182 187 258 0.135769 0.771088 BG
lamp 488 87 494 95 0.12218 0.751993 BG
lamp 6 33 21 81 0.112216 0.842968 BG
lamp 123 183 141 240 0.101601 0.872160 BG
