bed 8 187 553 521 0.996998 0.002615 bed
chair 458 266 727 529 0.924111 0.069455 stepstool&&chair
picture 715 1 727 11 0.270316 0.176301 BG
picture 715 38 729 50 0.209986 0.145772 BG
picture 713 68 724 88 0.176426 0.351922 BG
picture 724 115 729 119 0.171206 0.254581 BG
picture 725 119 729 126 0.158923 0.285273 BG
picture 485 65 497 71 0.152135 0.778307 BG
picture 485 55 498 67 0.148716 0.786676 BG
picture 713 149 729 162 0.148032 0.275843 BG
picture 476 64 486 73 0.1275 0.800265 BG
picture 719 68 727 77 0.124859 0.343462 BG
picture 697 30 729 51 0.119957 0.381711 BG
picture 701 30 704 34 0.119847 0.499405 BG
picture 715 39 719 50 0.113341 0.318543 BG
pillow 183 194 283 266 0.864014 0.133719 pillow
pillow 13 175 187 277 0.613529 0.359443 pillow
pillow 94 232 157 278 0.384099 0.590706 BG
pillow 380 181 435 229 0.242759 0.711520 box
pillow 41 219 117 293 0.200935 0.728448 BG
pillow 136 238 160 274 0.187887 0.797369 BG
pillow 150 243 159 254 0.143378 0.754563 BG
pillow 197 184 498 270 0.131267 0.766291 BG
pillow 180 252 249 271 0.126671 0.873273 BG
pillow 411 180 456 233 0.117129 0.839831 BG
pillow 394 186 415 205 0.108991 0.728274 BG
pillow 97 232 135 242 0.106445 0.751989 BG
pillow 429 196 444 207 0.104134 0.834564 BG
pillow 503 253 506 255 0.101725 0.886722 BG
paper 696 107 710 122 0.349722 0.442125 BG
paper 248 220 260 223 0.325433 0.479336 BG
paper 700 147 705 158 0.313135 0.415619 BG
paper 725 115 729 119 0.284343 0.254581 BG
paper 726 119 729 126 0.277391 0.285273 BG
paper 703 116 706 122 0.27659 0.550458 BG
paper 702 30 704 34 0.274094 0.499405 BG
paper 700 147 729 161 0.26958 0.316817 BG
paper 704 85 711 88 0.266684 0.542016 BG
paper 697 30 729 49 0.257981 0.381711 BG
paper 675 34 729 74 0.254133 0.441971 BG
paper 685 74 705 85 0.244696 0.608292 BG
paper 705 149 713 159 0.23505 0.484108 BG
paper 702 105 704 106 0.229461 0.638807 BG
paper 714 68 724 87 0.229052 0.351922 BG
paper 711 112 726 123 0.227482 0.586997 BG
paper 697 30 706 47 0.224134 0.585081 BG
paper 713 84 713 87 0.214857 0.583157 BG
paper 693 36 698 41 0.208095 0.658105 BG
paper 716 38 729 50 0.207967 0.145772 BG
paper 720 68 727 77 0.197022 0.343462 BG
paper 680 38 697 48 0.194892 0.676839 BG
paper 717 0 725 5 0.191701 0.269051 BG
paper 674 68 726 86 0.18441 0.669859 BG
paper 716 39 719 50 0.181405 0.318543 BG
paper 23 47 32 77 0.165835 0.343473 BG
paper 706 1 727 12 0.151403 0.363252 BG
paper 84 24 91 32 0.146425 0.171813 BG
paper 0 435 40 528 0.145356 0.504195 BG
paper 284 242 300 245 0.135952 0.836906 BG
paper 682 74 690 84 0.135436 0.743129 BG
paper 704 37 714 43 0.129114 0.653832 BG
paper 283 237 305 252 0.127197 0.826461 BG
paper 313 232 332 238 0.121886 0.831781 BG
paper 305 236 313 244 0.121637 0.857796 BG
box 716 0 725 5 0.172922 0.269051 BG
box 599 493 671 528 0.168335 0.759907 BG
box 677 298 727 518 0.165797 0.378943 BG
box 135 235 152 246 0.164629 0.518678 BG
box 705 1 726 12 0.161993 0.363252 BG
box 374 166 442 187 0.152819 0.786057 BG
box 150 238 156 243 0.142546 0.625945 BG
box 673 44 727 87 0.120283 0.484033 BG
box 680 30 727 50 0.116309 0.419562 BG
box 127 233 135 238 0.112483 0.549236 BG
box 681 73 683 80 0.110609 0.802248 BG
box 673 72 703 86 0.103157 0.685424 BG
box 328 57 336 84 0.10033 0.695659 BG
whiteboard 600 1 721 302 0.16573 0.592795 BG
lamp 169 478 198 529 0.120626 0.735784 BG
