bed 11 16 433 438 0.998652 0.001218 bed
chair 158 46 170 73 0.11314 0.788171 BG
table 274 227 529 529 0.639297 0.317047 BG
table 267 410 383 527 0.289557 0.592026 BG
picture 44 2 171 68 0.318683 0.306790 BG
picture 445 41 514 174 0.179672 0.462052 lamp
picture 553 1 567 19 0.127295 0.792349 BG
picture 214 53 258 104 0.1143 0.638925 BG
picture 567 101 606 187 0.111456 0.646642 BG
picture 222 69 314 118 0.102497 0.640953 BG
pillow 0 99 175 161 0.770695 0.225762 BG
pillow 93 119 158 161 0.597186 0.402619 BG
pillow 141 108 174 160 0.513884 0.485442 BG
pillow 78 137 103 159 0.217654 0.758203 BG
pillow 97 144 129 156 0.167532 0.826630 BG
pillow 73 154 81 158 0.155957 0.843094 BG
pillow 77 153 129 168 0.117823 0.882137 BG
pillow 80 152 97 159 0.100853 0.886055 BG
mirror 419 10 563 186 0.238975 0.649621 BG
paper 274 489 316 529 0.171088 0.477789 BG
paper 287 514 296 520 0.170481 0.672117 BG
paper 289 500 307 515 0.161928 0.686902 BG
paper 304 494 316 501 0.147146 0.746348 BG
paper 274 514 296 529 0.121027 0.344788 BG
paper 275 448 355 528 0.1123 0.502989 BG
paper 496 51 500 54 0.102438 0.636572 BG
box 492 67 495 73 0.130152 0.678936 BG
box 616 453 631 463 0.129745 0.714066 BG
box 521 158 603 228 0.125908 0.536877 BG
box 496 50 500 55 0.121246 0.636572 BG
box 218 66 229 82 0.111103 0.595994 BG
box 492 51 500 73 0.106108 0.682178 BG
person 687 132 728 232 0.82554 0.146027 person
person 715 139 729 219 0.75817 0.182854 BG
person 715 173 726 193 0.592457 0.360215 BG
person 701 112 729 180 0.482645 0.502610 BG
person 705 212 729 245 0.411953 0.377180 BG
person 639 113 671 154 0.394673 0.580382 BG
person 623 111 729 165 0.35584 0.639273 BG
person 714 112 729 123 0.325284 0.647001 BG
person 249 66 290 119 0.19967 0.625926 BG
person 673 135 711 193 0.184866 0.809045 BG
person 640 137 643 143 0.174529 0.783253 BG
person 712 138 726 149 0.16617 0.830149 BG
person 658 136 669 153 0.154925 0.833822 BG
person 680 158 687 180 0.150767 0.841297 BG
person 241 83 266 107 0.145426 0.775605 BG
person 689 190 714 232 0.107669 0.727996 BG
person 218 53 266 109 0.106288 0.655918 BG
night_stand 408 178 490 261 0.221609 0.543673 BG
lamp 196 15 249 111 0.684176 0.292864 lamp
lamp 686 76 701 89 0.237861 0.689249 BG
lamp 223 55 224 59 0.214449 0.697288 BG
lamp 261 34 285 42 0.202632 0.775872 BG
lamp 249 39 282 71 0.188226 0.764170 BG
lamp 455 38 512 183 0.12927 0.632673 lamp
lamp 216 4 294 75 0.121387 0.862108 BG
lamp 481 112 495 140 0.116041 0.841289 BG
lamp 343 11 355 17 0.10072 0.871091 BG
