bed 30 29 634 494 0.989173 0.007585 bed
table 7 314 92 368 0.256804 0.547656 BG
table 89 6 310 128 0.106623 0.709338 bathroom_vanity
door 300 1 311 118 0.108653 0.744221 BG
picture 677 71 729 133 0.161884 0.417659 BG
picture 619 10 725 146 0.147945 0.603128 BG
picture 242 3 270 11 0.141136 0.631110 BG
picture 714 145 729 182 0.118042 0.258043 BG
picture 718 144 729 151 0.110317 0.488582 BG
pillow 375 68 536 152 0.278636 0.559031 pillow
paper 678 80 691 91 0.496706 0.424795 BG
paper 679 80 723 97 0.396236 0.494309 BG
paper 679 69 729 131 0.31699 0.417659 BG
paper 679 70 726 86 0.277065 0.568953 BG
paper 261 512 269 514 0.249879 0.297311 BG
paper 0 289 4 291 0.249319 0.339880 BG
paper 533 512 537 514 0.221955 0.331748 BG
paper 416 53 425 61 0.211421 0.713217 BG
paper 706 193 713 198 0.199518 0.424335 BG
paper 28 114 107 146 0.197179 0.587024 BG
paper 652 129 680 152 0.193337 0.744132 BG
paper 669 119 688 131 0.192318 0.681003 BG
paper 405 63 408 69 0.189455 0.756220 BG
paper 241 9 270 34 0.181824 0.567438 BG
paper 623 10 729 146 0.180229 0.387067 BG
paper 663 130 680 140 0.174945 0.638474 BG
paper 323 420 339 432 0.162871 0.650863 BG
paper 646 510 654 523 0.151359 0.602185 BG
paper 151 492 175 524 0.142605 0.503973 BG
paper 523 513 531 517 0.140012 0.594906 BG
paper 631 133 648 144 0.139382 0.742930 BG
paper 679 133 681 134 0.133032 0.732446 BG
paper 175 514 222 525 0.129428 0.417972 BG
paper 321 432 341 450 0.127229 0.708399 BG
paper 530 474 541 483 0.127149 0.787956 BG
paper 304 420 340 441 0.125843 0.674987 BG
paper 484 410 490 420 0.124452 0.771928 BG
paper 224 21 243 25 0.115937 0.736109 BG
paper 486 422 488 425 0.108919 0.836988 BG
paper 97 6 99 10 0.107841 0.788542 BG
paper 699 154 721 191 0.107214 0.389742 BG
paper 685 131 687 133 0.106079 0.769537 BG
paper 487 437 492 442 0.105809 0.831742 BG
paper 271 513 286 525 0.104962 0.423255 BG
paper 552 487 557 489 0.104394 0.745576 BG
paper 616 118 687 153 0.101885 0.857928 BG
paper 630 107 647 127 0.101265 0.868007 BG
paper 90 2 136 42 0.100685 0.695495 BG
box 260 511 269 514 0.216436 0.297311 BG
box 648 25 652 30 0.209579 0.640901 BG
box 41 124 170 167 0.207088 0.629442 BG
box 621 10 726 151 0.178469 0.387067 BG
box 533 511 537 514 0.16608 0.331748 BG
box 1 41 9 75 0.147232 0.366228 BG
box 603 29 630 109 0.137954 0.472918 BG
box 700 162 702 167 0.119099 0.646806 BG
box 616 511 630 524 0.116703 0.768388 BG
box 706 193 713 198 0.11563 0.424335 BG
box 594 121 602 129 0.110198 0.824494 BG
box 229 182 299 221 0.106461 0.830341 BG
box 662 2 726 28 0.105609 0.668724 BG
box 240 6 269 35 0.104941 0.567438 BG
box 573 104 589 118 0.102895 0.699706 BG
box 646 508 654 523 0.100832 0.602185 BG
person 19 267 65 310 0.101641 0.311174 BG
night_stand 577 135 728 233 0.64013 0.279208 BG
toilet 698 148 729 191 0.115098 0.237236 BG
lamp 706 193 713 198 0.136375 0.463410 BG
lamp 714 173 717 177 0.106996 0.339671 BG
garbage_bin 698 151 729 192 0.132612 0.237236 BG
garbage_bin 329 153 338 164 0.111205 0.765773 BG
