bed 0 385 417 440 0.720583 0.224715 bed
chair 254 179 433 416 0.953529 0.032557 chair
chair 421 265 564 342 0.633141 0.157659 suits_case
chair 0 192 123 408 0.135774 0.629367 bag
sofa 442 264 563 337 0.169096 0.356308 suits_case
sofa 0 296 191 440 0.129682 0.543270 BG
table 17 149 429 379 0.99 0.006262 table
table 155 190 306 397 0.117852 0.825885 BG
picture 239 2 406 89 0.990552 0.004910 painting&&picture
picture 242 1 255 90 0.566432 0.428880 BG
picture 362 3 399 78 0.551708 0.320276 BG
picture 255 80 331 86 0.180297 0.750772 BG
desk 17 158 313 389 0.309192 0.111863 table
pillow 4 393 76 440 0.570091 0.278722 BG
pillow 318 425 406 440 0.182142 0.673363 BG
pillow 15 395 36 415 0.161687 0.828017 BG
pillow 33 403 64 427 0.133613 0.810703 BG
pillow 285 431 301 440 0.130074 0.331665 BG
pillow 402 430 419 440 0.127957 0.364168 BG
pillow 23 385 34 390 0.120615 0.783794 BG
pillow 86 359 114 384 0.110213 0.751082 BG
pillow 12 323 166 434 0.105376 0.543270 BG
clothes 2 251 75 385 0.611901 0.223261 sofa_chair&&bag
clothes 1 256 17 378 0.342174 0.556922 BG
clothes 6 354 87 385 0.319961 0.474535 BG
clothes 11 289 191 391 0.269505 0.680332 BG
clothes 5 320 45 425 0.186797 0.787349 BG
clothes 45 325 108 380 0.164962 0.714428 BG
clothes 2 319 16 351 0.14912 0.801492 BG
clothes 11 292 39 370 0.116795 0.844189 BG
clothes 98 336 110 352 0.113882 0.635690 BG
clothes 72 334 87 350 0.109318 0.688417 BG
paper 412 382 436 424 0.217436 0.332917 BG
paper 405 427 420 440 0.206723 0.344223 BG
paper 418 425 433 430 0.201948 0.435543 BG
paper 394 385 413 425 0.194029 0.492594 BG
paper 402 430 405 440 0.18402 0.605195 BG
paper 414 402 415 405 0.183605 0.533040 BG
paper 433 420 448 432 0.173224 0.337924 BG
paper 144 405 282 440 0.161705 0.524744 BG
paper 416 427 422 433 0.153109 0.644303 BG
paper 473 417 478 429 0.147573 0.330577 BG
paper 169 169 171 172 0.143612 0.796629 BG
paper 286 430 301 440 0.128311 0.331665 BG
paper 568 293 569 297 0.121804 0.331614 BG
towel 0 185 72 375 0.151954 0.309459 sofa_chair
towel 0 242 11 341 0.117979 0.680759 BG
box 417 384 421 391 0.699921 0.246733 BG
box 385 375 397 407 0.404857 0.468619 BG
box 412 368 425 385 0.396598 0.541849 BG
box 308 414 309 418 0.335403 0.418123 BG
box 412 375 436 424 0.307959 0.332917 BG
box 392 400 396 408 0.288356 0.576968 BG
box 295 415 302 419 0.28517 0.409868 BG
box 311 416 319 419 0.268071 0.539992 BG
box 400 368 413 382 0.236909 0.696966 BG
box 289 392 294 419 0.212353 0.540740 BG
box 568 292 568 296 0.2018 0.331614 BG
box 414 401 416 405 0.19034 0.533040 BG
box 394 180 412 188 0.180286 0.710819 BG
box 394 380 414 423 0.175878 0.492594 BG
box 433 419 448 432 0.17103 0.337924 BG
box 409 180 419 185 0.154446 0.707100 BG
box 292 345 399 418 0.131048 0.640909 BG
box 294 420 303 425 0.12945 0.468948 BG
box 303 399 319 419 0.118873 0.751771 BG
box 108 358 112 367 0.114478 0.674375 BG
box 384 174 401 187 0.112592 0.783752 BG
box 473 416 478 429 0.107466 0.330577 BG
lamp 5 2 72 227 0.879926 0.105611 lamp
lamp 154 149 168 157 0.132902 0.825459 BG
lamp 155 153 188 167 0.106036 0.747619 BG
bag 5 356 82 388 0.141413 0.474535 BG
bag 72 336 87 351 0.116979 0.688417 BG
bag 0 186 70 374 0.113953 0.309459 sofa_chair
bag 99 337 109 354 0.102748 0.635690 BG
bag 24 366 32 374 0.100623 0.803215 BG
garbage_bin 284 374 294 418 0.193785 0.662934 BG
garbage_bin 556 299 565 303 0.16275 0.664515 BG
garbage_bin 458 271 578 360 0.145733 0.496046 suits_case
garbage_bin 545 295 553 298 0.120054 0.786015 BG
garbage_bin 550 299 554 303 0.118509 0.798360 BG
garbage_bin 555 292 562 295 0.113818 0.558267 BG
garbage_bin 288 361 333 419 0.113805 0.745580 BG
garbage_bin 193 303 212 327 0.111533 0.835046 BG
garbage_bin 567 293 569 296 0.10843 0.331614 BG
garbage_bin 213 349 226 369 0.103468 0.811073 BG
