bed 91 61 633 514 0.998409 0.001487 bed
bookshelf 1 219 4 245 0.120292 0.376047 BG
picture 192 0 304 22 0.969023 0.029378 painting&&picture
picture 99 1 172 43 0.915104 0.064723 BG
picture 90 0 130 20 0.578028 0.396822 BG
picture 112 1 128 8 0.49561 0.444041 BG
picture 196 0 208 19 0.327645 0.665073 BG
picture 98 48 175 56 0.241497 0.644375 BG
picture 108 13 119 19 0.185327 0.764227 BG
picture 200 12 303 32 0.151002 0.838696 painting&&picture
picture 546 1 553 8 0.131812 0.247955 BG
picture 180 95 204 148 0.127104 0.722018 BG
picture 711 1 715 20 0.107822 0.701239 BG
picture 711 1 729 20 0.104397 0.626451 BG
picture 71 0 128 47 0.102278 0.852915 BG
dresser 18 40 201 379 0.556592 0.342872 dresser
dresser 581 74 715 412 0.356982 0.310447 dresser_mirror
dresser 76 154 211 296 0.224851 0.723113 BG
pillow 259 153 495 239 0.79606 0.203571 BG
pillow 424 165 501 232 0.625614 0.373744 pillow
pillow 428 189 467 218 0.410988 0.567478 BG
pillow 335 185 430 240 0.34931 0.650577 pillow
pillow 275 187 294 224 0.201242 0.798327 BG
pillow 480 228 485 230 0.143031 0.856917 BG
pillow 317 187 334 200 0.135231 0.715692 BG
pillow 417 233 519 246 0.128041 0.871601 BG
pillow 489 192 501 209 0.109521 0.800749 BG
pillow 451 221 506 234 0.10784 0.891997 BG
pillow 292 196 333 236 0.106855 0.893143 BG
pillow 457 185 468 191 0.102761 0.533790 BG
paper 43 303 53 310 0.431372 0.471519 BG
paper 32 310 66 351 0.391725 0.321296 BG
paper 132 491 419 505 0.303253 0.417422 BG
paper 354 496 415 504 0.278984 0.466082 BG
paper 290 492 350 502 0.275109 0.441902 BG
paper 482 89 501 110 0.272082 0.581428 BG
paper 332 501 346 502 0.270414 0.457777 BG
paper 350 494 356 502 0.267478 0.466474 BG
paper 37 319 51 329 0.261579 0.673627 BG
paper 402 503 421 505 0.252323 0.422182 BG
paper 279 495 279 497 0.232929 0.420269 BG
paper 476 497 481 498 0.222577 0.574256 BG
paper 482 95 488 101 0.205966 0.691777 BG
paper 2 306 34 356 0.18452 0.730732 BG
paper 707 383 710 389 0.178653 0.288743 BG
paper 38 288 63 324 0.173056 0.728648 BG
paper 29 300 40 311 0.164499 0.811253 BG
paper 682 373 729 396 0.161733 0.274021 BG
paper 702 228 729 265 0.159532 0.479278 BG
paper 546 0 552 8 0.15851 0.247955 BG
paper 707 383 729 396 0.147118 0.224703 BG
paper 696 376 702 378 0.145265 0.490501 BG
paper 28 292 34 299 0.136804 0.835041 BG
paper 6 295 80 385 0.134622 0.507912 night_stand
paper 2 292 39 312 0.128605 0.843200 BG
paper 725 133 729 153 0.121127 0.340454 BG
paper 494 186 501 193 0.120717 0.670868 BG
paper 489 100 495 102 0.117255 0.759869 BG
box 28 287 70 351 0.278175 0.371771 BG
box 279 494 280 497 0.189578 0.420269 BG
box 416 291 417 299 0.186861 0.645787 BG
box 724 131 729 153 0.178954 0.340454 BG
box 402 502 422 505 0.178655 0.422182 BG
box 136 489 439 505 0.152406 0.417422 BG
box 291 491 354 502 0.150392 0.441902 BG
box 332 500 347 502 0.148178 0.457777 BG
box 350 493 357 502 0.146986 0.466474 BG
box 355 495 421 504 0.139098 0.466082 BG
box 493 186 501 192 0.116748 0.670868 BG
box 703 79 729 97 0.115459 0.559987 BG
box 476 496 482 498 0.111156 0.574256 BG
box 1 198 5 243 0.10597 0.202802 BG
box 3 304 86 383 0.10185 0.720308 night_stand
night_stand 574 87 720 413 0.325588 0.296854 dresser_mirror
night_stand 66 341 600 508 0.132932 0.733051 floor
night_stand 4 26 202 295 0.100128 0.573090 BG
lamp 616 7 720 117 0.980895 0.018283 BG
lamp 628 68 639 81 0.280674 0.718585 BG
lamp 601 52 669 166 0.174796 0.815177 BG
lamp 628 64 661 84 0.101659 0.897418 BG
garbage_bin 21 391 97 498 0.3279 0.245037 BG
garbage_bin 625 382 634 387 0.103667 0.876622 BG
