chair 198 67 447 440 0.302112 0.461594 chair
table 162 307 463 433 0.185817 0.755679 BG
picture 204 3 242 88 0.488657 0.379404 BG
picture 192 2 223 50 0.437859 0.380863 BG
picture 204 2 331 100 0.28417 0.612333 BG
picture 219 40 250 85 0.280707 0.575353 BG
picture 228 2 253 67 0.258797 0.560540 BG
picture 227 37 239 66 0.225136 0.620919 BG
picture 272 1 326 59 0.21584 0.634985 BG
picture 216 1 235 47 0.211054 0.592004 BG
picture 237 185 240 187 0.170185 0.710378 BG
picture 205 172 241 202 0.163344 0.692161 BG
picture 182 4 252 161 0.162656 0.669240 BG
picture 235 185 240 195 0.162384 0.711006 BG
picture 239 58 250 71 0.16176 0.667022 BG
picture 251 51 282 110 0.150025 0.540625 BG
picture 295 37 310 57 0.144311 0.238128 BG
picture 215 40 227 64 0.131986 0.775160 BG
picture 219 70 223 74 0.130343 0.781061 BG
picture 225 192 231 197 0.129408 0.778265 BG
picture 220 174 225 180 0.128187 0.749440 BG
picture 298 51 304 56 0.126608 0.264738 BG
picture 224 77 227 81 0.12535 0.750039 BG
picture 251 67 267 91 0.117902 0.597303 BG
picture 270 75 281 92 0.117655 0.681923 BG
picture 219 179 224 185 0.112858 0.779051 BG
picture 282 1 325 20 0.112489 0.712697 BG
picture 205 175 212 182 0.110754 0.733662 BG
picture 197 3 210 30 0.110572 0.684754 BG
picture 211 53 222 72 0.10967 0.821150 BG
picture 240 67 251 82 0.106202 0.656556 BG
picture 219 74 224 80 0.10438 0.805456 BG
picture 251 89 270 106 0.100252 0.740667 BG
counter 9 78 448 424 0.165929 0.594254 BG
desk 179 225 465 440 0.22969 0.450108 floor
pillow 238 250 344 323 0.179074 0.753071 BG
clothes 199 224 240 261 0.613728 0.308444 BG
clothes 201 237 220 255 0.577124 0.387312 BG
clothes 210 237 215 243 0.572939 0.384841 BG
clothes 207 246 216 255 0.447512 0.529531 BG
clothes 205 235 208 239 0.353381 0.597869 BG
clothes 334 0 374 142 0.341693 0.572897 BG
clothes 212 241 220 252 0.313417 0.592038 BG
clothes 338 0 364 61 0.301492 0.647601 BG
clothes 215 229 223 237 0.2986 0.630726 BG
clothes 211 203 279 260 0.28496 0.628817 BG
clothes 206 223 222 238 0.218565 0.702771 BG
clothes 210 203 229 232 0.191309 0.722056 BG
clothes 519 0 544 42 0.177964 0.588652 BG
clothes 199 151 246 264 0.173701 0.699095 BG
clothes 305 0 410 213 0.168245 0.771559 BG
clothes 193 3 431 357 0.157108 0.701066 BG
clothes 220 222 236 247 0.15568 0.723864 BG
clothes 222 227 227 230 0.148533 0.768425 BG
clothes 333 0 340 15 0.131086 0.850045 BG
clothes 369 93 378 116 0.120286 0.853159 BG
clothes 356 80 373 140 0.112623 0.850718 BG
clothes 488 0 547 117 0.111304 0.784255 BG
clothes 207 256 217 257 0.101624 0.879792 BG
paper 1 213 23 240 0.193057 0.507955 BG
paper 252 52 281 106 0.154874 0.540625 BG
paper 295 37 309 56 0.140619 0.238128 BG
paper 1 370 121 440 0.126359 0.475182 floor
paper 298 51 304 56 0.124547 0.264738 BG
paper 279 43 288 57 0.123642 0.428043 BG
paper 224 23 239 65 0.121021 0.611035 BG
paper 256 74 266 90 0.113925 0.647249 BG
paper 585 169 590 174 0.10983 0.563803 BG
paper 271 75 281 91 0.108502 0.681923 BG
paper 431 87 436 106 0.107455 0.676246 BG
paper 589 171 590 172 0.105382 0.556088 BG
paper 430 76 439 94 0.103201 0.641898 BG
towel 219 82 261 170 0.101019 0.772879 BG
garbage_bin 434 28 588 368 0.101791 0.614162 BG
