cabinet 401 78 590 180 0.975872 0.011767 cabinet
chair 150 158 281 285 0.950928 0.048714 chair
chair 144 274 451 429 0.948654 0.050576 chair
chair 162 215 332 375 0.921901 0.077611 chair
chair 124 95 234 244 0.884558 0.114337 chair&&chair
chair 382 140 515 291 0.856284 0.142770 chair
chair 447 147 580 266 0.825525 0.172927 BG
chair 214 165 251 236 0.602405 0.396902 BG
chair 296 99 390 178 0.523357 0.461064 BG
chair 246 156 287 300 0.501198 0.498274 BG
chair 302 136 449 231 0.483798 0.499606 BG
chair 366 127 442 179 0.460963 0.536947 BG
chair 282 162 452 384 0.407025 0.589813 BG
chair 253 158 348 247 0.317307 0.677958 BG
chair 201 137 239 195 0.314953 0.684426 BG
chair 279 197 335 395 0.312725 0.686907 BG
chair 0 149 32 265 0.302954 0.623738 BG
chair 492 363 590 440 0.270591 0.659778 BG
chair 184 88 223 203 0.269874 0.730011 BG
chair 251 138 360 176 0.243088 0.693435 BG
chair 219 184 235 218 0.239081 0.760276 BG
chair 188 311 341 399 0.237331 0.757634 BG
chair 306 187 363 233 0.230619 0.767747 BG
chair 189 258 284 295 0.211938 0.784491 BG
chair 255 77 351 148 0.211551 0.764906 chair
chair 0 174 23 438 0.207735 0.767460 BG
chair 323 81 353 120 0.204925 0.723588 BG
chair 214 127 241 160 0.202489 0.794641 BG
chair 512 227 588 430 0.194142 0.802132 chair
chair 126 138 204 172 0.192686 0.789887 BG
chair 338 96 378 144 0.17266 0.813116 BG
chair 197 98 275 202 0.168645 0.812310 BG
chair 200 274 234 296 0.160431 0.810336 BG
chair 411 167 570 405 0.158342 0.826943 BG
chair 367 133 370 138 0.155309 0.841049 BG
chair 187 207 261 239 0.154925 0.837256 BG
chair 242 142 299 167 0.144512 0.815616 BG
chair 279 100 330 137 0.113658 0.878964 BG
chair 329 118 368 160 0.111338 0.839619 BG
chair 344 120 392 224 0.111085 0.883795 BG
chair 174 152 200 168 0.105347 0.891317 BG
picture 328 1 353 16 0.153309 0.575205 BG
picture 310 4 357 41 0.114318 0.682715 BG
desk 277 134 398 210 0.133092 0.707054 BG
pillow 509 397 565 440 0.19386 0.615273 BG
tv 478 0 578 76 0.851744 0.130000 BG
paper 129 417 135 420 0.254885 0.416173 BG
paper 328 0 353 5 0.247497 0.588590 BG
paper 569 133 577 137 0.239105 0.400684 BG
paper 560 108 590 138 0.156976 0.412617 BG
paper 556 135 590 180 0.155983 0.431259 BG
paper 121 420 133 432 0.122486 0.416264 BG
paper 327 1 345 16 0.112838 0.697339 BG
paper 588 366 590 374 0.107434 0.540729 BG
box 551 96 567 105 0.308623 0.617248 BG
box 281 166 298 181 0.305322 0.681940 BG
box 559 105 589 139 0.228963 0.412617 BG
box 411 65 427 77 0.222725 0.776602 BG
box 569 132 576 138 0.203898 0.400684 BG
box 120 419 133 432 0.200765 0.416264 BG
box 129 417 135 419 0.189605 0.416173 BG
box 556 133 589 181 0.184978 0.431259 BG
box 294 169 309 176 0.153827 0.814394 BG
box 120 432 126 440 0.14489 0.191319 BG
whiteboard 13 2 289 69 0.993675 0.005240 BG
whiteboard 191 4 345 105 0.199976 0.770528 BG
