bed 37 204 509 518 0.999584 0.000376 bed
chair 553 248 567 269 0.238891 0.705697 BG
chair 570 238 592 273 0.181181 0.775875 BG
chair 35 515 43 525 0.170401 0.654607 BG
chair 520 248 617 464 0.143628 0.669882 BG
chair 345 109 442 258 0.140473 0.771924 BG
chair 489 232 521 247 0.130273 0.476252 BG
chair 0 513 8 529 0.121832 0.491142 BG
chair 56 515 66 529 0.112938 0.252057 BG
picture 528 182 636 201 0.13612 0.605434 BG
picture 370 173 516 216 0.114561 0.859782 BG
picture 340 2 586 61 0.114454 0.496998 BG
picture 370 179 381 185 0.103992 0.783364 BG
picture 529 176 594 186 0.103523 0.548744 BG
picture 208 116 280 129 0.101196 0.443888 BG
picture 363 181 379 209 0.100961 0.795754 BG
blinds 2 54 169 108 0.501896 0.435724 BG
blinds 3 370 98 502 0.464297 0.501855 BG
blinds 13 65 347 135 0.28509 0.591476 BG
blinds 1 88 48 105 0.252096 0.613511 BG
blinds 7 430 11 440 0.249961 0.729083 BG
blinds 4 425 6 430 0.223876 0.745114 BG
blinds 12 441 16 446 0.169066 0.802357 BG
blinds 54 393 119 460 0.13091 0.807506 BG
blinds 15 419 18 423 0.129983 0.864713 BG
blinds 167 124 191 132 0.118412 0.725147 BG
blinds 29 442 34 448 0.110011 0.876409 BG
blinds 138 119 191 132 0.100455 0.764474 BG
pillow 272 251 521 327 0.590034 0.393895 pillow
pillow 415 298 518 369 0.559136 0.433924 BG
pillow 352 238 508 285 0.40787 0.581228 BG
pillow 453 321 479 334 0.239574 0.745690 BG
pillow 164 240 210 270 0.2227 0.751846 pillow
pillow 68 239 211 291 0.196804 0.671354 BG
pillow 415 323 436 349 0.146277 0.845002 BG
pillow 357 238 435 257 0.128033 0.868389 BG
pillow 422 344 423 347 0.122265 0.863539 BG
clothes 14 0 30 7 0.123495 0.547553 BG
clothes 90 469 171 526 0.123468 0.593341 BG
paper 521 227 525 236 0.218288 0.328845 BG
paper 2 180 47 234 0.216166 0.363924 BG
paper 525 225 529 230 0.18195 0.381595 BG
paper 1 182 29 198 0.177749 0.748774 BG
paper 4 167 83 208 0.171177 0.620396 BG
paper 469 496 536 529 0.16453 0.436150 BG
paper 443 8 445 17 0.156795 0.654792 BG
paper 531 222 539 226 0.155795 0.461359 BG
paper 68 499 73 508 0.154686 0.646819 BG
paper 515 24 559 40 0.145162 0.730110 BG
paper 55 176 67 180 0.142963 0.600638 BG
paper 366 30 508 61 0.141854 0.546567 BG
paper 393 1 443 26 0.134313 0.413569 BG
paper 42 176 70 189 0.132671 0.615990 BG
paper 3 160 62 179 0.122939 0.614846 pillow
paper 174 205 184 211 0.121785 0.777801 BG
paper 79 517 88 529 0.116497 0.203273 BG
paper 38 206 65 236 0.105557 0.403166 BG
paper 85 502 90 505 0.102781 0.710290 BG
paper 521 226 538 248 0.100864 0.662093 BG
towel 145 513 148 517 0.205556 0.607668 BG
towel 88 470 167 529 0.19116 0.593341 BG
towel 147 497 165 516 0.117853 0.721844 BG
box 3 189 126 240 0.750636 0.201759 BG
box 47 189 98 212 0.554426 0.413230 BG
box 37 205 42 207 0.533023 0.454426 BG
box 38 205 66 236 0.470265 0.403166 BG
box 41 216 44 220 0.424139 0.525609 BG
box 293 7 329 19 0.387731 0.395426 BG
box 89 190 133 238 0.374279 0.597475 BG
box 283 1 322 12 0.368914 0.390316 BG
box 93 197 102 210 0.346368 0.618854 BG
box 5 229 106 258 0.293057 0.504401 BG
box 295 2 396 19 0.219605 0.357047 BG
box 96 239 103 243 0.186878 0.694145 BG
box 317 7 404 37 0.166364 0.384364 BG
box 521 227 526 236 0.156978 0.328845 BG
box 168 5 453 74 0.156466 0.587616 BG
box 467 492 543 529 0.152441 0.436150 floor
box 503 413 525 448 0.15162 0.678215 BG
box 442 1 523 20 0.1493 0.488155 BG
box 78 516 88 529 0.149219 0.203273 BG
box 93 211 99 215 0.147458 0.842157 BG
box 525 225 529 231 0.146382 0.381595 BG
box 513 500 566 529 0.129579 0.414215 BG
box 522 199 541 248 0.124583 0.614145 BG
box 93 238 121 259 0.12453 0.748262 BG
box 298 93 361 125 0.123024 0.665515 BG
box 391 7 616 75 0.119325 0.662834 BG
box 94 239 100 253 0.11757 0.685489 BG
box 531 222 539 227 0.117099 0.461359 BG
box 32 179 36 191 0.116728 0.776117 BG
box 491 232 520 246 0.108455 0.476252 BG
box 230 1 252 16 0.106549 0.724516 BG
box 22 3 99 34 0.105945 0.683421 BG
box 369 39 448 75 0.105256 0.802434 BG
box 393 3 448 26 0.103308 0.413569 BG
box 430 29 518 77 0.100659 0.654970 BG
person 300 223 315 235 0.331284 0.608297 BG
person 282 206 315 260 0.262918 0.685819 BG
person 284 207 300 235 0.26154 0.699906 person
person 229 194 316 245 0.204447 0.741739 BG
person 263 225 283 235 0.162949 0.764275 BG
person 269 222 287 249 0.128575 0.769098 BG
person 222 198 251 231 0.106431 0.821184 BG
bag 92 519 113 529 0.102555 0.590281 BG
garbage_bin 522 280 604 432 0.126427 0.580889 BG
