chair 111 165 243 380 0.104695 0.868616 chair
table 157 182 729 476 0.944458 0.048456 endtable
table 115 180 399 381 0.191933 0.773521 BG
bookshelf 4 0 139 179 0.117753 0.460409 BG
picture 677 0 729 38 0.108005 0.452282 BG
picture 345 0 661 137 0.104298 0.581270 BG
desk 195 196 572 492 0.160827 0.267922 endtable
clothes 182 65 239 178 0.110475 0.849048 BG
paper 587 484 667 529 0.31446 0.243864 BG
paper 550 463 592 529 0.217676 0.387411 BG
paper 676 2 729 37 0.184886 0.452282 BG
paper 488 46 491 53 0.144579 0.636114 BG
paper 572 478 590 499 0.141991 0.630736 BG
paper 335 29 343 39 0.129228 0.619554 BG
paper 334 8 343 25 0.12666 0.660331 BG
paper 563 514 570 529 0.12425 0.329075 BG
paper 438 433 440 440 0.109785 0.613251 BG
paper 379 409 387 425 0.105698 0.715376 BG
paper 437 418 452 436 0.103636 0.616705 BG
paper 472 29 529 64 0.102172 0.689985 BG
paper 618 336 631 353 0.101662 0.579368 BG
paper 427 430 444 448 0.100292 0.667647 BG
box 5 109 53 161 0.641452 0.306179 BG
box 14 143 48 161 0.560862 0.414458 BG
box 19 8 142 151 0.287005 0.361775 BG
box 1 145 11 159 0.213147 0.755785 BG
box 524 405 524 406 0.139609 0.643231 BG
box 587 480 670 528 0.128214 0.243864 BG
box 525 388 536 406 0.127507 0.611669 BG
box 436 418 453 436 0.125082 0.616705 BG
box 402 403 411 409 0.123757 0.638576 BG
box 1 112 11 158 0.123359 0.776927 BG
box 437 433 441 440 0.118442 0.613251 BG
box 335 29 343 39 0.115754 0.619554 BG
box 549 456 593 528 0.104395 0.387411 BG
lamp 333 162 348 195 0.325193 0.671406 BG
lamp 329 142 375 221 0.268441 0.721214 BG
lamp 504 191 511 205 0.144522 0.580213 BG
lamp 343 182 346 187 0.119925 0.878184 BG
lamp 335 165 343 181 0.116361 0.868919 BG
lamp 184 231 192 240 0.114059 0.850249 BG
lamp 328 0 470 137 0.10398 0.512311 BG
bag 241 304 250 309 0.134564 0.408450 BG
