bed 25 150 513 515 0.997247 0.002446 bed
chair 507 205 693 512 0.501337 0.431722 ottoman
chair 298 190 359 225 0.296542 0.680486 BG
chair 518 237 572 343 0.260936 0.597847 BG
chair 347 194 354 196 0.140007 0.738242 BG
chair 289 192 300 213 0.111035 0.855634 BG
sofa 511 175 687 522 0.445924 0.319045 BG
sofa 599 187 727 242 0.240674 0.624447 BG
sofa 249 175 585 523 0.124019 0.841440 BG
sofa 1 268 25 283 0.122015 0.414016 BG
bookshelf 596 182 619 218 0.10725 0.706265 BG
picture 671 1 729 17 0.1816 0.426240 BG
picture 415 3 488 20 0.178684 0.339971 BG
picture 595 1 632 5 0.122814 0.614332 BG
picture 723 30 729 35 0.11753 0.299015 BG
picture 394 2 548 31 0.10333 0.433259 BG
blinds 400 46 517 217 0.883416 0.092848 BG
blinds 393 103 404 177 0.401468 0.541551 BG
blinds 418 17 700 211 0.266991 0.666662 BG
blinds 620 41 708 194 0.242608 0.687979 BG
blinds 677 65 690 156 0.197411 0.600234 BG
blinds 666 74 673 156 0.184326 0.635131 BG
blinds 678 84 683 147 0.132092 0.702319 BG
blinds 666 35 682 164 0.113768 0.819367 BG
pillow 243 179 303 232 0.921053 0.075857 pillow
pillow 84 184 228 280 0.788325 0.203215 pillow&&pillow
pillow 145 212 200 251 0.765133 0.232474 BG
pillow 190 183 255 249 0.641878 0.345869 pillow
pillow 247 195 272 238 0.452157 0.531012 BG
pillow 684 163 710 195 0.400528 0.560438 BG
pillow 303 225 510 394 0.36364 0.525927 BG
pillow 110 210 162 271 0.350232 0.584011 BG
pillow 91 308 116 349 0.347133 0.648530 BG
pillow 61 295 136 350 0.315656 0.659576 BG
pillow 112 297 147 361 0.307928 0.677030 BG
pillow 96 242 145 289 0.294848 0.676430 BG
pillow 97 331 100 335 0.273201 0.721009 BG
pillow 75 309 100 350 0.265965 0.709577 BG
pillow 194 255 196 261 0.240224 0.752866 BG
pillow 33 159 298 355 0.232469 0.732420 BG
pillow 186 255 199 261 0.227391 0.771123 BG
pillow 206 238 214 244 0.223171 0.764336 BG
pillow 1 270 25 282 0.205956 0.414016 BG
pillow 1 249 41 287 0.177665 0.431436 BG
pillow 197 239 220 255 0.171195 0.810723 BG
pillow 145 240 205 267 0.165142 0.827877 BG
pillow 74 206 114 283 0.14775 0.774819 BG
pillow 223 233 229 235 0.141797 0.789631 BG
pillow 220 219 256 240 0.125582 0.842738 BG
clothes 39 292 315 382 0.119357 0.723432 BG
paper 532 120 551 155 0.355394 0.347740 BG
paper 135 210 141 215 0.233925 0.705858 BG
paper 527 263 532 266 0.216586 0.673328 BG
paper 722 239 729 248 0.201711 0.222329 BG
paper 669 282 676 293 0.193887 0.370670 BG
paper 522 116 531 164 0.188046 0.599671 BG
paper 416 192 425 195 0.159292 0.511909 BG
paper 646 280 660 287 0.152645 0.427134 BG
paper 135 236 139 239 0.117719 0.746523 BG
paper 455 31 494 43 0.113705 0.744840 BG
paper 384 219 389 223 0.108737 0.807218 BG
box 381 2 490 24 0.278576 0.344240 BG
box 519 126 558 220 0.162244 0.409170 BG
box 531 120 552 155 0.161382 0.347740 BG
box 396 195 400 195 0.15127 0.697066 BG
box 494 14 542 31 0.148744 0.614134 BG
box 646 279 660 286 0.147508 0.427134 BG
box 1 278 24 333 0.140898 0.515637 BG
box 669 281 677 292 0.129961 0.370670 BG
box 396 191 406 195 0.129824 0.704168 BG
box 416 193 426 195 0.124141 0.511909 BG
box 21 281 29 288 0.116146 0.721364 BG
box 478 43 496 47 0.114041 0.737194 BG
box 495 31 509 41 0.106615 0.734953 BG
box 413 15 492 33 0.10449 0.810396 BG
person 722 192 729 213 0.386807 0.517919 BG
person 713 157 729 197 0.360197 0.458322 BG
person 698 175 713 203 0.241125 0.728616 BG
person 712 191 726 203 0.234856 0.731761 BG
person 713 162 717 170 0.108318 0.688835 BG
lamp 221 0 392 48 0.668624 0.322738 BG
lamp 229 2 386 188 0.298877 0.628460 BG
lamp 240 2 637 62 0.255577 0.709599 ceiling
lamp 555 40 588 47 0.191616 0.703179 BG
lamp 374 0 488 49 0.177846 0.539729 BG
lamp 419 188 458 197 0.132704 0.678690 BG
lamp 391 1 483 11 0.131586 0.301008 BG
lamp 35 7 335 216 0.114482 0.840882 BG
lamp 551 29 623 46 0.100025 0.807074 BG
bag 714 163 718 169 0.134746 0.688835 BG
garbage_bin 43 330 61 405 0.13178 0.779105 BG
garbage_bin 50 341 64 347 0.11053 0.798521 BG
garbage_bin 452 504 460 508 0.105104 0.303819 BG
garbage_bin 301 473 316 475 0.103795 0.595252 BG
garbage_bin 447 502 452 510 0.103372 0.396395 BG
