bed 0 51 109 381 0.7376 0.148794 bed
chair 0 34 87 223 0.139493 0.625709 BG
chair 44 429 46 440 0.126781 0.318330 BG
sofa 506 264 518 271 0.105607 0.436334 BG
counter 558 322 590 363 0.100182 0.297733 BG
desk 80 0 409 264 0.143099 0.588947 night_stand
dresser 86 0 383 335 0.229328 0.112930 night_stand
clothes 554 242 590 283 0.244631 0.183440 BG
clothes 0 163 100 427 0.242572 0.552119 BG
clothes 485 17 590 252 0.183433 0.719866 curtain
clothes 500 134 562 192 0.11744 0.514422 BG
clothes 44 428 45 439 0.104291 0.318330 BG
paper 422 192 448 223 0.235713 0.062678 BG
paper 397 206 431 217 0.219852 0.062249 BG
paper 456 411 463 422 0.217776 0.220320 BG
paper 95 402 111 440 0.211622 0.156548 BG
paper 449 316 460 319 0.205747 0.052894 BG
paper 78 401 97 440 0.205524 0.217208 BG
paper 390 223 398 226 0.204167 0.137323 BG
paper 480 304 505 319 0.197146 0.056324 BG
paper 225 245 235 252 0.187813 0.417130 BG
paper 92 386 96 399 0.184832 0.175589 BG
paper 528 356 545 367 0.184554 0.062522 BG
paper 399 218 453 273 0.18039 0.244409 BG
paper 384 207 392 215 0.178683 0.380538 BG
paper 551 356 560 373 0.177215 0.040141 BG
paper 521 416 531 431 0.175876 0.311732 BG
paper 512 314 574 370 0.17198 0.118024 BG
paper 568 337 581 352 0.170176 0.358880 BG
paper 524 386 564 440 0.169316 0.082985 BG
paper 449 266 458 266 0.167977 0.423321 BG
paper 80 383 94 400 0.167041 0.316626 BG
paper 81 393 84 401 0.166855 0.365330 BG
paper 449 257 457 264 0.165747 0.479773 BG
paper 424 216 452 243 0.164435 0.197194 BG
paper 448 216 452 221 0.151351 0.125989 BG
paper 168 327 194 439 0.14574 0.465222 BG
paper 588 350 590 358 0.134936 0.469848 BG
paper 319 235 321 240 0.133376 0.544893 BG
paper 387 136 453 218 0.124742 0.359044 BG
paper 559 326 590 362 0.123895 0.297733 BG
paper 323 244 336 246 0.12247 0.679854 BG
paper 406 161 449 191 0.114181 0.549090 BG
paper 197 223 239 270 0.113262 0.689979 BG
paper 451 210 466 240 0.111258 0.166431 BG
paper 334 224 375 273 0.102051 0.595932 BG
paper 275 1 341 22 0.101984 0.833261 BG
towel 552 242 590 285 0.463851 0.183440 BG
towel 497 136 559 193 0.243417 0.514422 BG
towel 0 157 92 429 0.230476 0.368268 BG
towel 22 358 27 363 0.135387 0.302493 BG
box 456 410 464 422 0.179571 0.220320 BG
box 397 205 432 217 0.176137 0.062249 BG
box 422 191 448 223 0.173939 0.062678 BG
box 78 399 97 440 0.161299 0.217208 BG
box 449 315 461 319 0.137713 0.052894 BG
box 449 265 457 266 0.129322 0.423321 BG
box 72 424 77 432 0.129161 0.287978 BG
box 390 222 398 226 0.128705 0.137323 BG
box 400 214 457 272 0.124815 0.164294 BG
box 225 244 235 252 0.121421 0.417130 BG
box 521 415 532 431 0.121418 0.311732 BG
box 95 401 112 440 0.118357 0.156548 BG
box 480 304 506 319 0.11724 0.056324 BG
box 449 256 456 264 0.116274 0.479773 BG
box 405 159 448 191 0.113671 0.549090 BG
box 384 206 391 215 0.10925 0.380538 BG
box 72 406 79 419 0.106638 0.528012 BG
box 528 356 546 366 0.102294 0.062522 BG
person 502 149 511 166 0.172407 0.638691 BG
person 464 91 477 101 0.112623 0.665037 BG
night_stand 82 0 394 233 0.971841 0.011800 night_stand
night_stand 227 37 394 140 0.261236 0.730666 BG
night_stand 67 7 195 160 0.101287 0.883152 BG
lamp 87 0 181 61 0.763027 0.224232 BG
lamp 158 0 182 23 0.562747 0.427028 BG
lamp 171 6 183 15 0.203715 0.762148 BG
lamp 126 0 170 11 0.145442 0.842921 lamp
bag 72 434 79 440 0.113595 0.262801 BG
garbage_bin 92 385 97 399 0.321041 0.175589 BG
garbage_bin 389 222 398 227 0.250567 0.137323 BG
garbage_bin 80 383 95 400 0.214567 0.316626 BG
garbage_bin 396 206 432 218 0.20303 0.062249 BG
garbage_bin 397 215 457 274 0.197219 0.164294 BG
garbage_bin 450 209 466 239 0.187589 0.166431 BG
garbage_bin 423 214 452 243 0.180733 0.197194 BG
garbage_bin 421 191 449 224 0.180707 0.062678 BG
garbage_bin 447 216 452 221 0.177355 0.125989 BG
garbage_bin 550 356 561 373 0.171503 0.040141 BG
garbage_bin 81 393 85 402 0.159193 0.365330 BG
garbage_bin 506 265 518 272 0.15134 0.436334 BG
garbage_bin 383 206 391 215 0.148144 0.380538 BG
garbage_bin 512 272 518 276 0.147781 0.508178 BG
garbage_bin 448 315 461 320 0.142782 0.052894 BG
garbage_bin 384 128 453 216 0.141936 0.359044 BG
garbage_bin 71 406 80 419 0.14111 0.528012 BG
garbage_bin 447 177 452 184 0.140267 0.468911 BG
garbage_bin 511 312 574 371 0.138103 0.118024 BG
garbage_bin 523 385 564 440 0.131061 0.082985 BG
garbage_bin 528 356 546 367 0.127769 0.062522 BG
garbage_bin 480 304 506 320 0.125566 0.056324 BG
garbage_bin 455 410 464 422 0.125001 0.220320 BG
garbage_bin 94 402 111 440 0.117265 0.156548 BG
garbage_bin 567 336 582 352 0.11282 0.358880 BG
garbage_bin 76 401 97 440 0.112709 0.217208 BG
garbage_bin 72 424 78 432 0.110668 0.287978 BG
garbage_bin 524 280 525 282 0.106597 0.662970 BG
