bed 20 158 458 423 0.999229 0.000507 bed
chair 74 424 85 426 0.165044 0.491240 BG
chair 408 416 419 423 0.151046 0.719163 BG
chair 166 423 174 426 0.122523 0.304246 BG
sofa 424 86 557 375 0.5 0.372861 BG
table 0 246 255 419 0.192649 0.724086 BG
table 50 337 156 412 0.12963 0.800215 BG
picture 133 385 165 424 0.114435 0.528092 BG
picture 464 3 558 82 0.108236 0.572040 BG
pillow 200 170 333 211 0.6714 0.327891 pillow
pillow 273 181 402 224 0.395849 0.603547 BG
pillow 454 168 556 232 0.374009 0.305354 BG
pillow 186 146 401 241 0.277187 0.703911 BG
pillow 222 193 302 221 0.188121 0.810058 BG
pillow 231 194 250 208 0.172161 0.821484 BG
pillow 169 395 209 426 0.101092 0.666393 BG
clothes 458 163 560 285 0.48066 0.087450 clothes
clothes 447 236 542 281 0.255288 0.643813 clothes
clothes 463 223 511 254 0.147372 0.765524 BG
clothes 317 374 342 425 0.129296 0.758863 BG
clothes 464 224 494 235 0.11697 0.837844 BG
clothes 489 222 560 243 0.115847 0.788976 BG
clothes 481 232 495 239 0.106653 0.827313 BG
clothes 462 237 486 262 0.10171 0.849476 BG
tv 74 423 85 426 0.134878 0.491240 BG
paper 429 394 509 426 0.858515 0.036620 BG
paper 409 415 473 426 0.745821 0.212666 BG
paper 2 284 54 328 0.421395 0.570226 BG
paper 28 288 72 304 0.388651 0.582485 BG
paper 58 282 71 293 0.354 0.613271 BG
paper 473 395 506 407 0.338329 0.233451 BG
paper 1 301 32 318 0.335886 0.659699 BG
paper 133 386 172 422 0.212544 0.468517 BG
paper 133 389 145 399 0.211807 0.582075 BG
paper 535 155 547 159 0.185502 0.337193 BG
paper 151 399 167 420 0.184955 0.560832 BG
paper 542 300 551 366 0.183902 0.549138 BG
paper 232 281 308 314 0.179862 0.676094 paper
paper 535 155 536 159 0.161733 0.452388 BG
paper 496 124 505 138 0.161531 0.443104 BG
paper 553 407 560 421 0.159673 0.313092 BG
paper 503 129 506 137 0.139006 0.499811 BG
paper 548 368 551 369 0.134046 0.687526 BG
paper 11 267 79 305 0.129573 0.803285 BG
paper 461 75 463 79 0.121554 0.618596 BG
paper 169 390 170 395 0.12138 0.370049 BG
paper 541 274 546 290 0.120224 0.508234 BG
paper 552 396 560 407 0.119821 0.649483 BG
paper 145 385 148 388 0.116687 0.641941 BG
paper 541 290 544 297 0.115888 0.484875 BG
paper 5 300 9 302 0.108238 0.889631 BG
paper 480 121 495 142 0.108202 0.560649 BG
box 412 347 544 424 0.973688 0.022417 box
box 516 372 556 413 0.96539 0.026582 BG
box 440 385 508 409 0.701209 0.264234 BG
box 475 389 498 396 0.650023 0.334200 BG
box 535 390 554 415 0.594382 0.213785 BG
box 417 339 449 413 0.552792 0.437713 BG
box 158 387 170 390 0.421365 0.468583 BG
box 168 389 171 395 0.368542 0.370049 BG
box 494 326 553 418 0.334091 0.480424 BG
box 144 378 160 387 0.284981 0.577832 BG
box 148 384 184 426 0.275865 0.385115 BG
box 535 155 548 159 0.262235 0.337193 BG
box 514 399 549 426 0.248638 0.398156 BG
box 546 322 552 363 0.240867 0.533758 BG
box 535 155 537 159 0.236978 0.452388 BG
box 151 386 154 388 0.220439 0.593807 BG
box 501 353 520 422 0.208272 0.686194 BG
box 534 331 547 346 0.200555 0.642735 BG
box 533 358 546 371 0.200414 0.724685 BG
box 406 395 515 426 0.190244 0.059726 BG
box 461 75 463 78 0.180096 0.618596 BG
box 448 389 477 404 0.177498 0.807979 BG
box 474 385 495 391 0.174373 0.810671 BG
box 554 406 560 420 0.145201 0.313092 BG
box 150 397 167 419 0.142738 0.560832 BG
box 11 262 69 289 0.142284 0.740820 BG
box 496 124 506 138 0.13894 0.443104 BG
box 516 399 523 426 0.137815 0.705708 BG
box 404 78 462 124 0.13075 0.674473 BG
box 537 353 558 387 0.126204 0.848043 BG
box 414 375 420 381 0.124906 0.844137 BG
box 480 120 496 142 0.124827 0.560649 BG
box 548 367 552 369 0.123608 0.687526 BG
box 487 75 558 155 0.122595 0.440195 BG
box 553 395 560 406 0.120236 0.649483 BG
box 439 346 448 373 0.119616 0.877770 BG
box 144 384 148 388 0.117075 0.641941 BG
box 436 339 510 380 0.115184 0.781180 BG
box 165 367 185 374 0.113328 0.819525 BG
box 152 369 158 378 0.104324 0.755780 BG
box 543 391 555 402 0.103744 0.789185 BG
box 536 366 546 369 0.103192 0.790639 BG
person 513 335 549 374 0.493597 0.477165 BG
person 553 255 557 263 0.376842 0.291340 BG
person 500 327 543 426 0.339188 0.333357 BG
person 406 303 439 347 0.260993 0.711388 BG
person 523 410 542 426 0.221609 0.361230 BG
person 551 256 554 262 0.189381 0.515905 BG
person 514 351 528 373 0.189236 0.804357 BG
person 542 259 549 266 0.183644 0.647077 BG
person 498 343 510 350 0.174613 0.818678 BG
person 347 424 353 426 0.153132 0.503569 BG
person 540 413 552 426 0.149035 0.234852 BG
person 541 261 544 269 0.132503 0.683908 BG
person 354 397 416 426 0.118778 0.524684 BG
person 452 329 528 381 0.103125 0.809536 BG
person 546 188 560 233 0.100197 0.676596 BG
bag 448 165 556 353 0.309443 0.143135 clothes
bag 455 175 560 231 0.199682 0.227196 BG
bag 237 46 305 105 0.130199 0.626793 BG
bag 545 191 560 231 0.109982 0.676596 BG
bag 380 334 421 377 0.102892 0.796302 BG
bag 348 329 423 426 0.100979 0.810293 BG
garbage_bin 553 408 560 420 0.118986 0.313092 BG
