chair 514 191 590 354 0.458581 0.533642 chair
sofa 13 236 143 408 0.173829 0.403952 BG
picture 79 96 89 105 0.242335 0.555692 BG
picture 47 97 113 153 0.136358 0.677239 BG
picture 63 91 90 113 0.118693 0.697661 BG
paper 78 197 121 234 0.580532 0.374507 BG
paper 150 162 157 165 0.550082 0.412063 BG
paper 91 216 118 228 0.544564 0.405858 BG
paper 80 215 91 228 0.515376 0.465545 BG
paper 97 208 108 211 0.444378 0.530664 BG
paper 80 208 89 217 0.373275 0.604878 BG
paper 69 195 92 228 0.328849 0.645105 BG
paper 82 225 100 237 0.313305 0.597986 BG
paper 99 229 101 230 0.306714 0.616317 BG
paper 113 160 138 168 0.286953 0.665033 BG
paper 452 180 489 196 0.251725 0.538905 BG
paper 63 91 82 102 0.210666 0.624554 BG
paper 551 384 558 399 0.198308 0.162990 BG
paper 66 179 143 218 0.179535 0.704919 BG
paper 577 353 581 360 0.170742 0.243280 BG
paper 67 216 79 221 0.169506 0.792084 BG
paper 414 122 515 197 0.168079 0.189868 paper_bag
paper 161 238 183 273 0.155029 0.698568 BG
paper 44 118 72 143 0.14917 0.791647 BG
paper 79 96 89 105 0.147727 0.555692 BG
paper 109 414 112 423 0.145966 0.469338 BG
paper 50 216 130 244 0.132949 0.748037 BG
paper 544 385 546 390 0.130542 0.155103 BG
paper 101 223 123 235 0.12736 0.683794 BG
paper 546 384 551 400 0.12183 0.291827 BG
paper 220 153 239 171 0.118824 0.767143 BG
paper 177 240 189 256 0.116921 0.698647 BG
paper 488 39 495 43 0.113328 0.807719 BG
paper 480 13 483 15 0.110969 0.685024 BG
paper 239 400 288 440 0.109812 0.324671 BG
paper 59 161 177 188 0.109608 0.799619 BG
paper 383 354 448 440 0.10782 0.452254 BG
paper 32 384 79 440 0.105889 0.385396 BG
paper 275 415 324 440 0.105804 0.309090 BG
paper 1 351 49 440 0.105418 0.575617 BG
paper 96 403 112 440 0.104468 0.485284 BG
paper 582 351 590 361 0.103511 0.313880 BG
paper 560 329 576 352 0.102854 0.572563 BG
box 90 118 256 300 0.694751 0.221556 box
box 159 232 208 290 0.576654 0.387630 BG
box 411 134 558 233 0.569886 0.311290 BG
box 179 213 268 295 0.561604 0.400349 box
box 168 266 183 287 0.290795 0.696999 BG
box 71 191 144 243 0.241126 0.457976 BG
box 176 233 205 257 0.198317 0.731122 BG
box 130 217 142 226 0.186011 0.725795 BG
box 126 221 129 225 0.178765 0.745990 BG
box 124 209 127 218 0.173412 0.692163 BG
box 97 110 223 181 0.171991 0.725675 box
box 118 209 127 224 0.146837 0.701946 BG
box 451 179 490 196 0.146029 0.538905 BG
box 108 414 112 416 0.143134 0.550852 BG
box 91 215 125 234 0.135266 0.501012 BG
box 108 414 112 423 0.135038 0.469338 BG
box 78 176 144 189 0.128229 0.820161 BG
box 576 352 580 360 0.125297 0.243280 BG
box 78 176 84 181 0.110948 0.877559 BG
box 92 177 114 186 0.105689 0.848315 BG
box 126 217 171 294 0.103057 0.763744 BG
whiteboard 433 1 590 29 0.369595 0.366940 BG
person 404 228 416 240 0.14032 0.785404 BG
garbage_bin 255 180 388 296 0.979225 0.019768 BG
garbage_bin 265 207 272 239 0.876783 0.121776 BG
garbage_bin 266 213 271 225 0.870161 0.129382 BG
garbage_bin 256 190 334 232 0.790001 0.208663 BG
garbage_bin 316 218 368 292 0.743914 0.243158 BG
garbage_bin 265 213 267 217 0.723975 0.275709 BG
garbage_bin 255 191 268 243 0.623088 0.376016 BG
garbage_bin 268 227 271 234 0.534756 0.445894 BG
garbage_bin 88 136 345 302 0.385874 0.415748 BG
garbage_bin 361 233 377 279 0.383736 0.606418 BG
garbage_bin 268 199 274 204 0.349244 0.650466 BG
garbage_bin 273 200 281 206 0.326545 0.673314 BG
garbage_bin 259 195 282 207 0.312231 0.687601 BG
garbage_bin 261 195 266 205 0.310249 0.689289 BG
garbage_bin 383 280 397 289 0.25756 0.664823 BG
garbage_bin 362 273 367 281 0.248263 0.710643 BG
garbage_bin 306 271 316 279 0.222624 0.739660 BG
garbage_bin 259 236 285 274 0.204349 0.781857 BG
garbage_bin 289 268 295 272 0.191849 0.772663 BG
garbage_bin 374 216 409 309 0.176944 0.773326 BG
garbage_bin 550 383 559 399 0.173803 0.162990 BG
garbage_bin 271 242 276 251 0.17253 0.818166 BG
garbage_bin 272 256 281 268 0.165898 0.810566 BG
garbage_bin 367 265 381 278 0.162977 0.779381 BG
garbage_bin 277 270 278 272 0.155957 0.782328 BG
garbage_bin 176 172 274 302 0.144847 0.613556 box
garbage_bin 279 202 292 206 0.138443 0.861504 BG
garbage_bin 18 253 127 402 0.13833 0.403952 BG
garbage_bin 210 184 260 241 0.138077 0.777377 BG
garbage_bin 368 277 381 288 0.132843 0.831286 BG
garbage_bin 269 238 274 243 0.114292 0.858589 BG
garbage_bin 544 385 546 390 0.112992 0.155103 BG
garbage_bin 546 384 551 400 0.106654 0.291827 BG
