chair 270 147 465 416 0.852775 0.103032 chair
sofa 716 318 717 325 0.116247 0.504178 BG
table 264 100 724 399 0.953135 0.003524 table
table 9 174 130 358 0.359246 0.499422 BG
table 54 115 306 522 0.214028 0.715949 BG
table 5 92 81 267 0.101986 0.706491 BG
door 672 2 727 125 0.112102 0.646605 BG
picture 3 180 59 266 0.114927 0.391071 BG
desk 227 117 729 404 0.408262 0.118438 table
mirror 721 221 729 314 0.155172 0.510082 BG
mirror 721 273 723 280 0.102951 0.685029 BG
clothes 92 524 95 529 0.112406 0.460154 BG
paper 629 123 724 155 0.668706 0.317373 paper
paper 357 123 392 139 0.625805 0.351824 BG
paper 326 114 415 152 0.55747 0.425552 paper
paper 387 125 394 135 0.51795 0.461289 BG
paper 349 126 357 141 0.471718 0.490030 BG
paper 650 125 657 131 0.462933 0.536692 BG
paper 385 123 391 123 0.376102 0.590229 BG
paper 346 121 355 134 0.366569 0.605036 BG
paper 547 127 555 135 0.350511 0.584165 BG
paper 342 130 347 138 0.346832 0.622604 BG
paper 353 119 367 133 0.346604 0.638155 BG
paper 373 119 386 123 0.342194 0.644767 BG
paper 554 129 562 138 0.339139 0.599289 BG
paper 537 127 561 140 0.334811 0.614586 BG
paper 341 112 369 122 0.31589 0.666548 BG
paper 211 152 218 162 0.313217 0.235395 BG
paper 206 137 213 153 0.304719 0.234017 BG
paper 224 191 231 210 0.298605 0.210985 BG
paper 193 103 203 118 0.278602 0.227278 BG
paper 202 117 206 128 0.272608 0.205505 BG
paper 191 93 192 102 0.262378 0.250636 BG
paper 190 88 199 104 0.244627 0.270349 BG
paper 576 128 720 187 0.243154 0.741948 BG
paper 167 19 174 30 0.232491 0.320554 BG
paper 182 60 192 87 0.225707 0.249770 BG
paper 603 501 605 502 0.225632 0.370317 BG
paper 359 137 382 140 0.22482 0.760278 BG
paper 167 16 184 56 0.22436 0.200831 BG
paper 326 123 347 138 0.219128 0.750277 BG
paper 547 134 552 140 0.218655 0.762421 BG
paper 167 16 199 103 0.215428 0.181665 BG
paper 22 280 29 288 0.211066 0.676329 BG
paper 382 117 408 129 0.20769 0.757314 BG
paper 394 125 398 132 0.202014 0.753148 BG
paper 180 54 186 60 0.198311 0.265284 BG
paper 228 190 229 197 0.196052 0.319469 BG
paper 346 138 349 144 0.194272 0.776353 BG
paper 177 46 184 56 0.189877 0.292032 BG
paper 564 142 565 145 0.188153 0.776296 BG
paper 342 119 347 119 0.187318 0.793756 BG
paper 538 116 586 148 0.186745 0.763082 BG
paper 331 119 347 129 0.186415 0.785997 BG
paper 356 112 365 114 0.184725 0.806042 BG
paper 27 291 30 291 0.181147 0.219868 BG
paper 166 13 170 20 0.164553 0.531710 BG
paper 546 140 563 150 0.16338 0.831852 BG
paper 220 180 223 184 0.160881 0.365896 BG
paper 369 108 380 116 0.160393 0.832094 BG
paper 26 281 46 289 0.152179 0.733576 BG
paper 427 403 428 407 0.150643 0.300921 BG
paper 334 421 335 422 0.143999 0.328530 BG
paper 651 119 667 131 0.142226 0.855242 BG
paper 338 455 342 457 0.137569 0.199249 BG
paper 345 145 353 152 0.135516 0.858339 BG
paper 223 320 231 329 0.131547 0.603757 BG
paper 43 282 46 285 0.130881 0.755693 BG
paper 323 121 354 164 0.129559 0.860038 BG
paper 2 290 128 529 0.128051 0.173260 BG
paper 670 97 729 121 0.124236 0.724893 BG
paper 611 150 651 155 0.120076 0.879281 BG
paper 619 147 622 149 0.118568 0.878424 BG
paper 338 138 349 145 0.113338 0.869880 BG
paper 169 1 172 9 0.110683 0.423253 BG
paper 187 465 198 469 0.100343 0.587192 BG
box 111 339 120 355 0.335043 0.651850 BG
box 114 349 120 355 0.273021 0.710981 BG
box 603 501 606 502 0.212578 0.370317 BG
box 110 340 116 344 0.212302 0.772644 BG
box 27 290 31 291 0.205938 0.219868 BG
box 635 97 645 99 0.128359 0.718299 BG
box 334 421 335 421 0.126881 0.328530 BG
box 187 464 199 469 0.10146 0.587192 BG
whiteboard 7 0 248 333 0.316677 0.247567 BG
whiteboard 0 177 58 272 0.101191 0.391071 BG
bag 91 524 94 529 0.117154 0.460154 BG
bag 169 1 172 8 0.110301 0.423253 BG
garbage_bin 3 273 130 529 0.318288 0.173260 BG
garbage_bin 338 455 343 457 0.185887 0.199249 BG
garbage_bin 390 178 684 392 0.13305 0.720917 drawer
garbage_bin 426 402 428 407 0.121245 0.300921 BG
garbage_bin 167 17 186 55 0.114693 0.200831 BG
garbage_bin 26 291 31 292 0.110766 0.219868 BG
garbage_bin 166 16 202 103 0.107748 0.181665 BG
