bed 73 206 604 510 0.918942 0.074108 bed
chair 636 0 729 143 0.110074 0.395855 BG
sofa 0 525 696 529 0.12305 0.198950 BG
sofa 12 506 683 528 0.112816 0.386619 BG
table 0 526 233 529 0.106412 0.198512 BG
picture 651 2 729 128 0.102787 0.352143 BG
counter 0 277 135 529 0.508195 0.249079 table
pillow 426 134 506 198 0.398568 0.256501 stuffed_toy
pillow 216 329 292 358 0.335169 0.660841 BG
pillow 119 242 281 371 0.258448 0.680607 BG
pillow 170 324 264 373 0.219489 0.767445 BG
pillow 87 457 218 524 0.190031 0.779294 BG
pillow 204 336 218 347 0.184554 0.814181 BG
pillow 471 150 503 179 0.167814 0.755572 BG
pillow 210 378 212 379 0.16192 0.835443 BG
pillow 340 360 348 376 0.13101 0.843223 BG
pillow 122 247 211 301 0.123981 0.860547 BG
pillow 478 172 497 194 0.112064 0.843728 BG
pillow 263 329 289 347 0.110995 0.879088 BG
pillow 332 284 449 446 0.106216 0.863294 stuffed_toy
pillow 497 178 502 182 0.100811 0.857672 BG
clothes 554 0 568 42 0.27186 0.469007 BG
clothes 528 0 591 58 0.250659 0.343871 BG
clothes 562 0 580 37 0.193315 0.582326 BG
clothes 426 139 507 198 0.128779 0.274522 stuffed_toy
clothes 532 0 545 36 0.115975 0.846631 BG
paper 271 491 296 513 0.23384 0.539247 BG
paper 271 505 279 513 0.233839 0.503190 BG
paper 324 503 335 513 0.230973 0.501283 BG
paper 278 496 287 507 0.228584 0.544132 BG
paper 470 28 476 36 0.159737 0.680712 BG
paper 310 512 328 525 0.14913 0.615153 BG
paper 244 497 247 499 0.144334 0.701757 BG
paper 292 494 329 525 0.140733 0.716731 BG
paper 254 513 270 525 0.137849 0.687915 BG
paper 279 503 308 525 0.133596 0.643667 BG
paper 466 25 470 26 0.12973 0.682820 BG
paper 692 183 729 307 0.120423 0.281890 BG
paper 473 34 496 47 0.110294 0.788163 BG
towel 534 1 608 57 0.284378 0.406089 BG
towel 566 1 586 40 0.161525 0.457098 BG
box 704 250 705 255 0.175085 0.566427 BG
box 324 503 336 513 0.150378 0.501283 BG
box 279 495 288 507 0.129743 0.544132 BG
box 272 503 280 513 0.129311 0.503190 BG
box 272 489 298 513 0.120129 0.539247 BG
sink 4 287 128 529 0.183928 0.371702 table
bag 529 0 589 53 0.221115 0.343871 BG
bag 336 317 434 380 0.193103 0.529448 stuffed_toy
bag 553 0 568 34 0.17514 0.469007 BG
bag 566 1 587 37 0.171432 0.457098 BG
garbage_bin 681 121 729 302 0.154967 0.303623 BG
garbage_bin 607 180 719 315 0.123964 0.543675 BG
