chair 324 253 605 468 0.988267 0.011381 chair
table 68 56 511 484 0.884076 0.055479 desk&&floor
table 4 175 149 509 0.12739 0.460034 BG
picture 244 1 284 9 0.22081 0.378636 BG
picture 55 1 155 12 0.159625 0.296814 BG
picture 414 5 432 18 0.127194 0.434554 BG
picture 314 1 346 13 0.127193 0.435257 BG
picture 364 1 427 9 0.11457 0.489244 BG
picture 195 1 239 8 0.105778 0.655263 BG
counter 55 47 525 382 0.100031 0.571237 desk
desk 124 72 506 456 0.863371 0.051544 desk
desk 18 65 188 481 0.147163 0.645536 BG
desk 324 248 506 447 0.127352 0.541502 BG
clothes 16 0 19 6 0.100119 0.727110 BG
paper 161 150 167 152 0.460974 0.524435 BG
paper 166 149 172 150 0.422109 0.567346 BG
paper 147 154 153 157 0.392528 0.548806 BG
paper 2 149 38 173 0.287883 0.488307 BG
paper 2 135 42 161 0.223095 0.640481 BG
paper 300 0 313 3 0.218835 0.609764 BG
paper 158 148 161 153 0.21819 0.742100 BG
paper 108 145 212 194 0.203373 0.770498 BG
paper 300 0 345 13 0.200351 0.428230 BG
paper 72 254 76 258 0.196867 0.698279 BG
paper 144 148 153 154 0.176611 0.748103 BG
paper 138 156 144 159 0.169683 0.681504 BG
paper 110 298 113 330 0.157784 0.350097 BG
paper 4 149 23 155 0.152324 0.531229 BG
paper 243 0 282 9 0.150702 0.378636 BG
paper 142 145 168 157 0.138623 0.833123 BG
paper 364 79 374 95 0.125838 0.811883 BG
paper 2 185 79 222 0.124108 0.798244 BG
paper 349 12 371 20 0.110939 0.687925 BG
paper 125 158 136 163 0.108695 0.822156 BG
paper 461 86 465 87 0.107204 0.880597 BG
paper 111 145 170 168 0.106884 0.848335 BG
paper 51 0 149 12 0.105426 0.296814 BG
paper 446 86 469 110 0.105159 0.835816 BG
towel 104 410 105 422 0.298289 0.405432 BG
towel 103 348 108 423 0.266897 0.496802 BG
towel 108 348 108 350 0.165194 0.581016 BG
box 482 272 486 279 0.625238 0.317814 BG
box 440 20 464 32 0.619148 0.311065 BG
box 467 272 481 281 0.466306 0.490378 BG
box 469 253 481 279 0.448866 0.492861 BG
box 453 264 482 287 0.298043 0.662563 BG
box 468 278 475 281 0.293796 0.653987 BG
box 432 2 498 65 0.275573 0.623971 BG
box 472 256 480 264 0.196641 0.722129 BG
box 462 271 491 298 0.124296 0.810648 BG
box 433 249 474 294 0.116505 0.825907 BG
box 48 1 154 12 0.114225 0.296814 BG
box 109 299 114 329 0.109027 0.350097 BG
whiteboard 523 0 722 119 0.636812 0.332967 BG
whiteboard 82 2 291 46 0.12897 0.780647 BG
lamp 49 320 53 323 0.167694 0.797514 BG
lamp 57 315 61 319 0.10254 0.817050 BG
garbage_bin 410 39 438 79 0.607728 0.390207 BG
garbage_bin 433 42 434 45 0.217156 0.766966 BG
garbage_bin 35 103 41 107 0.141501 0.774644 BG
garbage_bin 507 134 508 137 0.12115 0.714881 BG
garbage_bin 454 160 503 261 0.114158 0.868480 BG
garbage_bin 46 108 53 114 0.103006 0.863854 BG
