bed 13 7 426 521 0.998703 0.001237 bed
chair 405 112 543 296 0.696574 0.291300 cart
chair 404 168 529 229 0.335555 0.647151 BG
chair 532 86 644 177 0.145002 0.835912 BG
chair 479 92 485 96 0.116573 0.670107 BG
table 403 86 539 169 0.203977 0.525227 BG
blinds 412 3 485 98 0.128535 0.770215 BG
pillow 540 19 657 110 0.48234 0.421036 pillow
pillow 306 14 386 101 0.451108 0.509905 BG
pillow 223 43 348 92 0.287899 0.689687 BG
pillow 337 61 356 69 0.267187 0.672683 BG
pillow 36 21 402 136 0.261014 0.712182 pillow
pillow 347 76 349 77 0.216773 0.768957 BG
pillow 295 50 304 54 0.170677 0.804317 BG
pillow 348 58 359 64 0.145234 0.736876 BG
pillow 351 72 356 76 0.145197 0.729845 BG
pillow 0 444 254 527 0.127675 0.716606 BG
pillow 12 80 137 137 0.124966 0.846142 BG
pillow 308 87 364 96 0.11124 0.883242 BG
pillow 134 505 209 529 0.101179 0.628096 BG
pillow 27 110 48 114 0.100521 0.888760 BG
clothes 649 12 729 345 0.219206 0.551565 curtain
clothes 526 11 691 179 0.190768 0.529244 chair
clothes 695 277 729 335 0.160238 0.620680 BG
clothes 401 4 413 19 0.158506 0.744546 BG
clothes 297 507 308 528 0.146676 0.471181 BG
clothes 401 3 405 5 0.133458 0.794653 BG
clothes 704 279 729 302 0.132068 0.598253 BG
clothes 706 292 712 296 0.113199 0.759758 BG
clothes 210 496 254 529 0.111232 0.598158 BG
paper 435 88 479 103 0.568136 0.334845 BG
paper 424 80 468 93 0.555623 0.350736 BG
paper 349 507 350 510 0.292175 0.427398 BG
paper 414 81 516 104 0.269147 0.521263 BG
paper 337 507 342 513 0.204033 0.350276 BG
paper 152 0 165 14 0.200952 0.445463 BG
paper 406 92 408 94 0.161073 0.386010 BG
paper 411 82 422 91 0.143541 0.496410 BG
paper 477 82 479 86 0.130805 0.765848 BG
paper 32 238 37 239 0.12287 0.366684 BG
paper 410 92 429 103 0.122465 0.629391 BG
paper 401 99 403 99 0.111398 0.572871 BG
towel 32 238 37 239 0.149056 0.366684 BG
box 406 91 407 94 0.258454 0.386010 BG
box 337 506 343 513 0.234339 0.350276 BG
box 426 125 428 128 0.232887 0.718764 BG
box 420 117 428 128 0.185614 0.740578 BG
box 474 38 478 67 0.162755 0.303229 BG
box 337 521 344 529 0.157941 0.144011 BG
box 349 507 351 510 0.150879 0.427398 BG
box 401 98 403 99 0.138245 0.572871 BG
box 717 344 729 369 0.120696 0.176198 BG
box 383 123 420 142 0.115489 0.805126 BG
person 298 507 308 529 0.224658 0.471181 BG
person 724 320 729 333 0.205708 0.388479 BG
person 717 338 721 346 0.121384 0.462144 BG
lamp 79 1 119 26 0.68322 0.288618 BG
bag 209 499 251 529 0.138733 0.598158 BG
bag 318 511 337 529 0.103389 0.206018 BG
garbage_bin 523 379 528 382 0.13531 0.167912 BG
garbage_bin 516 379 538 383 0.121251 0.175793 BG
