bed 0 112 544 435 0.996706 0.001980 bed
chair 509 157 579 238 0.113404 0.745889 BG
sofa 572 1 590 28 0.160684 0.274108 BG
sofa 261 16 563 296 0.126693 0.731525 BG
table 246 430 271 440 0.112944 0.398110 BG
picture 575 2 590 33 0.292108 0.274108 BG
picture 7 4 95 127 0.217302 0.572416 BG
picture 66 2 77 21 0.199044 0.626037 BG
picture 569 242 577 268 0.182158 0.644185 BG
picture 581 239 588 254 0.137497 0.439959 BG
picture 9 30 12 32 0.108045 0.228692 BG
picture 71 79 87 100 0.107109 0.448605 BG
picture 19 62 33 79 0.106076 0.525162 BG
picture 2 3 44 93 0.102177 0.522225 BG
blinds 0 2 33 92 0.107009 0.519215 BG
pillow 369 52 547 222 0.741569 0.236586 pillow
pillow 305 19 431 156 0.71841 0.277480 pillow
pillow 361 84 409 159 0.429245 0.565910 BG
pillow 368 146 375 152 0.304855 0.694970 BG
pillow 366 117 389 155 0.287269 0.712294 BG
pillow 373 123 386 140 0.27615 0.722658 BG
pillow 364 166 370 170 0.228864 0.763452 BG
pillow 371 139 378 146 0.207737 0.792220 BG
pillow 361 138 378 158 0.203025 0.796670 BG
pillow 365 151 369 156 0.193391 0.806154 BG
pillow 478 82 493 89 0.177077 0.782327 BG
pillow 299 34 340 103 0.170461 0.812841 BG
pillow 356 157 378 170 0.169161 0.822159 BG
pillow 353 142 361 158 0.125679 0.872267 BG
pillow 340 129 474 238 0.123577 0.855422 BG
pillow 219 157 227 163 0.118509 0.798251 BG
pillow 456 191 460 199 0.108396 0.886090 BG
pillow 192 26 462 230 0.107562 0.825474 BG
pillow 360 145 365 153 0.106694 0.893104 BG
pillow 209 161 213 163 0.10233 0.822233 BG
pillow 200 161 208 165 0.10125 0.798677 BG
pillow 184 34 334 117 0.10067 0.828435 BG
clothes 556 220 590 253 0.110049 0.600400 BG
paper 203 269 206 271 0.232644 0.138960 BG
paper 480 416 480 421 0.225863 0.627742 BG
paper 464 412 468 415 0.217747 0.507472 BG
paper 481 415 490 423 0.215054 0.646443 BG
paper 97 255 102 256 0.20849 0.140380 BG
paper 448 387 482 430 0.208184 0.613186 BG
paper 327 411 338 414 0.200074 0.543662 BG
paper 473 403 491 424 0.199302 0.698252 BG
paper 472 408 477 415 0.199054 0.680063 BG
paper 273 396 378 440 0.196281 0.383589 BG
paper 485 420 498 431 0.184185 0.448801 BG
paper 9 29 12 32 0.177928 0.228692 BG
paper 576 188 590 202 0.160982 0.353254 BG
paper 497 427 504 434 0.158201 0.533295 BG
paper 400 411 403 414 0.149501 0.561553 BG
paper 11 46 13 49 0.147143 0.261753 BG
paper 473 403 478 408 0.140428 0.802399 BG
paper 11 45 16 56 0.139554 0.304350 BG
paper 495 430 499 430 0.13351 0.325963 BG
paper 588 241 590 248 0.126328 0.340305 BG
paper 219 258 229 264 0.122181 0.659499 BG
paper 576 176 590 190 0.120315 0.396999 BG
paper 480 422 507 440 0.115094 0.248844 BG
paper 1 33 12 48 0.106292 0.167186 BG
towel 12 46 12 50 0.105103 0.261753 BG
towel 12 44 15 57 0.100792 0.304350 BG
box 71 79 88 99 0.247458 0.448605 BG
box 587 240 590 248 0.132969 0.340305 BG
box 21 120 25 122 0.131966 0.488688 BG
box 4 60 94 130 0.126484 0.469503 BG
box 576 187 590 202 0.119128 0.353254 BG
box 400 411 403 414 0.111019 0.561553 BG
box 511 23 520 28 0.109218 0.508644 BG
box 327 411 339 414 0.100591 0.543662 BG
lamp 588 228 590 230 0.104308 0.456545 BG
bag 557 222 590 254 0.14814 0.600400 BG
bag 579 230 586 230 0.100241 0.656967 BG
garbage_bin 547 81 589 129 0.149397 0.496029 BG
garbage_bin 527 97 548 109 0.142866 0.715037 BG
garbage_bin 545 117 559 126 0.126101 0.789734 BG
garbage_bin 549 95 557 105 0.123151 0.686088 BG
garbage_bin 549 111 557 117 0.103185 0.838835 BG
