bed 26 81 727 511 0.999306 0.000485 bed
chair 575 300 729 529 0.274963 0.699660 BG
chair 657 321 729 420 0.117178 0.838631 BG
door 689 1 726 223 0.108704 0.244239 BG
picture 235 3 308 55 0.397457 0.236823 BG
picture 310 50 318 61 0.22021 0.637029 BG
picture 525 1 628 79 0.19269 0.688487 BG
picture 276 45 292 65 0.16893 0.674212 BG
picture 167 1 244 23 0.162232 0.457160 BG
picture 525 1 585 21 0.118828 0.669221 BG
picture 166 1 182 23 0.107746 0.647109 BG
pillow 308 90 407 167 0.271218 0.702885 BG
pillow 588 192 593 193 0.148836 0.849216 BG
pillow 495 157 605 191 0.124851 0.844796 BG
pillow 385 131 389 135 0.110878 0.767764 BG
pillow 308 141 389 170 0.108906 0.889039 BG
pillow 573 156 605 186 0.10461 0.881667 BG
clothes 630 1 659 24 0.124681 0.614621 BG
paper 25 433 126 505 0.33389 0.304673 BG
paper 282 19 304 37 0.291851 0.545368 BG
paper 181 0 295 53 0.279244 0.431284 BG
paper 5 463 183 529 0.275256 0.235951 floor
paper 252 18 268 33 0.261249 0.493538 BG
paper 1 480 37 518 0.246226 0.293434 BG
paper 124 0 148 6 0.231288 0.553408 BG
paper 536 507 539 511 0.195886 0.330385 BG
paper 180 0 240 22 0.161377 0.469727 BG
paper 205 13 219 34 0.145278 0.784258 BG
paper 166 0 181 22 0.127291 0.647109 BG
paper 4 24 52 179 0.125851 0.612268 BG
paper 525 0 586 20 0.124104 0.669221 BG
paper 276 45 292 65 0.115326 0.674212 BG
paper 3 27 11 44 0.115305 0.623058 BG
paper 3 27 19 70 0.113457 0.555062 BG
box 1 477 40 516 0.394463 0.293434 BG
box 3 427 133 515 0.372822 0.354569 BG
box 412 84 424 91 0.339521 0.643505 BG
box 410 67 491 132 0.255726 0.624993 BG
box 342 84 342 89 0.238333 0.626052 BG
box 425 83 431 87 0.146902 0.804059 BG
box 7 29 16 45 0.142675 0.770351 BG
box 3 26 21 68 0.129955 0.555062 BG
box 31 41 48 55 0.129093 0.812305 BG
box 4 40 66 205 0.107674 0.547573 BG
night_stand 346 70 485 160 0.108966 0.600385 dresser_mirror
lamp 343 21 382 72 0.139334 0.790500 BG
lamp 514 0 614 182 0.107474 0.577879 clothes_rack
bag 633 2 658 25 0.224618 0.614621 BG
