cabinet 123 133 316 436 0.129667 0.580970 cabinet
bed 36 75 317 430 0.423814 0.180409 BG
chair 415 56 536 210 0.768262 0.163806 chair
chair 190 25 289 137 0.504388 0.354823 BG
chair 298 128 378 360 0.459912 0.364801 BG
chair 200 16 230 103 0.346799 0.598764 BG
chair 316 105 424 215 0.332248 0.578179 drawer
chair 372 110 421 176 0.271879 0.689306 BG
chair 460 72 518 144 0.270172 0.724054 BG
chair 399 93 496 143 0.249131 0.715374 BG
chair 386 105 433 137 0.226598 0.753714 BG
chair 399 111 413 119 0.211928 0.765541 BG
chair 408 110 424 122 0.167374 0.818718 BG
chair 404 99 412 104 0.137554 0.844227 BG
chair 422 107 428 116 0.130789 0.858130 BG
chair 428 119 435 129 0.126608 0.859686 BG
chair 396 99 403 105 0.123581 0.848150 BG
chair 279 215 308 349 0.111988 0.884192 BG
chair 321 96 423 137 0.10417 0.884141 BG
chair 426 113 434 119 0.102223 0.868550 BG
sofa 0 127 2 130 0.171898 0.535355 BG
table 15 135 342 429 0.377604 0.115495 BG
table 276 81 432 373 0.296214 0.351998 BG
table 276 74 559 184 0.181974 0.389071 BG
table 356 65 433 210 0.129991 0.515966 drawer
table 278 93 423 146 0.122064 0.749996 BG
bookshelf 282 228 307 321 0.120235 0.749837 BG
picture 282 1 308 14 0.291157 0.681157 BG
picture 282 1 298 7 0.278877 0.690459 BG
picture 176 1 184 13 0.200073 0.616033 BG
picture 184 1 205 13 0.157724 0.736362 BG
picture 125 1 185 16 0.155961 0.692198 BG
picture 174 1 310 14 0.145639 0.777516 BG
picture 115 82 139 130 0.143429 0.407519 BG
picture 284 1 382 14 0.142932 0.829417 BG
picture 167 1 177 14 0.121421 0.747624 BG
picture 111 63 123 84 0.119354 0.612491 BG
picture 27 1 127 17 0.116676 0.784170 BG
picture 553 4 588 77 0.11629 0.628857 BG
picture 2 1 25 20 0.103528 0.716184 BG
picture 252 1 286 11 0.102173 0.812197 BG
counter 42 133 290 300 0.41975 0.512965 BG
counter 506 89 588 112 0.106731 0.804317 BG
counter 108 156 308 223 0.106086 0.871703 clothes
desk 305 64 514 215 0.843483 0.125019 BG
desk 30 131 372 368 0.711223 0.180646 BG
desk 217 66 462 357 0.598433 0.352785 chair
desk 488 78 575 203 0.561505 0.388423 BG
desk 372 78 433 204 0.232558 0.570097 drawer
dresser 38 120 314 434 0.166212 0.293343 BG
pillow 4 227 44 271 0.10458 0.749620 BG
clothes 17 104 119 188 0.373618 0.398247 bag
clothes 14 127 62 177 0.138109 0.744963 BG
clothes 76 255 93 272 0.121549 0.744533 BG
paper 178 119 184 125 0.473378 0.331407 BG
paper 181 109 192 117 0.342558 0.530802 BG
paper 44 184 89 206 0.325278 0.626292 BG
paper 180 124 185 139 0.324808 0.388969 BG
paper 66 226 91 234 0.290043 0.665934 BG
paper 161 108 184 144 0.285767 0.444336 BG
paper 49 204 58 208 0.267203 0.705372 BG
paper 46 215 51 224 0.200014 0.638127 BG
paper 108 46 120 64 0.182045 0.775019 BG
paper 139 112 161 130 0.164589 0.564145 BG
paper 111 63 123 83 0.162335 0.612491 BG
paper 162 131 169 133 0.159353 0.511018 BG
paper 114 83 139 128 0.156538 0.407519 BG
paper 192 103 224 116 0.151997 0.634900 BG
paper 54 182 199 243 0.140762 0.783552 paper
paper 248 144 254 147 0.136666 0.800848 BG
paper 399 79 406 86 0.132195 0.795748 BG
paper 183 435 191 440 0.105965 0.219888 BG
paper 40 185 59 206 0.10596 0.826062 BG
paper 178 122 222 160 0.10516 0.788925 BG
paper 128 111 139 118 0.103009 0.561502 BG
paper 234 134 242 149 0.10127 0.720000 BG
towel 2 268 143 440 0.270346 0.654733 chair&&clothes
towel 317 124 357 319 0.112712 0.688614 BG
box 172 143 178 145 0.279063 0.654327 BG
box 132 110 169 143 0.267384 0.570245 BG
box 170 116 184 143 0.259825 0.447318 BG
box 180 122 185 138 0.245114 0.388969 BG
box 162 107 180 130 0.216869 0.470166 BG
box 111 68 138 148 0.211052 0.371566 BG
box 127 111 140 117 0.20483 0.561502 BG
box 109 127 116 142 0.1834 0.652394 BG
box 510 139 565 153 0.1753 0.333404 BG
box 162 130 169 134 0.174265 0.511018 BG
box 169 75 239 147 0.166375 0.595050 BG
box 554 172 589 191 0.117334 0.707641 BG
box 179 118 184 125 0.116923 0.331407 BG
box 558 179 578 185 0.113724 0.767364 BG
box 574 200 590 213 0.113005 0.468435 BG
box 113 124 115 126 0.110522 0.756229 BG
whiteboard 108 44 140 159 0.126077 0.360168 BG
night_stand 510 95 583 194 0.11037 0.265583 BG
lamp 376 0 405 57 0.384975 0.592808 BG
lamp 542 37 586 94 0.314376 0.616599 BG
lamp 382 0 405 4 0.225717 0.747907 BG
lamp 407 0 414 2 0.168449 0.643903 BG
lamp 11 72 171 170 0.14518 0.621018 BG
lamp 511 139 565 153 0.119121 0.333404 BG
lamp 381 1 395 23 0.118989 0.876887 BG
bag 36 107 123 190 0.155294 0.626733 BG
bag 86 253 135 270 0.106061 0.742850 BG
garbage_bin 343 196 584 436 0.11141 0.296499 floor
