bed 106 0 538 328 0.918619 0.047233 bed
chair 395 436 403 440 0.106999 0.158149 BG
sofa 518 0 587 8 0.683401 0.127313 BG
sofa 459 61 590 348 0.219091 0.579962 sofa
sofa 395 436 403 440 0.173324 0.158149 BG
sofa 0 0 78 45 0.162435 0.598097 BG
sofa 519 242 588 264 0.151384 0.718157 BG
sofa 585 162 590 172 0.122128 0.607732 BG
desk 466 147 588 388 0.244961 0.549294 BG
pillow 510 4 590 47 0.358945 0.523018 sofa
pillow 504 243 508 245 0.27663 0.652363 BG
pillow 223 1 280 32 0.232636 0.754604 BG
pillow 72 7 288 126 0.208604 0.586609 endtable
pillow 471 105 587 250 0.138107 0.625274 BG
pillow 489 246 490 248 0.120109 0.792642 BG
pillow 586 164 590 171 0.11658 0.607732 BG
clothes 58 0 68 10 0.148179 0.476598 BG
paper 561 288 590 326 0.179459 0.400785 BG
paper 468 415 477 420 0.173037 0.434312 BG
paper 453 416 464 419 0.154242 0.492101 BG
paper 559 384 590 399 0.130186 0.168407 BG
paper 477 382 590 440 0.127778 0.452291 BG
paper 556 367 590 385 0.12421 0.328615 BG
paper 95 93 121 128 0.111286 0.836758 BG
paper 449 417 464 440 0.105715 0.268913 BG
paper 587 425 590 428 0.103726 0.379989 BG
paper 451 416 455 421 0.103678 0.714319 BG
box 467 415 477 420 0.185909 0.434312 BG
box 448 418 463 440 0.129458 0.157643 BG
box 561 284 590 326 0.125422 0.400785 BG
box 452 416 464 419 0.116945 0.492101 BG
garbage_bin 559 383 590 399 0.128609 0.168407 BG
