chair 85 125 226 274 0.45975 0.531865 chair
picture 148 1 183 24 0.179476 0.544697 BG
picture 61 1 137 80 0.128543 0.317641 BG
picture 155 4 198 79 0.125457 0.528226 BG
picture 583 75 590 79 0.117914 0.359402 BG
picture 325 1 333 14 0.113678 0.598891 BG
blinds 200 2 365 86 0.208235 0.507521 BG
desk 36 60 530 440 0.974128 0.012687 desk
desk 244 144 419 440 0.157396 0.707614 BG
desk 74 80 293 318 0.145842 0.614176 BG
dresser 272 110 494 440 0.129101 0.415918 BG
mirror 0 0 119 91 0.150159 0.331631 BG
clothes 208 426 220 439 0.231859 0.664530 BG
clothes 210 427 215 429 0.214331 0.754196 BG
tv 9 6 120 85 0.676824 0.136126 BG
paper 285 211 324 234 0.855557 0.139302 BG
paper 286 208 369 264 0.852953 0.131686 papers
paper 97 103 190 138 0.750302 0.244434 paper
paper 149 121 189 138 0.577458 0.421541 BG
paper 171 101 211 140 0.5085 0.485902 BG
paper 190 105 208 121 0.50017 0.440233 BG
paper 158 115 180 125 0.440933 0.554452 BG
paper 566 78 590 114 0.435571 0.149158 BG
paper 265 215 300 256 0.333553 0.634151 BG
paper 139 103 180 125 0.307527 0.666722 BG
paper 584 75 590 79 0.303254 0.359402 BG
paper 157 82 199 127 0.293679 0.684366 BG
paper 562 23 567 29 0.253383 0.278370 BG
paper 161 135 168 137 0.244714 0.748887 BG
paper 160 129 165 135 0.244262 0.749080 BG
paper 145 118 150 127 0.23006 0.698052 BG
paper 149 0 183 25 0.215646 0.544697 BG
paper 561 284 587 296 0.193994 0.369316 BG
paper 556 184 559 189 0.188084 0.072202 BG
paper 170 77 203 102 0.174763 0.736538 BG
paper 531 188 542 191 0.168474 0.154355 BG
paper 127 101 144 108 0.15978 0.809835 BG
paper 564 172 590 189 0.13985 0.122300 BG
paper 267 169 434 264 0.13636 0.830116 BG
paper 568 129 590 168 0.135417 0.423318 BG
paper 465 187 471 188 0.125243 0.467647 BG
paper 522 285 564 313 0.125024 0.385137 BG
paper 560 222 590 243 0.116308 0.439423 BG
paper 325 0 333 14 0.116192 0.598891 BG
paper 522 173 589 229 0.104377 0.080173 BG
paper 552 73 559 79 0.101308 0.795137 BG
paper 339 0 352 8 0.100016 0.537002 BG
towel 531 187 542 191 0.114627 0.154355 BG
box 544 271 590 304 0.543938 0.335193 BG
box 523 279 566 313 0.475339 0.385137 BG
box 566 77 590 113 0.297667 0.149158 BG
box 522 285 527 287 0.270572 0.654480 BG
box 544 273 565 288 0.261672 0.672826 BG
box 561 283 587 297 0.2319 0.369316 BG
box 552 92 559 99 0.225961 0.697077 BG
box 465 186 471 188 0.212703 0.467647 BG
box 517 270 546 296 0.174074 0.761462 BG
box 199 76 204 91 0.148371 0.688347 BG
box 198 77 214 100 0.133248 0.681995 BG
box 583 74 590 79 0.131327 0.359402 BG
garbage_bin 555 185 559 189 0.139927 0.072202 BG
garbage_bin 563 171 590 189 0.110163 0.122300 BG
