bed 0 266 397 422 0.948833 0.021272 bed
chair 496 422 504 426 0.207117 0.357364 BG
chair 490 417 497 421 0.187525 0.558613 BG
chair 488 411 504 426 0.140845 0.344700 BG
chair 519 421 536 426 0.100744 0.242773 BG
table 330 332 453 414 0.131317 0.750932 BG
picture 66 28 109 86 0.986833 0.008917 picture
picture 134 79 172 129 0.985883 0.011245 picture
picture 0 0 37 37 0.913326 0.083524 picture
picture 134 81 143 134 0.838038 0.154990 BG
picture 101 37 110 77 0.690513 0.291589 BG
picture 66 27 77 87 0.665477 0.325450 BG
picture 158 88 165 123 0.280683 0.691594 BG
picture 0 0 11 23 0.255478 0.736256 BG
picture 0 307 15 312 0.18419 0.207428 BG
picture 16 24 32 36 0.179878 0.795424 BG
picture 159 88 172 95 0.161955 0.678136 BG
picture 435 2 560 113 0.113998 0.145592 BG
picture 153 95 160 119 0.113822 0.877453 BG
picture 90 46 96 66 0.110577 0.884413 BG
picture 1 25 11 32 0.108461 0.875373 BG
picture 453 388 471 426 0.101668 0.468318 BG
pillow 9 272 31 278 0.326999 0.489124 BG
pillow 237 258 290 293 0.224048 0.769529 BG
pillow 151 256 250 286 0.168059 0.831434 BG
pillow 289 309 314 330 0.149555 0.816616 BG
pillow 108 353 111 355 0.135695 0.757593 BG
pillow 47 326 300 422 0.118965 0.754975 BG
pillow 300 296 323 320 0.112561 0.831597 BG
paper 532 177 535 178 0.260306 0.138241 BG
paper 544 139 547 144 0.238187 0.145242 BG
paper 439 231 446 239 0.235087 0.111357 BG
paper 461 225 463 226 0.234635 0.100342 BG
paper 461 388 470 415 0.231112 0.595537 BG
paper 275 178 284 191 0.230939 0.119988 BG
paper 337 96 340 99 0.229267 0.124417 BG
paper 534 180 541 188 0.228266 0.196434 BG
paper 439 384 442 387 0.22337 0.580272 BG
paper 489 158 490 159 0.211256 0.101913 BG
paper 334 48 340 56 0.208533 0.087516 BG
paper 70 322 82 336 0.20457 0.561763 BG
paper 461 400 468 406 0.20399 0.605807 BG
paper 462 409 465 411 0.201021 0.519038 BG
paper 372 300 375 301 0.197747 0.118435 BG
paper 371 49 383 72 0.19309 0.072084 BG
paper 1 390 14 394 0.191493 0.122876 BG
paper 372 374 379 381 0.190417 0.746054 BG
paper 436 33 436 35 0.188117 0.070491 BG
paper 438 361 471 426 0.17851 0.528094 BG
paper 65 331 66 335 0.17435 0.660282 BG
paper 428 384 432 386 0.171674 0.497022 BG
paper 433 3 559 113 0.171474 0.145592 BG
paper 246 33 252 47 0.169953 0.081673 BG
paper 432 273 446 286 0.16129 0.312995 BG
paper 454 380 465 405 0.146646 0.704901 BG
paper 371 368 379 372 0.145654 0.784283 BG
paper 463 409 469 415 0.145262 0.520295 BG
paper 447 378 456 397 0.142727 0.762316 BG
paper 544 372 549 378 0.141092 0.303576 BG
paper 544 373 560 399 0.136434 0.493131 BG
paper 466 394 480 415 0.134866 0.640789 BG
paper 459 409 462 414 0.131749 0.651762 BG
paper 327 363 473 426 0.129847 0.462729 BG
paper 320 412 336 426 0.129519 0.471880 BG
paper 376 370 404 392 0.127054 0.449093 BG
paper 466 390 471 394 0.12646 0.795814 BG
paper 460 401 462 406 0.124228 0.683933 BG
paper 548 364 560 372 0.118366 0.348071 BG
paper 1 306 15 312 0.114756 0.207428 BG
paper 431 383 440 393 0.114257 0.791804 BG
paper 324 402 355 422 0.112056 0.672293 BG
paper 468 415 475 422 0.105609 0.557042 BG
paper 486 408 496 413 0.105277 0.700582 BG
paper 463 400 505 426 0.103798 0.426369 BG
paper 538 400 560 420 0.102602 0.510913 BG
paper 448 400 464 415 0.102525 0.688061 BG
box 374 367 403 392 0.31513 0.449093 BG
box 319 380 470 425 0.262014 0.487372 BG
box 370 389 400 401 0.216484 0.699858 BG
box 398 378 440 425 0.214102 0.466772 BG
box 357 361 416 412 0.204618 0.563682 BG
box 462 409 465 411 0.201208 0.519038 BG
box 437 386 470 424 0.186285 0.509417 BG
box 458 325 480 357 0.170082 0.527859 BG
box 426 414 432 420 0.170008 0.605856 BG
box 428 383 432 386 0.16659 0.497022 BG
box 430 392 439 424 0.161263 0.623921 BG
box 459 409 463 413 0.157209 0.651762 BG
box 448 400 464 414 0.154539 0.688061 BG
box 1 389 15 393 0.15142 0.122876 BG
box 480 341 487 354 0.145549 0.538718 BG
box 1 307 15 311 0.145478 0.207428 BG
box 319 411 336 426 0.144403 0.471880 BG
box 417 391 432 425 0.143176 0.560666 BG
box 544 139 547 144 0.141217 0.145242 BG
box 463 409 469 415 0.140729 0.520295 BG
box 461 400 468 406 0.136059 0.605807 BG
box 460 401 462 405 0.135094 0.683933 BG
box 420 414 432 426 0.134693 0.373468 BG
box 326 390 353 408 0.131188 0.770908 BG
box 532 177 535 178 0.130449 0.138241 BG
box 307 418 323 426 0.130223 0.435540 BG
box 491 411 495 413 0.127981 0.690619 BG
box 392 405 402 413 0.127307 0.704168 BG
box 438 400 448 408 0.123505 0.768025 BG
box 534 179 541 188 0.119364 0.196434 BG
box 454 409 468 426 0.11877 0.456285 BG
box 486 407 496 413 0.115848 0.700582 BG
box 462 398 480 426 0.114305 0.412998 BG
box 440 384 443 387 0.114165 0.580272 BG
box 420 410 428 415 0.114075 0.652544 BG
box 473 330 486 352 0.112756 0.618708 BG
box 393 422 400 426 0.110477 0.335676 BG
box 544 371 548 378 0.109938 0.303576 BG
box 448 400 456 407 0.108696 0.775370 BG
box 337 95 341 100 0.107068 0.124417 BG
box 537 399 560 426 0.106938 0.273568 BG
box 405 405 411 408 0.106619 0.692050 BG
box 402 411 419 426 0.106488 0.365736 BG
box 537 409 545 426 0.105523 0.201047 BG
box 461 385 470 415 0.104922 0.595537 BG
box 461 225 464 226 0.103682 0.100342 BG
box 439 231 447 239 0.102417 0.111357 BG
box 275 177 285 190 0.101967 0.119988 BG
box 371 49 384 72 0.101454 0.072084 BG
box 489 158 491 159 0.100867 0.101913 BG
lamp 480 295 553 344 0.666774 0.233264 lamp
lamp 495 315 503 343 0.330717 0.576093 BG
lamp 479 310 496 336 0.267618 0.637030 BG
lamp 460 269 495 360 0.195489 0.564927 BG
lamp 501 334 515 347 0.191504 0.716106 BG
lamp 499 318 516 340 0.191129 0.723095 BG
lamp 483 271 555 317 0.18957 0.738375 BG
lamp 350 295 551 426 0.124013 0.498213 BG
lamp 479 313 516 359 0.108163 0.693870 BG
garbage_bin 0 389 15 394 0.12212 0.122876 BG
garbage_bin 436 33 437 36 0.112505 0.070491 BG
garbage_bin 489 157 491 160 0.100363 0.101913 BG
