chair 283 0 534 530 0.91859 0.078696 chair
picture 4 3 154 60 0.521789 0.183591 BG
counter 0 0 638 530 0.975862 0.009633 counter
desk 389 0 663 434 0.144441 0.772963 BG
pillow 371 358 374 364 0.267323 0.717724 BG
pillow 373 361 380 366 0.192602 0.793815 BG
pillow 371 365 375 366 0.15514 0.839469 BG
pillow 368 378 371 382 0.120939 0.876557 BG
paper 24 358 31 365 0.240124 0.182029 BG
paper 48 417 79 438 0.186877 0.089420 BG
paper 163 320 169 324 0.184883 0.273861 BG
paper 468 518 474 526 0.165355 0.564911 BG
paper 474 511 484 522 0.159863 0.717280 BG
paper 488 513 496 520 0.15303 0.627647 BG
paper 478 496 507 530 0.151499 0.550586 BG
paper 347 508 383 530 0.139318 0.254519 BG
paper 489 526 494 530 0.129723 0.311282 BG
paper 493 516 507 530 0.125052 0.300530 BG
paper 503 526 507 530 0.121767 0.214882 BG
paper 481 522 493 530 0.114608 0.324260 BG
paper 147 25 149 30 0.112109 0.488002 BG
paper 676 168 680 175 0.107179 0.402701 BG
paper 662 90 669 96 0.104521 0.516464 BG
paper 423 127 428 128 0.100248 0.644016 BG
box 502 525 507 530 0.195445 0.214882 BG
box 495 521 508 530 0.165591 0.255498 BG
box 661 95 669 101 0.163153 0.378383 BG
box 210 131 314 188 0.141031 0.800264 BG
box 346 506 382 530 0.13793 0.254519 BG
box 488 525 495 530 0.132342 0.311282 BG
box 25 357 32 365 0.125944 0.182029 BG
box 488 511 508 530 0.115916 0.338761 BG
box 661 90 669 95 0.109956 0.516464 BG
box 49 416 80 437 0.109321 0.089420 BG
box 1 479 6 483 0.106611 0.530197 BG
box 481 521 493 530 0.10144 0.324260 BG
bathtub 0 224 17 241 0.104366 0.684497 BG
garbage_bin 48 417 79 438 0.217041 0.089420 BG
garbage_bin 162 319 169 324 0.180809 0.273861 BG
garbage_bin 24 357 32 365 0.16222 0.182029 BG
