bed 0 173 320 440 0.988159 0.008110 bed
table 298 176 571 421 0.200521 0.746118 BG
counter 358 338 361 341 0.108361 0.649308 BG
desk 318 192 424 353 0.210312 0.736721 BG
desk 241 194 360 345 0.117215 0.712573 endtable
pillow 94 194 180 235 0.300026 0.587829 BG
pillow 5 192 110 241 0.181017 0.752217 pillow
pillow 18 229 187 247 0.120113 0.864467 BG
clothes 230 208 303 244 0.298593 0.507634 BG
clothes 238 239 271 248 0.128979 0.765894 BG
clothes 223 239 246 255 0.104963 0.834705 BG
paper 280 231 295 244 0.302225 0.644847 BG
paper 560 407 564 414 0.231081 0.420756 BG
paper 557 408 558 408 0.221452 0.468136 BG
paper 270 242 270 247 0.15448 0.756015 BG
paper 560 398 576 415 0.149957 0.621027 BG
paper 574 410 577 416 0.148748 0.515539 BG
paper 378 341 391 351 0.146001 0.532735 BG
paper 373 336 382 345 0.144198 0.663116 BG
paper 422 415 429 421 0.140787 0.788289 BG
paper 389 359 392 364 0.135228 0.744720 BG
paper 564 411 572 418 0.130801 0.479147 BG
paper 253 246 272 257 0.128407 0.833929 BG
paper 554 400 558 408 0.128394 0.671443 BG
paper 572 403 577 405 0.126962 0.658435 BG
paper 351 342 361 352 0.126679 0.758602 BG
paper 359 339 360 340 0.125094 0.649308 BG
paper 299 351 443 440 0.121006 0.665312 floor
paper 579 408 590 416 0.115058 0.519952 BG
paper 585 431 590 438 0.107487 0.310986 BG
paper 356 333 372 348 0.106528 0.792319 BG
paper 581 430 584 433 0.101361 0.324241 BG
paper 286 203 299 209 0.101178 0.869712 BG
box 409 330 414 336 0.39322 0.522377 BG
box 383 346 390 350 0.23229 0.578353 BG
box 560 406 565 414 0.154074 0.420756 BG
box 378 340 391 352 0.133867 0.532735 BG
box 557 407 559 408 0.128374 0.468136 BG
box 567 397 571 402 0.115042 0.577294 BG
box 574 409 578 416 0.104735 0.515539 BG
box 400 313 405 316 0.104515 0.698924 BG
box 387 356 389 360 0.104348 0.729936 BG
box 401 314 412 324 0.100822 0.775415 BG
bag 226 205 315 250 0.164824 0.566920 BG
