bed 319 258 589 436 0.996988 0.002663 bed
chair 26 230 264 429 0.185688 0.553584 crib
sofa 0 315 210 438 0.755426 0.201415 BG
sofa 40 336 101 417 0.134177 0.738594 BG
door 0 0 104 279 0.328588 0.209306 BG
picture 2 1 43 18 0.13994 0.274381 BG
picture 8 2 99 33 0.112626 0.380979 BG
pillow 337 262 467 300 0.854722 0.142245 pillow
pillow 431 263 463 288 0.443954 0.551204 BG
pillow 329 264 378 300 0.35009 0.643449 BG
pillow 420 275 479 302 0.311964 0.681322 BG
pillow 343 256 570 336 0.266752 0.632789 BG
pillow 424 286 450 302 0.260667 0.737465 BG
pillow 530 314 563 337 0.231639 0.753509 BG
pillow 527 322 545 336 0.213659 0.771705 BG
pillow 553 335 589 343 0.199355 0.747410 BG
pillow 556 336 563 339 0.199121 0.783480 BG
pillow 505 316 528 327 0.176058 0.792213 BG
pillow 557 316 575 338 0.162611 0.815208 BG
pillow 501 319 514 326 0.140852 0.834337 BG
pillow 462 275 480 301 0.139916 0.851424 BG
pillow 437 294 453 302 0.133854 0.865249 BG
pillow 504 286 586 337 0.125598 0.780037 clothes
pillow 511 312 515 316 0.116794 0.856500 BG
pillow 337 322 342 335 0.103308 0.869108 BG
pillow 501 317 504 319 0.102722 0.875242 BG
clothes 496 266 590 311 0.586801 0.344468 pillow
clothes 500 271 533 330 0.293123 0.679670 BG
clothes 530 265 560 273 0.189153 0.647807 BG
clothes 485 288 590 339 0.131369 0.718523 clothes
clothes 522 274 530 294 0.119327 0.845715 BG
clothes 544 267 551 271 0.117206 0.716415 BG
clothes 1 330 10 359 0.100523 0.812973 BG
paper 1 0 41 22 0.226951 0.172092 BG
paper 128 405 140 415 0.174674 0.513756 BG
paper 132 396 171 440 0.161338 0.383881 BG
paper 56 218 64 226 0.154289 0.586027 BG
paper 95 407 106 415 0.148241 0.529923 BG
paper 585 277 590 280 0.146807 0.176441 BG
paper 93 408 98 414 0.146152 0.504038 BG
paper 575 192 590 198 0.145137 0.173707 BG
paper 176 412 191 440 0.142894 0.351191 BG
paper 2 243 49 282 0.132812 0.427259 BG
paper 238 384 257 440 0.126601 0.301937 BG
paper 107 410 129 431 0.122001 0.490995 BG
paper 13 0 97 33 0.115339 0.542807 BG
paper 58 222 70 230 0.115014 0.646593 BG
paper 63 414 80 440 0.114838 0.434322 BG
paper 127 400 130 410 0.113479 0.693137 BG
paper 71 222 73 224 0.112864 0.628008 BG
paper 303 321 324 334 0.112782 0.577481 BG
paper 280 412 291 417 0.112679 0.629976 BG
paper 1 271 14 282 0.11157 0.559006 BG
paper 63 409 128 440 0.108763 0.466516 BG
paper 1 8 60 269 0.105908 0.095439 BG
paper 12 395 80 439 0.105119 0.286538 BG
paper 32 9 41 14 0.101186 0.775097 BG
box 294 320 329 337 0.293736 0.568479 BG
box 17 381 49 417 0.198904 0.671233 BG
box 289 320 299 329 0.196233 0.744959 BG
box 272 329 295 345 0.176766 0.776581 BG
box 93 408 99 414 0.171268 0.504038 BG
box 128 404 141 415 0.168651 0.513756 BG
box 95 407 107 415 0.161974 0.529923 BG
box 295 323 304 338 0.154048 0.757325 BG
box 11 391 79 440 0.141598 0.286538 BG
box 293 238 369 273 0.140755 0.782163 BG
box 575 191 590 198 0.140347 0.173707 BG
box 192 419 194 420 0.132535 0.326039 BG
box 267 300 336 350 0.127024 0.729325 BG
box 319 423 337 440 0.124901 0.315470 BG
box 238 380 257 438 0.124033 0.301937 BG
box 320 421 329 425 0.118134 0.694319 BG
box 0 368 223 440 0.11762 0.369260 BG
box 175 410 191 440 0.113822 0.351191 BG
box 1 397 21 416 0.107999 0.659460 BG
box 585 276 590 281 0.107252 0.176441 BG
box 131 392 170 440 0.106875 0.383881 BG
box 1 244 51 282 0.105917 0.427259 BG
box 295 312 299 321 0.105355 0.671082 BG
box 197 421 200 421 0.104984 0.320368 BG
whiteboard 3 7 78 371 0.256683 0.353055 BG
whiteboard 9 5 240 267 0.130626 0.777518 BG
whiteboard 7 236 60 275 0.100036 0.344523 BG
lamp 281 306 286 317 0.154999 0.672913 BG
lamp 281 306 285 309 0.143753 0.709573 BG
lamp 288 306 294 314 0.138642 0.656400 BG
garbage_bin 197 421 201 421 0.145639 0.320368 BG
garbage_bin 192 420 195 420 0.140605 0.326039 BG
garbage_bin 226 373 246 440 0.136602 0.629859 BG
garbage_bin 584 277 590 280 0.112743 0.176441 BG
garbage_bin 236 384 257 439 0.111952 0.301937 BG
