bed 159 77 560 424 0.98878 0.008320 bed
chair 351 60 404 118 0.176609 0.688172 BG
picture 393 1 410 28 0.278153 0.569990 BG
picture 2 285 97 343 0.168012 0.484645 BG
blinds 142 1 405 36 0.447215 0.299930 BG
dresser 53 193 190 331 0.407467 0.372326 endtable
pillow 217 131 361 188 0.626551 0.359423 BG
pillow 219 113 445 252 0.46781 0.525424 pillow
pillow 338 143 361 184 0.301258 0.697458 BG
pillow 328 142 343 155 0.254183 0.745587 BG
pillow 307 98 450 182 0.236834 0.754002 BG
pillow 290 199 350 254 0.173679 0.790993 BG
paper 374 226 380 231 0.172505 0.783938 BG
paper 1 289 48 341 0.128389 0.648956 BG
paper 272 207 278 217 0.110174 0.814894 BG
paper 353 103 378 116 0.105909 0.635682 BG
towel 397 420 398 421 0.195539 0.638504 BG
box 546 149 560 193 0.736483 0.162560 BG
box 88 173 132 198 0.237391 0.676383 lamp
box 525 176 529 181 0.174017 0.635032 BG
box 353 102 379 115 0.141501 0.635682 BG
night_stand 57 200 192 300 0.51909 0.249229 endtable
lamp 529 127 551 142 0.21178 0.601117 BG
