bed 0 20 460 521 0.999831 0.000142 bed
chair 429 123 441 167 0.112775 0.844054 BG
chair 428 156 436 175 0.110828 0.858034 BG
bookshelf 58 76 127 96 0.109021 0.846480 BG
picture 718 99 729 173 0.312391 0.110999 BG
picture 725 101 727 106 0.175069 0.389522 BG
picture 699 130 709 138 0.155698 0.416032 BG
picture 57 33 69 75 0.120672 0.722052 BG
picture 403 22 423 54 0.103501 0.585010 BG
picture 369 17 438 96 0.103174 0.660218 BG
dresser 448 97 699 416 0.619801 0.047662 dresser
dresser 569 235 717 314 0.241061 0.575058 BG
pillow 121 85 317 167 0.709118 0.290251 pillow
pillow 366 99 443 171 0.370594 0.368793 pillow
pillow 110 116 133 141 0.225752 0.773437 BG
pillow 64 82 143 149 0.215438 0.719309 BG
pillow 208 122 216 140 0.203816 0.787405 BG
pillow 361 136 421 185 0.147666 0.805564 BG
pillow 112 79 166 143 0.129385 0.807087 BG
pillow 137 152 196 161 0.128688 0.870114 BG
pillow 206 146 210 155 0.111652 0.888348 BG
pillow 366 124 416 139 0.108862 0.811476 BG
mirror 544 63 549 82 0.1026 0.697866 BG
mirror 364 0 383 114 0.102565 0.866585 BG
paper 657 232 693 272 0.611773 0.362898 BG
paper 649 119 690 132 0.481365 0.390155 BG
paper 619 93 720 161 0.442831 0.401740 BG
paper 666 226 693 239 0.323949 0.646035 BG
paper 220 107 231 113 0.307994 0.397552 BG
paper 659 93 722 123 0.247508 0.615941 BG
paper 725 100 727 106 0.185982 0.389522 BG
paper 469 344 525 362 0.148674 0.658547 BG
paper 130 103 140 115 0.148519 0.833045 BG
paper 12 291 28 303 0.145367 0.502034 BG
paper 700 130 708 138 0.143385 0.416032 BG
paper 718 98 729 171 0.139876 0.110999 BG
paper 400 96 409 99 0.136211 0.766836 BG
paper 644 160 647 161 0.127072 0.843794 BG
paper 688 395 729 464 0.117006 0.194657 BG
paper 120 108 129 114 0.111441 0.852751 BG
paper 715 352 729 363 0.109219 0.239549 BG
paper 689 234 690 238 0.101677 0.699308 BG
box 475 108 486 121 0.16338 0.662961 BG
box 62 106 80 130 0.146107 0.580540 BG
box 658 95 726 173 0.111195 0.367854 BG
box 204 497 209 498 0.101702 0.665718 BG
person 378 34 415 98 0.247775 0.623124 BG
person 402 22 423 74 0.213807 0.649808 BG
night_stand 444 91 684 380 0.807389 0.052466 dresser
night_stand 436 165 577 322 0.526145 0.365042 BG
night_stand 562 207 715 367 0.155777 0.548314 BG
night_stand 452 263 674 306 0.148083 0.731637 BG
night_stand 578 249 658 264 0.10424 0.782318 BG
lamp 566 0 706 140 0.437326 0.531366 lamp
lamp 575 1 632 65 0.415179 0.566411 BG
lamp 621 38 626 55 0.131948 0.805289 BG
lamp 594 36 632 63 0.129046 0.864129 BG
lamp 569 32 615 143 0.101895 0.897738 BG
garbage_bin 687 393 729 464 0.140017 0.194657 BG
garbage_bin 64 120 79 132 0.137652 0.501921 BG
