bed 19 0 504 513 0.999542 0.000384 bed
chair 175 94 222 155 0.175755 0.738468 BG
chair 0 59 15 85 0.148945 0.821774 BG
chair 597 309 729 518 0.127736 0.772470 floor
chair 176 96 180 138 0.113058 0.675514 BG
chair 184 83 299 158 0.103606 0.758929 pillow&&pillow
picture 689 249 729 340 0.437347 0.466524 BG
picture 720 277 729 294 0.373194 0.588049 BG
picture 677 199 729 451 0.109803 0.734185 BG
pillow 338 115 409 181 0.856266 0.141635 BG
pillow 316 119 374 164 0.822352 0.172093 BG
pillow 179 96 403 177 0.747556 0.239927 pillow
pillow 398 118 427 186 0.746954 0.248310 BG
pillow 177 131 318 161 0.634399 0.356178 BG
pillow 330 143 367 169 0.581127 0.415758 BG
pillow 213 130 234 162 0.458445 0.518014 BG
pillow 352 143 386 180 0.433765 0.561573 BG
pillow 355 141 368 165 0.398203 0.592787 BG
pillow 219 146 221 149 0.30749 0.682293 BG
pillow 204 145 221 158 0.304769 0.686300 BG
pillow 200 99 235 157 0.300792 0.649643 pillow
pillow 373 146 387 169 0.287561 0.693589 BG
pillow 207 138 216 147 0.266351 0.728354 BG
pillow 220 145 227 154 0.240598 0.744308 BG
pillow 331 147 339 166 0.228979 0.770836 BG
pillow 315 146 321 154 0.228931 0.759138 BG
pillow 378 119 392 150 0.221284 0.759650 BG
pillow 405 162 412 176 0.193335 0.801977 BG
pillow 370 121 375 139 0.191432 0.784281 BG
pillow 166 144 219 158 0.186509 0.805398 BG
pillow 345 163 364 172 0.18335 0.816036 BG
pillow 396 167 400 183 0.171452 0.827399 BG
pillow 411 183 434 188 0.163818 0.825504 BG
pillow 317 136 323 139 0.162299 0.821081 BG
pillow 278 139 320 159 0.14379 0.843500 BG
pillow 390 116 411 141 0.143618 0.845196 BG
pillow 231 131 243 136 0.142254 0.847586 BG
pillow 414 163 439 179 0.136377 0.842754 BG
pillow 365 117 378 124 0.134271 0.810759 BG
pillow 214 154 226 163 0.128724 0.857470 BG
pillow 212 159 213 161 0.128541 0.865296 BG
pillow 30 141 92 159 0.125667 0.784750 BG
pillow 384 112 398 121 0.12302 0.844697 BG
pillow 175 144 197 153 0.115204 0.876466 BG
pillow 222 103 290 138 0.115029 0.868054 pillow
pillow 338 146 347 152 0.109784 0.883427 BG
pillow 165 146 174 149 0.109737 0.879000 BG
pillow 230 128 234 132 0.109612 0.879498 BG
pillow 334 165 336 170 0.106 0.893946 BG
pillow 230 123 257 136 0.101183 0.889447 BG
fridge 617 161 726 343 0.165179 0.514060 BG
paper 44 101 60 107 0.240637 0.666816 BG
paper 184 506 186 507 0.213739 0.498734 BG
paper 180 507 191 511 0.189413 0.547617 BG
paper 438 135 462 173 0.174595 0.714749 BG
paper 162 502 182 509 0.143736 0.635918 BG
paper 4 84 57 108 0.136697 0.746938 BG
paper 687 1 729 63 0.132865 0.135451 BG
paper 435 123 444 133 0.110821 0.823482 BG
paper 180 506 216 518 0.109316 0.668816 BG
box 432 163 442 179 0.236274 0.675852 BG
box 432 153 461 178 0.151697 0.751372 BG
box 422 515 427 529 0.151361 0.303651 BG
box 177 102 180 137 0.138683 0.675514 BG
box 184 505 187 507 0.118019 0.498734 BG
box 394 508 420 528 0.114746 0.498750 BG
box 686 1 729 62 0.106997 0.135451 BG
box 180 506 192 511 0.103923 0.547617 BG
box 177 86 186 140 0.103478 0.692252 BG
person 716 415 726 429 0.202 0.580417 BG
person 704 407 716 427 0.111511 0.800593 BG
night_stand 667 166 729 207 0.111963 0.817174 BG
bag 286 525 304 529 0.116715 0.304982 BG
garbage_bin 461 57 521 209 0.15382 0.677776 BG
