bed 82 157 606 520 0.996031 0.002961 bed
chair 6 348 183 521 0.509159 0.394568 endtable
sofa 0 151 66 261 0.928766 0.057588 sofa
sofa 0 176 70 201 0.322873 0.635202 BG
sofa 0 178 17 217 0.263904 0.652897 BG
sofa 239 0 486 74 0.115763 0.485600 BG
picture 634 156 706 206 0.878566 0.088745 BG
picture 484 121 574 194 0.67435 0.191243 BG
picture 636 156 707 169 0.407398 0.389147 BG
picture 499 82 703 221 0.331072 0.648046 BG
picture 605 153 637 195 0.324446 0.658255 BG
picture 487 129 528 154 0.318727 0.497674 BG
picture 615 163 637 177 0.258159 0.728333 BG
picture 566 177 583 198 0.242338 0.703556 BG
picture 534 170 587 209 0.240129 0.593202 BG
picture 573 183 576 189 0.207062 0.694882 BG
picture 589 91 616 197 0.204858 0.693514 BG
picture 721 398 729 409 0.147015 0.407576 BG
picture 588 151 596 196 0.142152 0.650537 BG
picture 634 166 641 174 0.14161 0.830520 BG
picture 602 161 663 219 0.14057 0.836713 BG
picture 586 174 589 187 0.127448 0.723866 BG
picture 658 170 663 183 0.123255 0.827751 BG
picture 601 168 606 203 0.120465 0.837653 BG
picture 559 122 592 211 0.116386 0.772590 BG
picture 523 136 548 177 0.114719 0.413694 BG
picture 557 181 567 190 0.110378 0.783336 BG
pillow 111 208 270 253 0.395131 0.600722 BG
pillow 137 240 257 253 0.170845 0.825549 BG
pillow 250 213 352 248 0.160159 0.836895 BG
pillow 145 230 259 242 0.140006 0.856875 BG
pillow 133 240 148 247 0.103973 0.895027 BG
clothes 719 334 726 357 0.121556 0.737156 BG
clothes 716 293 729 326 0.113018 0.542774 BG
tv 473 77 606 245 0.147943 0.602654 BG
paper 1 38 7 42 0.304219 0.261592 BG
paper 524 136 547 175 0.264981 0.413694 BG
paper 524 499 527 503 0.223462 0.623857 BG
paper 721 398 729 409 0.206448 0.407576 BG
paper 521 120 548 132 0.191939 0.662063 BG
paper 532 133 574 171 0.184391 0.575514 BG
paper 70 185 76 189 0.178201 0.407214 BG
paper 487 136 556 191 0.166891 0.180915 BG
paper 171 40 180 45 0.165522 0.662831 BG
paper 76 14 88 19 0.160208 0.553759 BG
paper 66 185 76 196 0.156016 0.490031 BG
paper 506 21 585 60 0.152719 0.826381 BG
paper 489 71 510 82 0.152212 0.664842 BG
paper 501 514 509 517 0.149674 0.676336 BG
paper 486 523 489 523 0.144186 0.584304 BG
paper 313 74 313 78 0.133344 0.569647 BG
paper 319 78 323 80 0.131676 0.707765 BG
paper 66 192 71 196 0.130746 0.439108 BG
paper 488 129 527 153 0.129799 0.497674 BG
paper 27 225 37 230 0.126895 0.565180 BG
paper 324 525 325 529 0.121073 0.255028 BG
paper 57 9 65 14 0.110805 0.613955 BG
paper 373 93 396 107 0.110604 0.593703 BG
paper 265 66 276 70 0.10866 0.718271 BG
paper 481 517 501 529 0.104562 0.301335 BG
paper 727 236 729 237 0.1029 0.464831 BG
box 52 212 78 241 0.65471 0.273163 BG
box 75 207 80 214 0.457282 0.398004 BG
box 523 136 548 175 0.150694 0.413694 BG
box 53 225 79 273 0.139324 0.792208 BG
box 69 184 77 189 0.135723 0.407214 BG
box 720 397 729 409 0.13439 0.407576 BG
box 456 157 462 160 0.118505 0.504197 BG
box 66 191 71 196 0.110958 0.439108 BG
box 59 179 79 206 0.110655 0.600873 BG
person 540 184 556 192 0.158729 0.704790 BG
person 539 181 566 211 0.131326 0.742544 BG
night_stand 357 195 414 245 0.315577 0.552625 BG
night_stand 3 281 85 359 0.150364 0.775412 BG
night_stand 525 232 610 299 0.128119 0.694975 BG
lamp 622 119 722 126 0.107052 0.850976 BG
