bed 349 161 560 426 0.993997 0.004656 bed
chair 109 111 217 264 0.235517 0.500009 BG
chair 208 197 214 219 0.147837 0.826344 BG
chair 535 131 544 142 0.118515 0.748002 BG
sofa 327 341 333 345 0.138945 0.286418 BG
table 121 171 209 265 0.83803 0.069949 table
door 76 85 79 90 0.114979 0.357802 BG
door 33 8 104 324 0.10638 0.815512 BG
picture 296 1 336 16 0.229972 0.199058 BG
picture 289 1 298 16 0.226756 0.210337 BG
picture 443 1 448 8 0.184523 0.182968 BG
picture 452 1 460 6 0.178431 0.192414 BG
picture 207 125 216 146 0.16959 0.784448 BG
picture 223 1 241 21 0.15355 0.083551 BG
picture 208 135 210 143 0.133549 0.833112 BG
picture 100 5 108 11 0.126367 0.394320 BG
desk 116 150 182 275 0.24704 0.387983 table
pillow 522 317 532 323 0.201912 0.624423 BG
pillow 514 277 558 358 0.192657 0.744116 BG
pillow 382 196 385 198 0.153326 0.734523 BG
pillow 533 350 539 354 0.107169 0.889589 BG
pillow 533 345 546 358 0.102052 0.879858 BG
tv 97 80 214 182 0.800411 0.191885 BG
tv 171 92 218 177 0.410606 0.581755 BG
tv 133 87 215 95 0.38547 0.520174 BG
tv 175 145 209 166 0.216454 0.781703 BG
tv 101 86 215 111 0.177553 0.811944 BG
paper 17 406 26 414 0.243613 0.307736 BG
paper 102 7 107 26 0.225551 0.146873 BG
paper 249 304 255 306 0.219527 0.066464 BG
paper 321 78 324 80 0.2162 0.080755 BG
paper 305 16 306 19 0.215465 0.066128 BG
paper 223 1 241 21 0.210104 0.083551 BG
paper 355 79 358 80 0.206998 0.069302 BG
paper 363 79 366 80 0.204996 0.063830 BG
paper 469 399 481 426 0.193734 0.429077 BG
paper 258 297 266 303 0.192754 0.062523 BG
paper 69 137 79 143 0.189898 0.108936 BG
paper 76 130 79 138 0.189145 0.135699 BG
paper 80 142 82 147 0.182282 0.110049 BG
paper 166 254 225 321 0.177295 0.260980 BG
paper 81 113 84 115 0.175497 0.145176 BG
paper 76 116 79 120 0.172515 0.142989 BG
paper 439 64 446 70 0.171793 0.053714 BG
paper 477 417 480 420 0.16866 0.575360 BG
paper 396 237 400 241 0.168188 0.283474 BG
paper 435 65 438 69 0.166722 0.049184 BG
paper 54 154 62 184 0.163192 0.213141 BG
paper 52 142 53 152 0.161483 0.282649 BG
paper 365 32 367 33 0.155039 0.033562 BG
paper 311 322 312 325 0.149733 0.252367 BG
paper 252 53 256 62 0.148131 0.072352 BG
paper 77 139 89 147 0.141791 0.188496 BG
paper 474 420 476 426 0.136897 0.401099 BG
paper 480 414 500 426 0.130816 0.367648 BG
paper 81 170 93 178 0.128692 0.166539 BG
paper 542 305 560 311 0.124345 0.323314 BG
paper 94 246 103 253 0.123046 0.495137 BG
paper 452 0 460 6 0.115827 0.192414 BG
paper 289 0 298 16 0.11557 0.210337 BG
paper 23 182 29 188 0.114964 0.401020 BG
paper 164 266 168 268 0.111135 0.676460 BG
paper 444 0 448 8 0.11108 0.182968 BG
paper 76 112 103 132 0.110912 0.320151 BG
paper 1 316 94 425 0.109645 0.485697 BG
paper 449 398 458 416 0.107814 0.749989 BG
paper 18 354 26 357 0.105666 0.534626 BG
paper 328 342 332 345 0.100642 0.286418 BG
towel 469 400 481 426 0.108883 0.429077 BG
towel 69 137 80 142 0.102961 0.108936 BG
towel 76 130 80 137 0.10072 0.135699 BG
box 16 406 27 414 0.209645 0.307736 BG
box 102 7 108 26 0.154196 0.146873 BG
box 295 1 336 16 0.15069 0.199058 BG
box 223 1 241 21 0.146795 0.083551 BG
box 305 16 307 18 0.140517 0.066128 BG
box 288 1 298 16 0.138483 0.210337 BG
box 444 1 448 8 0.135496 0.182968 BG
box 473 420 477 426 0.130451 0.401099 BG
box 452 1 460 6 0.123539 0.192414 BG
box 479 413 499 426 0.121425 0.367648 BG
box 258 297 267 302 0.114603 0.062523 BG
box 365 32 368 32 0.113823 0.033562 BG
box 249 303 256 305 0.111188 0.066464 BG
box 94 246 104 253 0.110722 0.495137 BG
box 363 79 367 79 0.108064 0.063830 BG
box 355 79 359 79 0.10635 0.069302 BG
box 321 77 325 79 0.104158 0.080755 BG
box 542 304 560 311 0.102783 0.323314 BG
lamp 510 120 533 146 0.155503 0.601587 BG
lamp 240 49 249 65 0.129367 0.180674 BG
garbage_bin 236 112 241 113 0.244233 0.391958 BG
garbage_bin 328 341 332 345 0.151674 0.286418 BG
garbage_bin 311 322 313 325 0.147985 0.252367 BG
garbage_bin 258 297 267 303 0.139699 0.062523 BG
garbage_bin 252 53 257 63 0.13426 0.072352 BG
garbage_bin 305 16 307 19 0.132259 0.066128 BG
garbage_bin 91 366 109 376 0.129062 0.562167 BG
garbage_bin 0 303 97 425 0.127973 0.485697 BG
garbage_bin 365 32 368 33 0.122406 0.033562 BG
garbage_bin 321 77 325 80 0.109273 0.080755 BG
garbage_bin 76 140 90 147 0.10697 0.188496 BG
garbage_bin 363 78 367 80 0.105322 0.063830 BG
garbage_bin 355 78 359 80 0.105243 0.069302 BG
garbage_bin 79 143 83 147 0.104577 0.110049 BG
garbage_bin 249 303 256 306 0.100119 0.066464 BG
