bed 114 109 517 477 0.996562 0.003163 bed
chair 508 210 599 323 0.306834 0.525228 BG
chair 443 243 700 523 0.221633 0.283635 table
chair 578 215 627 327 0.182867 0.618013 BG
chair 606 262 637 276 0.128999 0.762074 BG
chair 545 210 583 251 0.111922 0.848899 BG
chair 606 268 655 302 0.104138 0.764326 BG
table 396 283 727 519 0.554069 0.125164 table
table 541 216 630 316 0.518763 0.278400 BG
table 500 243 680 365 0.210488 0.556803 BG
picture 9 7 222 136 0.5452 0.265879 BG
picture 415 59 434 113 0.278195 0.244482 BG
picture 57 47 102 76 0.25428 0.438006 BG
picture 122 81 148 101 0.202043 0.666794 BG
picture 130 95 141 100 0.19449 0.710694 BG
picture 134 113 138 118 0.169758 0.513045 BG
picture 418 112 427 120 0.165095 0.319175 BG
picture 112 22 155 84 0.15201 0.474835 BG
picture 428 117 430 121 0.125679 0.349801 BG
picture 724 448 729 454 0.112496 0.524162 BG
picture 498 8 576 91 0.100355 0.622141 light
blinds 669 233 729 303 0.119643 0.599000 BG
desk 485 205 633 316 0.103073 0.594698 cubby
pillow 159 156 276 188 0.520081 0.471400 pillow
pillow 157 187 218 245 0.499967 0.496424 BG
pillow 167 206 174 218 0.370736 0.533946 BG
pillow 154 142 318 226 0.296448 0.687102 BG
pillow 274 172 371 227 0.191217 0.786886 pillow
pillow 172 226 182 238 0.145412 0.854355 BG
pillow 636 174 718 244 0.140636 0.514257 BG
pillow 185 220 216 246 0.140077 0.859362 BG
pillow 157 223 182 242 0.117466 0.882019 BG
pillow 198 230 221 242 0.100272 0.896206 BG
fridge 4 35 105 529 0.135345 0.733614 floor
paper 504 354 513 363 0.440473 0.450548 BG
paper 497 377 525 399 0.390767 0.493239 BG
paper 513 92 515 100 0.381715 0.579659 BG
paper 499 367 503 369 0.37848 0.537670 BG
paper 664 438 704 463 0.377034 0.425542 BG
paper 628 431 702 504 0.349168 0.500631 BG
paper 525 81 550 83 0.348533 0.461381 BG
paper 654 500 699 522 0.344133 0.376397 BG
paper 497 362 561 399 0.308765 0.366374 BG
paper 113 21 153 80 0.294266 0.474835 BG
paper 502 91 514 110 0.276591 0.683746 BG
paper 578 494 594 508 0.269166 0.530797 BG
paper 507 123 519 134 0.25238 0.700272 BG
paper 507 143 507 146 0.250031 0.709314 BG
paper 59 46 102 74 0.244338 0.438006 BG
paper 585 480 616 502 0.239241 0.484264 BG
paper 126 30 140 51 0.238149 0.615823 BG
paper 132 50 136 53 0.234737 0.647720 BG
paper 607 495 616 501 0.217496 0.596159 BG
paper 510 110 515 114 0.216478 0.724979 BG
paper 134 112 138 117 0.212785 0.513045 BG
paper 506 115 516 122 0.199404 0.754634 BG
paper 93 71 99 76 0.189893 0.574615 BG
paper 415 76 433 113 0.186379 0.337534 BG
paper 379 212 381 214 0.18427 0.807064 BG
paper 396 212 399 213 0.181318 0.800085 BG
paper 566 507 597 529 0.177638 0.247748 BG
paper 670 458 698 467 0.174609 0.703588 BG
paper 418 112 426 120 0.174352 0.319175 BG
paper 383 211 392 213 0.173127 0.818721 BG
paper 428 117 429 121 0.164135 0.349801 BG
paper 58 33 99 51 0.156882 0.694275 BG
paper 470 369 729 523 0.150264 0.164863 table
paper 361 209 378 215 0.145855 0.838386 BG
paper 724 451 725 452 0.142844 0.529627 BG
paper 496 113 515 119 0.142566 0.790141 BG
paper 509 395 517 399 0.136176 0.789922 BG
