bed 0 101 477 418 0.998468 0.000914 bed
table 369 220 543 367 0.379417 0.315413 night_stand
door 0 3 142 172 0.157774 0.156156 BG
door 114 0 144 170 0.112209 0.747801 BG
picture 87 1 93 6 0.254759 0.375654 BG
picture 378 0 477 118 0.245938 0.305145 picture
picture 45 1 89 8 0.160006 0.290550 BG
picture 177 72 250 168 0.153429 0.734266 BG
picture 181 123 191 146 0.136092 0.773607 BG
picture 554 28 560 41 0.120928 0.292017 BG
picture 241 133 243 136 0.113895 0.746931 BG
picture 175 94 205 160 0.109165 0.774506 BG
blinds 4 5 125 164 0.757312 0.119886 BG
blinds 2 1 70 83 0.368505 0.415873 BG
desk 367 200 545 362 0.175992 0.315413 night_stand
dresser 407 179 551 371 0.17804 0.377061 night_stand
pillow 280 112 417 207 0.826806 0.172748 BG
pillow 244 110 331 202 0.469316 0.530655 pillow
pillow 224 188 228 190 0.119604 0.878462 BG
pillow 376 3 452 34 0.11472 0.707751 BG
clothes 305 3 448 119 0.211234 0.330241 picture
clothes 379 22 423 73 0.109948 0.716664 BG
tv 300 9 473 129 0.155053 0.160186 picture
tv 86 1 93 6 0.114532 0.375654 BG
paper 535 102 542 111 0.237322 0.642536 BG
paper 530 388 544 391 0.181389 0.326233 BG
paper 544 110 560 116 0.180305 0.717211 BG
paper 521 97 541 112 0.149862 0.783842 BG
paper 555 28 560 42 0.114992 0.292017 BG
paper 83 5 90 17 0.109493 0.503266 BG
paper 322 392 448 426 0.109477 0.767533 BG
box 530 387 543 391 0.134498 0.326233 BG
night_stand 427 223 532 328 0.832511 0.140276 night_stand
lamp 479 44 556 193 0.994804 0.004267 BG
lamp 486 8 555 101 0.697386 0.266197 BG
lamp 442 16 547 352 0.531195 0.455972 lamp
lamp 506 111 514 113 0.416995 0.582803 BG
lamp 225 50 265 132 0.388592 0.447517 lamp
lamp 477 114 488 128 0.239267 0.758130 BG
lamp 481 9 506 102 0.225586 0.767751 BG
lamp 471 110 508 164 0.208584 0.787343 BG
lamp 317 10 497 129 0.195352 0.310679 picture
lamp 447 132 527 236 0.105091 0.892231 BG
bag 376 5 472 125 0.13825 0.285106 picture
garbage_bin 527 257 544 284 0.333248 0.605668 BG
garbage_bin 480 237 541 282 0.302987 0.692750 BG
garbage_bin 511 240 535 248 0.237922 0.761802 BG
garbage_bin 511 244 560 362 0.192904 0.764406 BG
garbage_bin 549 241 560 276 0.131771 0.426207 BG
garbage_bin 529 387 543 391 0.120935 0.326233 BG
