chair 95 130 397 515 0.987746 0.010949 chair
table 336 92 680 498 0.516525 0.050639 desk
picture 608 449 623 453 0.102532 0.603576 BG
counter 412 0 680 530 0.166788 0.220816 desk
desk 366 20 680 502 0.934972 0.037552 desk
pillow 491 104 531 148 0.157139 0.814003 BG
pillow 506 147 517 153 0.134045 0.838709 BG
paper 657 495 680 530 0.239584 0.521941 BG
paper 601 479 656 530 0.212347 0.484382 BG
paper 2 474 66 530 0.164651 0.255286 BG
paper 618 508 673 530 0.161421 0.510754 floor
paper 659 210 663 210 0.159453 0.315669 BG
paper 587 463 617 529 0.151014 0.561158 BG
paper 663 160 670 164 0.142021 0.245656 BG
paper 657 411 659 416 0.141735 0.317740 BG
paper 656 210 658 216 0.134238 0.448975 BG
paper 652 200 662 205 0.132226 0.476316 BG
paper 601 515 636 530 0.129462 0.528722 BG
paper 657 401 658 404 0.122752 0.331553 BG
paper 660 285 671 290 0.113208 0.613517 BG
paper 666 30 680 45 0.108923 0.417715 BG
paper 604 492 624 517 0.108082 0.794740 BG
paper 605 520 611 526 0.107672 0.725406 BG
paper 670 210 680 215 0.106996 0.433699 BG
paper 659 397 680 409 0.103202 0.299712 BG
paper 666 197 680 209 0.100676 0.442254 BG
box 655 209 658 215 0.198433 0.448975 BG
box 661 285 671 290 0.158588 0.613517 BG
box 600 473 658 529 0.151994 0.484382 BG
box 614 445 663 485 0.138961 0.529276 BG
box 586 454 618 529 0.136313 0.561158 BG
box 1 470 66 530 0.133118 0.255286 BG
box 600 518 628 530 0.124453 0.489156 BG
box 622 480 674 498 0.108218 0.819126 BG
box 657 410 659 416 0.103195 0.317740 BG
garbage_bin 167 312 190 358 0.210452 0.718495 BG
garbage_bin 662 443 680 486 0.164735 0.468747 BG
garbage_bin 656 411 660 416 0.139411 0.317740 BG
garbage_bin 656 401 658 404 0.138906 0.331553 BG
garbage_bin 638 416 662 432 0.123311 0.373581 BG
garbage_bin 629 408 638 419 0.11707 0.515545 BG
garbage_bin 631 424 643 437 0.103778 0.544838 BG
