bed 65 124 691 515 0.999483 0.000478 bed
picture 254 4 375 62 0.661081 0.142484 picture
picture 268 1 312 13 0.248857 0.447497 BG
pillow 165 175 227 263 0.716793 0.282918 BG
pillow 129 184 433 265 0.61269 0.386921 BG
pillow 340 185 426 252 0.547951 0.450583 BG
pillow 299 205 382 266 0.367874 0.631551 BG
pillow 189 219 206 264 0.320778 0.679138 BG
pillow 382 215 414 252 0.319903 0.679986 BG
pillow 128 186 176 254 0.267832 0.731406 BG
pillow 404 221 423 247 0.252825 0.743262 BG
pillow 126 213 166 236 0.218384 0.778651 BG
pillow 441 239 453 250 0.102193 0.886968 BG
clothes 194 163 203 171 0.152048 0.678690 BG
tv 0 271 74 381 0.174823 0.506351 BG
paper 2 276 30 321 0.508102 0.326446 BG
paper 3 275 31 280 0.456649 0.487888 BG
paper 1 276 1 312 0.404914 0.455076 BG
paper 0 141 21 155 0.336968 0.315671 BG
paper 271 0 374 26 0.307926 0.387029 BG
paper 4 150 12 155 0.264474 0.278508 BG
paper 269 0 312 13 0.191206 0.447497 BG
box 1 276 30 323 0.173732 0.466798 BG
box 334 192 340 204 0.158201 0.700587 BG
box 4 149 12 154 0.125248 0.278508 BG
box 1 276 2 315 0.107721 0.455076 BG
box 0 140 23 182 0.103586 0.260305 BG
night_stand 2 275 57 381 0.143115 0.678769 BG
lamp 497 135 543 236 0.975889 0.024093 lamp
lamp 496 160 505 183 0.856419 0.143485 BG
lamp 503 148 507 162 0.81279 0.186076 BG
lamp 506 147 506 156 0.66523 0.328802 BG
lamp 506 138 507 142 0.553205 0.435092 BG
lamp 453 154 513 241 0.516116 0.482268 BG
lamp 14 160 26 183 0.489925 0.393247 BG
lamp 1 140 23 183 0.382609 0.260305 BG
lamp 1 23 23 179 0.310217 0.439195 BG
lamp 5 21 54 243 0.186444 0.668296 BG
lamp 3 137 51 198 0.183449 0.724567 BG
garbage_bin 59 195 66 202 0.381832 0.541527 BG
