bed 4 51 693 506 0.999296 0.000482 bed
chair 639 194 727 508 0.450799 0.466788 BG
chair 644 232 729 326 0.234972 0.600430 sofa_chair
chair 263 515 272 522 0.226165 0.592600 BG
chair 587 207 726 281 0.131224 0.764818 BG
chair 117 524 127 529 0.102945 0.352402 BG
sofa 725 193 729 202 0.217844 0.342928 BG
sofa 649 193 729 359 0.116767 0.597897 sofa_chair
table 561 132 713 349 0.289584 0.612027 BG
picture 640 3 729 85 0.593348 0.259933 BG
picture 521 4 539 68 0.556554 0.426731 BG
picture 718 67 723 76 0.245073 0.521210 BG
picture 535 5 684 69 0.227844 0.657247 BG
picture 614 90 698 148 0.18597 0.658178 BG
picture 527 38 531 44 0.181744 0.763790 BG
picture 497 85 505 123 0.147873 0.805118 BG
picture 610 21 629 37 0.141302 0.550670 BG
picture 491 274 492 277 0.113295 0.243629 BG
picture 664 58 677 70 0.109828 0.762347 BG
picture 521 43 529 65 0.100333 0.884770 BG
blinds 1 469 23 482 0.210568 0.694265 BG
blinds 4 477 8 480 0.157831 0.722211 BG
blinds 1 478 3 482 0.140163 0.706791 BG
blinds 381 2 498 175 0.124184 0.798731 curtain
pillow 14 55 160 162 0.860236 0.127687 BG
pillow 4 62 41 159 0.217147 0.514581 BG
pillow 271 120 275 125 0.13628 0.796041 BG
clothes 5 70 42 165 0.121577 0.514581 BG
paper 23 501 29 504 0.224698 0.448998 BG
paper 12 148 20 152 0.194687 0.195023 BG
paper 276 499 291 510 0.181998 0.517352 BG
paper 375 485 420 529 0.181946 0.531721 BG
paper 491 274 491 277 0.177953 0.243629 BG
paper 610 21 629 36 0.174432 0.550670 BG
paper 314 479 397 529 0.165103 0.547625 BG
paper 506 489 519 510 0.157895 0.593589 BG
paper 719 66 723 76 0.143185 0.521210 BG
paper 559 488 571 510 0.137529 0.693271 BG
paper 712 452 715 528 0.137241 0.228919 BG
paper 569 216 570 222 0.129272 0.697616 BG
paper 722 352 729 362 0.127784 0.113388 BG
paper 497 478 524 529 0.126302 0.468890 BG
paper 528 478 552 529 0.123431 0.497158 BG
paper 295 509 305 519 0.112084 0.553652 BG
paper 639 0 729 85 0.109473 0.259933 BG
paper 91 495 160 529 0.106657 0.423878 BG
paper 663 58 677 70 0.104529 0.762347 BG
paper 410 525 414 529 0.104332 0.194096 BG
paper 527 6 537 46 0.103249 0.668808 BG
towel 0 56 42 160 0.108463 0.514581 BG
box 445 164 447 166 0.355412 0.607879 BG
box 23 501 29 504 0.183673 0.448998 BG
box 276 498 291 510 0.15749 0.517352 BG
box 446 137 458 166 0.13533 0.753333 BG
box 506 487 519 510 0.129313 0.593589 BG
box 349 486 398 529 0.108413 0.445255 BG
box 314 493 351 529 0.108107 0.348297 BG
box 496 474 524 528 0.107992 0.468890 BG
box 409 524 413 529 0.103486 0.194096 BG
lamp 531 1 585 213 0.229947 0.758324 BG
lamp 724 128 724 134 0.113879 0.423692 BG
garbage_bin 711 354 729 527 0.120253 0.387510 BG
garbage_bin 721 352 729 362 0.116834 0.113388 BG
