bed 31 140 531 516 0.999166 0.000569 bed
chair 545 191 712 406 0.885753 0.110874 chair
chair 559 158 624 354 0.224659 0.629950 BG
sofa 263 184 315 219 0.119488 0.692513 BG
door 401 4 487 192 0.130903 0.686347 BG
picture 116 6 175 101 0.903341 0.075043 picture
picture 0 15 174 117 0.771571 0.178503 picture
picture 119 75 180 105 0.661416 0.292967 BG
picture 118 3 168 33 0.37482 0.462679 picture
picture 144 40 159 83 0.343072 0.643242 BG
picture 131 101 177 104 0.281153 0.624533 BG
picture 121 76 129 107 0.219181 0.536893 BG
picture 210 3 310 45 0.212851 0.526825 BG
picture 114 1 128 17 0.211373 0.467341 BG
picture 79 7 90 22 0.210611 0.501596 BG
picture 270 1 285 25 0.174875 0.615529 BG
picture 1 32 32 115 0.160078 0.771033 BG
picture 84 1 91 7 0.152885 0.747823 BG
picture 132 64 136 69 0.142452 0.832744 BG
picture 270 1 283 9 0.13928 0.627082 BG
picture 7 44 21 66 0.13595 0.699578 BG
picture 114 2 118 16 0.12844 0.619805 BG
picture 417 7 470 164 0.119692 0.697143 BG
picture 725 397 729 411 0.106089 0.405108 BG
picture 5 4 104 44 0.100669 0.760210 BG
pillow 248 46 318 95 0.830456 0.158237 light&&lamp
pillow 22 161 296 254 0.80369 0.189881 pillow
pillow 253 47 264 79 0.510811 0.469479 BG
pillow 13 196 153 261 0.479072 0.506116 pillow
pillow 152 158 272 212 0.446364 0.549372 pillow
pillow 234 187 276 218 0.362747 0.632238 BG
pillow 430 237 455 243 0.197207 0.798077 BG
pillow 256 186 263 193 0.176702 0.755854 BG
pillow 433 241 456 248 0.170971 0.825719 BG
pillow 432 247 469 256 0.169461 0.826197 BG
pillow 13 166 165 214 0.16528 0.828974 BG
pillow 405 234 434 251 0.165218 0.832772 BG
pillow 373 228 519 354 0.162805 0.831751 BG
pillow 497 250 515 315 0.158401 0.733408 BG
pillow 411 234 483 256 0.156936 0.837603 BG
pillow 269 201 278 214 0.150824 0.789078 BG
pillow 381 234 438 268 0.149307 0.848516 BG
pillow 270 212 284 217 0.148393 0.830103 BG
pillow 433 247 443 250 0.130731 0.867954 BG
pillow 421 242 434 251 0.117128 0.882403 BG
pillow 50 207 78 227 0.112558 0.885674 BG
pillow 451 241 467 246 0.111246 0.873679 BG
pillow 146 214 163 247 0.108647 0.888881 BG
pillow 424 237 499 283 0.100438 0.899062 BG
clothes 571 165 622 251 0.101659 0.483630 BG
paper 1 161 17 178 0.323686 0.509096 BG
paper 477 478 499 512 0.181657 0.527314 BG
paper 114 0 128 17 0.153134 0.467341 BG
paper 114 0 118 15 0.136634 0.619805 BG
paper 553 398 635 523 0.136233 0.591383 BG
paper 706 441 729 524 0.123259 0.341521 BG
paper 255 167 260 170 0.119628 0.712565 BG
paper 115 515 155 524 0.111267 0.377254 BG
paper 33 15 37 18 0.107942 0.764394 BG
paper 725 397 729 411 0.102104 0.405108 BG
box 91 41 98 44 0.185147 0.639274 BG
box 1 158 17 178 0.149827 0.509096 BG
lamp 242 92 314 188 0.115896 0.818364 BG
garbage_bin 704 444 729 524 0.103291 0.341521 BG
