bed 162 130 675 506 0.999344 0.000632 bed
chair 610 116 675 157 0.131192 0.668870 BG
sofa 713 307 729 325 0.121864 0.378396 BG
door 2 0 114 122 0.100847 0.519693 BG
picture 507 132 565 172 0.705591 0.267228 BG
picture 713 128 729 138 0.293593 0.323683 BG
picture 515 143 525 162 0.292584 0.686350 BG
picture 502 145 509 167 0.282283 0.623351 BG
picture 523 139 581 205 0.256554 0.662625 BG
picture 724 124 729 129 0.253182 0.274156 BG
picture 661 51 677 67 0.232644 0.421164 BG
picture 497 73 598 194 0.228891 0.749708 BG
picture 545 162 578 182 0.215827 0.643570 BG
picture 555 149 566 172 0.209427 0.609794 BG
picture 706 135 719 142 0.202273 0.590112 BG
picture 696 123 729 142 0.201021 0.379123 BG
picture 555 163 562 171 0.193113 0.629575 BG
picture 720 132 723 138 0.184873 0.588597 BG
picture 526 164 541 171 0.158639 0.744846 BG
picture 715 409 729 431 0.157698 0.336868 BG
picture 592 26 646 118 0.150257 0.457498 BG
picture 509 144 509 149 0.148336 0.791875 BG
picture 558 181 576 190 0.138342 0.809111 BG
picture 585 114 612 149 0.134148 0.740219 BG
picture 524 30 665 149 0.131618 0.741284 BG
picture 715 351 729 431 0.126857 0.401974 BG
picture 519 137 531 145 0.124612 0.822159 BG
picture 586 102 692 166 0.108174 0.736240 BG
picture 140 135 150 159 0.103703 0.485974 BG
blinds 6 1 111 114 0.108085 0.519693 BG
desk 65 237 195 354 0.384248 0.447646 night_stand
pillow 300 160 419 231 0.941926 0.058074 BG
pillow 368 173 452 232 0.556406 0.443583 BG
pillow 246 165 303 223 0.531289 0.468688 BG
pillow 223 142 472 266 0.279154 0.718968 pillow
pillow 594 26 633 74 0.10794 0.686176 BG
tv 599 91 615 97 0.174007 0.617159 BG
tv 139 137 150 159 0.134359 0.485974 BG
paper 159 292 180 329 0.274555 0.506456 BG
paper 160 293 185 297 0.240769 0.613755 BG
paper 530 182 532 185 0.193 0.716760 BG
paper 144 299 159 336 0.189933 0.634046 BG
paper 656 51 684 67 0.177125 0.454547 BG
paper 641 55 662 69 0.154593 0.569371 BG
paper 713 432 729 449 0.1372 0.249680 BG
paper 562 79 576 89 0.136203 0.655980 BG
paper 698 123 729 142 0.132561 0.379123 BG
paper 725 124 729 129 0.131301 0.274156 BG
paper 41 519 47 529 0.131048 0.214087 BG
paper 714 128 729 138 0.124714 0.323683 BG
paper 170 292 188 318 0.120375 0.699482 BG
paper 520 25 644 111 0.110183 0.408457 BG
paper 556 149 566 171 0.109462 0.609794 BG
paper 556 163 562 171 0.1074 0.629575 BG
paper 546 162 577 181 0.100415 0.643570 BG
box 40 518 48 529 0.25097 0.214087 BG
box 695 113 698 124 0.15411 0.606629 BG
box 593 25 648 84 0.144702 0.485232 BG
box 158 292 181 329 0.134847 0.506456 BG
box 640 55 663 69 0.123025 0.569371 BG
box 239 485 248 528 0.115408 0.453057 BG
box 655 51 685 66 0.11075 0.454547 BG
whiteboard 291 89 296 113 0.39767 0.417219 BG
whiteboard 7 4 146 171 0.375839 0.349994 BG
night_stand 96 263 199 336 0.199667 0.719786 night_stand
lamp 101 121 148 249 0.339255 0.603206 lamp
lamp 24 325 59 346 0.221012 0.357798 BG
garbage_bin 451 201 454 204 0.209556 0.569745 BG
garbage_bin 238 487 248 528 0.110858 0.453057 BG
garbage_bin 150 175 157 176 0.105354 0.695562 BG
garbage_bin 720 339 729 349 0.103493 0.382302 BG
