chair 280 172 471 454 0.984796 0.015021 chair
sofa 1 525 689 529 0.11782 0.174444 BG
sofa 470 98 729 488 0.105215 0.661771 BG
sofa 7 504 673 529 0.100638 0.322134 BG
table 408 210 510 409 0.157936 0.725100 BG
table 7 158 336 502 0.115042 0.331176 BG
counter 0 169 348 437 0.660054 0.277401 BG
blinds 0 4 357 149 0.260294 0.705418 curtain
blinds 139 3 227 145 0.173223 0.775735 BG
pillow 196 133 213 151 0.175035 0.816893 BG
pillow 414 135 444 156 0.147663 0.823898 BG
pillow 187 155 189 160 0.115662 0.780084 BG
pillow 195 146 207 151 0.106217 0.890848 BG
pillow 209 125 224 148 0.102364 0.893362 BG
clothes 140 88 199 159 0.132733 0.729220 BG
clothes 142 117 166 142 0.122906 0.701392 BG
clothes 157 114 166 123 0.118502 0.719884 BG
paper 1 162 111 228 0.253944 0.729882 BG
paper 16 165 22 169 0.218516 0.781175 BG
paper 27 165 58 173 0.133021 0.860959 BG
paper 238 45 239 48 0.13234 0.619420 BG
paper 16 144 30 163 0.108395 0.883860 BG
paper 4 148 72 190 0.102776 0.890844 BG
towel 149 111 152 115 0.116143 0.672276 BG
towel 253 88 268 130 0.10458 0.673286 BG
box 4 101 13 108 0.111934 0.639321 BG
box 135 134 142 141 0.103914 0.659493 BG
garbage_bin 182 167 185 170 0.265708 0.640549 BG
garbage_bin 173 164 177 166 0.237666 0.682689 BG
garbage_bin 172 180 178 185 0.187618 0.800808 BG
garbage_bin 174 158 177 165 0.147071 0.666979 BG
garbage_bin 158 152 185 170 0.130383 0.628526 BG
garbage_bin 156 180 180 196 0.127771 0.864232 BG
garbage_bin 178 160 193 185 0.120731 0.740328 BG
garbage_bin 165 162 172 169 0.100949 0.761835 BG
