cabinet 350 11 454 214 0.171962 0.771743 cabinet
chair 474 177 651 413 0.967953 0.026519 chair
chair 3 188 77 414 0.960559 0.034962 chair
chair 45 216 297 501 0.914115 0.078813 chair
chair 10 179 213 365 0.762492 0.216686 BG
chair 228 155 359 250 0.670476 0.302063 chair&&chair
chair 267 10 345 112 0.573413 0.416342 BG
chair 49 171 123 242 0.538286 0.446614 chair
chair 110 173 224 280 0.526875 0.439081 chair
chair 568 140 642 312 0.497398 0.491089 BG
chair 122 177 345 363 0.476962 0.514446 BG
chair 203 39 276 164 0.443545 0.206930 lamp
chair 75 178 141 317 0.40357 0.584143 BG
chair 223 151 304 205 0.3721 0.577041 BG
chair 211 170 219 172 0.357078 0.620882 BG
chair 99 189 126 202 0.35675 0.636066 BG
chair 99 166 137 210 0.355824 0.623564 BG
chair 680 144 729 248 0.334294 0.570809 BG
chair 226 169 246 209 0.332454 0.635797 BG
chair 222 153 257 254 0.331968 0.611008 BG
chair 82 182 108 257 0.297173 0.698618 BG
chair 261 166 264 167 0.280603 0.666419 BG
chair 114 159 250 210 0.27844 0.678478 BG
chair 143 179 155 182 0.267136 0.706551 BG
chair 194 171 219 175 0.266923 0.691042 BG
chair 251 164 252 166 0.240614 0.640082 BG
chair 255 151 304 168 0.237456 0.617961 BG
chair 697 141 729 188 0.228651 0.507322 BG
chair 302 156 332 206 0.223096 0.745863 BG
chair 244 165 252 174 0.220449 0.587072 BG
chair 142 176 195 199 0.215604 0.748330 BG
chair 122 173 138 199 0.200526 0.737379 BG
chair 61 222 93 239 0.18862 0.804615 BG
chair 605 147 654 229 0.18853 0.800398 BG
chair 113 36 267 212 0.18429 0.751380 BG
chair 310 49 352 121 0.179347 0.774195 BG
chair 323 150 388 220 0.179088 0.802610 chair
chair 268 42 359 226 0.175782 0.807650 BG
chair 109 164 125 177 0.17554 0.793824 BG
chair 147 168 155 181 0.170144 0.736508 BG
chair 302 159 319 178 0.168564 0.785759 BG
chair 156 168 161 182 0.16753 0.740712 BG
chair 256 15 270 62 0.167287 0.820472 BG
chair 127 171 149 180 0.159375 0.774914 BG
chair 31 190 51 196 0.158267 0.823350 BG
chair 253 162 264 169 0.151089 0.681847 BG
chair 253 113 303 169 0.147636 0.574390 BG
chair 232 11 297 105 0.14443 0.837355 BG
chair 117 200 199 240 0.143747 0.833036 BG
chair 158 168 182 181 0.141432 0.757479 BG
chair 467 163 530 185 0.137451 0.770105 BG
chair 226 196 233 224 0.135288 0.852958 BG
chair 315 149 355 195 0.130173 0.832191 BG
chair 121 172 126 180 0.128471 0.817466 BG
chair 345 173 383 193 0.125426 0.855606 BG
chair 313 181 334 204 0.106608 0.891312 BG
chair 213 158 218 164 0.100998 0.792748 BG
sofa 164 161 218 176 0.157253 0.552201 BG
table 138 216 573 508 0.991594 0.003447 table
table 178 41 270 102 0.134244 0.346099 BG
table 0 432 194 529 0.124374 0.670517 BG
table 33 243 295 510 0.123631 0.763207 chair
