bed 65 289 407 502 0.698434 0.261957 bed
chair 10 32 151 308 0.353075 0.394330 BG
chair 389 48 601 479 0.201728 0.695979 chair
table 616 172 728 437 0.363449 0.364549 desk
door 5 0 133 318 0.151029 0.561001 BG
bookshelf 45 6 313 309 0.168977 0.773371 shelves
picture 351 4 360 80 0.210204 0.625380 BG
picture 177 1 208 41 0.183929 0.704914 BG
picture 5 4 65 70 0.171189 0.566777 BG
picture 192 2 261 37 0.140146 0.834416 BG
picture 155 2 175 27 0.137892 0.646577 BG
picture 271 1 298 7 0.111617 0.821339 BG
counter 615 185 729 398 0.106106 0.443000 BG
blinds 3 390 45 416 0.429044 0.520434 BG
blinds 0 414 22 441 0.180948 0.569020 BG
blinds 0 411 4 415 0.141646 0.767750 BG
blinds 0 414 6 423 0.138365 0.707101 BG
blinds 1 398 105 462 0.123116 0.696199 BG
clothes 351 10 418 283 0.108437 0.696231 BG
paper 1 310 27 324 0.308317 0.442622 BG
paper 2 472 22 492 0.289757 0.542653 BG
paper 1 462 14 479 0.285638 0.593848 BG
paper 552 507 552 510 0.279584 0.273146 BG
paper 197 40 235 72 0.268331 0.580195 BG
paper 1 305 39 313 0.239198 0.453018 BG
paper 167 487 169 488 0.228279 0.407992 BG
paper 2 296 50 310 0.213294 0.523147 BG
paper 1 477 8 490 0.212689 0.641805 BG
paper 163 471 189 512 0.203203 0.408315 BG
paper 700 429 729 502 0.1999 0.177392 BG
paper 164 501 173 512 0.195265 0.334948 BG
paper 177 483 184 490 0.189951 0.575117 BG
paper 544 470 549 475 0.174562 0.615648 BG
paper 202 485 215 507 0.171087 0.550736 BG
paper 712 480 729 525 0.170981 0.429791 BG
paper 1 459 43 490 0.166184 0.662498 BG
paper 177 472 190 490 0.16477 0.590999 BG
paper 698 416 729 429 0.164375 0.521426 BG
paper 721 416 729 418 0.159255 0.379215 BG
paper 727 401 729 404 0.158125 0.340280 BG
paper 239 500 246 511 0.150901 0.537933 BG
paper 544 477 547 480 0.144587 0.722041 BG
paper 720 481 729 503 0.135738 0.380759 BG
paper 546 463 555 489 0.134533 0.746466 BG
paper 7 445 43 472 0.129164 0.647306 BG
paper 243 497 251 500 0.125016 0.598546 BG
paper 259 514 260 521 0.121564 0.614721 BG
paper 713 463 729 491 0.120273 0.530019 BG
paper 231 500 260 525 0.119272 0.664214 BG
paper 156 492 178 524 0.115942 0.605803 BG
paper 1 457 3 461 0.11313 0.830263 BG
paper 232 512 240 525 0.109535 0.572435 BG
paper 10 488 47 519 0.107526 0.562193 BG
paper 689 417 729 452 0.106096 0.530687 BG
paper 1 439 10 447 0.105491 0.700264 BG
paper 212 513 212 516 0.104533 0.548302 BG
towel 351 51 377 304 0.153679 0.763646 BG
towel 363 0 415 299 0.120769 0.696644 BG
box 696 415 729 506 0.442869 0.241174 BG
box 721 415 723 419 0.268154 0.492768 BG
box 697 416 729 430 0.238043 0.521426 BG
box 164 500 174 512 0.234212 0.334948 BG
box 168 487 170 488 0.224777 0.407992 BG
box 552 506 552 510 0.165345 0.273146 BG
box 1 305 39 312 0.139207 0.453018 BG
box 239 499 247 511 0.133604 0.537933 BG
box 727 400 729 404 0.131849 0.340280 BG
box 243 497 251 500 0.119057 0.598546 BG
box 618 168 726 524 0.1166 0.220038 desk
box 1 310 28 323 0.109736 0.442622 BG
box 673 329 727 469 0.109058 0.772961 BG
box 164 467 190 512 0.101838 0.408315 BG
toilet 722 79 729 110 0.134746 0.197651 BG
lamp 0 98 66 144 0.867098 0.121503 BG
lamp 723 79 729 110 0.323543 0.197651 BG
lamp 0 69 102 211 0.24724 0.513512 BG
garbage_bin 161 469 190 512 0.122235 0.408315 BG
