bed 0 104 264 429 0.819393 0.177369 bed
chair 451 172 575 383 0.453217 0.520597 stool
chair 171 71 261 135 0.133355 0.849365 BG
sofa 421 121 590 401 0.104996 0.238705 stool
door 442 101 450 189 0.108454 0.712407 BG
picture 3 1 155 41 0.126896 0.413651 BG
counter 151 205 590 440 0.14499 0.632953 floor
pillow 14 63 94 148 0.558265 0.376311 bag
pillow 2 231 31 294 0.53597 0.458180 BG
pillow 5 236 119 351 0.454465 0.539361 BG
pillow 34 115 92 144 0.362624 0.631073 BG
pillow 41 89 81 122 0.326767 0.598451 BG
pillow 25 91 50 126 0.29999 0.659288 BG
pillow 38 137 50 146 0.237876 0.761013 BG
pillow 1 242 6 290 0.223146 0.746973 BG
pillow 466 149 590 219 0.151354 0.554384 BG
pillow 67 134 76 140 0.144101 0.848676 BG
pillow 0 304 170 440 0.143291 0.571401 BG
pillow 6 28 205 149 0.137463 0.093740 bag
pillow 45 143 65 152 0.137099 0.860916 BG
pillow 1 224 32 244 0.120447 0.877249 BG
pillow 44 146 49 149 0.101905 0.892204 BG
clothes 439 146 590 315 0.841767 0.056818 stool
clothes 255 0 282 119 0.79013 0.119225 BG
clothes 192 3 282 121 0.781112 0.147090 clothes
clothes 232 0 331 189 0.740209 0.214091 BG
clothes 19 0 147 142 0.629851 0.102832 bag
clothes 216 0 277 44 0.506822 0.339606 BG
clothes 94 0 109 18 0.391566 0.439514 BG
clothes 86 0 124 38 0.363338 0.291813 BG
clothes 266 152 307 226 0.267211 0.521670 BG
clothes 66 32 166 101 0.229203 0.228344 BG
clothes 11 1 146 40 0.219697 0.413651 BG
clothes 12 27 84 107 0.207944 0.710985 BG
clothes 265 0 281 21 0.182372 0.785525 BG
clothes 66 15 125 66 0.176005 0.505625 BG
clothes 465 158 585 219 0.139419 0.835764 BG
clothes 192 0 218 54 0.119663 0.624486 BG
clothes 75 6 102 35 0.110894 0.799899 BG
clothes 256 33 275 59 0.108804 0.744627 BG
paper 169 57 239 82 0.473213 0.363283 BG
paper 193 398 208 412 0.409572 0.532821 BG
paper 182 73 190 78 0.394007 0.582932 BG
paper 176 69 212 86 0.29239 0.674321 BG
paper 204 57 210 80 0.213319 0.724967 BG
paper 269 166 271 169 0.21062 0.651148 BG
paper 41 95 46 99 0.176216 0.654242 BG
paper 1 416 14 440 0.15747 0.506059 BG
paper 141 40 160 73 0.154046 0.326937 BG
paper 157 62 172 83 0.134298 0.792228 BG
paper 130 30 145 51 0.128452 0.368377 BG
paper 166 83 175 89 0.113862 0.799683 BG
paper 250 161 255 164 0.109031 0.762975 BG
paper 131 32 175 99 0.108652 0.467539 BG
paper 113 32 161 65 0.100893 0.558041 BG
towel 257 3 325 149 0.158509 0.435496 BG
towel 255 40 280 122 0.137393 0.780191 BG
towel 274 45 275 47 0.119264 0.618852 BG
towel 254 43 266 66 0.109574 0.798993 BG
box 329 125 404 200 0.400596 0.498707 BG
box 409 171 440 191 0.173302 0.610728 BG
box 0 415 13 439 0.150849 0.506059 BG
box 130 29 145 50 0.144453 0.368377 BG
box 104 2 142 31 0.130885 0.465062 BG
bag 22 24 161 135 0.527788 0.053894 bag
bag 67 37 141 85 0.265799 0.489141 BG
bag 104 51 141 108 0.232467 0.543889 BG
bag 33 18 126 65 0.175502 0.576605 BG
bag 75 3 122 38 0.160114 0.327775 BG
bag 24 65 82 122 0.153594 0.557341 bag
bag 80 37 118 60 0.137506 0.753650 BG
bag 268 145 307 230 0.116141 0.528308 BG
bag 451 142 590 277 0.110262 0.064090 stool
bag 93 18 141 62 0.10814 0.492703 BG
garbage_bin 256 92 402 252 0.115848 0.648796 BG
garbage_bin 383 78 452 183 0.112041 0.732272 BG
