chair 377 130 587 428 0.978493 0.020234 chair
table 56 319 481 434 0.110516 0.687362 floor
door 204 8 340 392 0.172665 0.323858 BG
door 2 10 223 440 0.166153 0.422385 BG
door 1 124 20 213 0.162051 0.257333 BG
door 1 122 60 407 0.123308 0.240119 BG
picture 203 3 224 59 0.135535 0.788848 BG
blinds 219 3 337 346 0.569086 0.247252 BG
blinds 206 3 315 125 0.395456 0.498073 BG
blinds 15 3 217 398 0.384514 0.422385 BG
blinds 255 239 314 287 0.130182 0.662771 BG
blinds 38 59 180 153 0.127984 0.776873 BG
clothes 510 3 590 173 0.472385 0.280793 clothes&&towel
clothes 535 29 590 91 0.128289 0.757139 BG
clothes 557 51 590 152 0.120302 0.678117 BG
paper 546 291 550 297 0.277536 0.665775 BG
paper 2 382 71 440 0.196807 0.083370 BG
paper 584 167 590 174 0.155064 0.314263 BG
paper 179 314 192 318 0.146454 0.733431 BG
paper 578 159 590 174 0.145747 0.417341 BG
paper 73 429 90 440 0.135942 0.329858 BG
paper 74 422 117 440 0.135571 0.274057 BG
paper 494 400 513 424 0.128163 0.673332 BG
paper 520 413 526 430 0.123065 0.657976 BG
paper 575 244 588 258 0.122621 0.540414 BG
paper 450 306 461 313 0.119843 0.840166 BG
paper 40 304 40 306 0.1189 0.445119 BG
paper 503 238 510 255 0.117987 0.830113 BG
paper 21 228 32 259 0.115954 0.360686 BG
paper 530 175 560 185 0.114293 0.802930 BG
paper 503 212 536 239 0.112663 0.808835 BG
paper 1 126 31 254 0.108365 0.167781 BG
paper 27 254 33 264 0.107125 0.304534 BG
towel 28 254 42 302 0.187648 0.357018 BG
towel 40 304 41 306 0.182264 0.445119 BG
towel 28 254 33 264 0.17717 0.304534 BG
towel 22 227 33 263 0.136062 0.359467 BG
towel 40 304 41 310 0.100093 0.735121 BG
box 478 171 590 274 0.454875 0.430666 cartoon
box 67 407 76 429 0.337222 0.410675 BG
box 508 183 562 230 0.326654 0.614965 BG
box 72 428 90 440 0.171399 0.329858 BG
box 72 421 119 440 0.170158 0.274057 BG
box 2 382 75 439 0.156059 0.083370 BG
box 338 267 390 332 0.128431 0.769982 BG
box 331 319 395 342 0.108606 0.860740 BG
whiteboard 0 147 59 400 0.13671 0.207525 BG
person 575 91 590 155 0.362456 0.291095 BG
person 588 293 590 300 0.200408 0.624071 BG
person 583 290 590 328 0.115198 0.685820 BG
bag 535 27 589 152 0.264903 0.361228 towel
bag 574 81 590 153 0.165026 0.246141 BG
bag 542 1 589 31 0.151281 0.605222 towel
bag 492 79 587 193 0.116389 0.533195 BG
bag 553 74 582 133 0.1049 0.763910 BG
garbage_bin 0 384 72 440 0.128188 0.083370 BG
