bed 203 167 590 428 0.994699 0.002630 bed
chair 375 440 377 440 0.145936 0.178175 BG
table 0 162 405 440 0.204476 0.752367 BG
table 298 430 378 440 0.155258 0.558294 BG
table 0 436 27 440 0.116073 0.227696 BG
door 231 1 317 223 0.117502 0.637023 BG
door 4 0 47 121 0.103703 0.286359 lamp
picture 179 67 184 80 0.516202 0.474591 BG
picture 169 20 188 100 0.493879 0.454077 BG
picture 389 1 505 129 0.394999 0.307623 BG
picture 180 73 187 89 0.354156 0.630163 BG
picture 116 0 203 121 0.172664 0.782360 tv
picture 571 1 580 17 0.160257 0.593786 BG
picture 279 1 300 32 0.150114 0.609515 BG
picture 175 80 185 97 0.101089 0.887048 BG
dresser 423 45 446 64 0.158043 0.572084 BG
dresser 415 31 446 49 0.110338 0.720629 BG
pillow 302 198 462 314 0.3503 0.541425 sweater&&clothes
pillow 436 204 507 288 0.296266 0.638690 BG
pillow 314 196 435 236 0.22389 0.727010 BG
pillow 322 236 418 290 0.171952 0.757114 BG
pillow 528 428 573 440 0.150675 0.680899 BG
pillow 374 321 387 354 0.127222 0.827835 BG
pillow 431 200 585 401 0.126751 0.550592 BG
pillow 373 321 418 377 0.12236 0.821613 BG
pillow 431 205 446 225 0.103281 0.876887 BG
pillow 404 205 444 243 0.102074 0.860655 BG
mirror 219 0 301 246 0.125082 0.430112 BG
clothes 227 375 233 387 0.4626 0.424070 BG
clothes 222 314 260 415 0.388955 0.497375 BG
clothes 227 348 234 393 0.321333 0.532661 BG
clothes 218 318 231 398 0.207628 0.652511 BG
clothes 228 362 232 378 0.203552 0.673389 BG
clothes 217 252 305 426 0.19577 0.751137 BG
clothes 424 268 465 303 0.155023 0.731256 BG
clothes 323 231 471 322 0.151009 0.633087 sweater&&clothes
clothes 220 390 223 395 0.144661 0.839192 BG
clothes 230 369 240 374 0.124806 0.760254 BG
clothes 225 237 466 430 0.109221 0.700839 blanket&&bed
fridge 1 2 51 123 0.128999 0.286359 lamp
tv 386 12 506 134 0.124691 0.307623 BG
tv 225 22 298 230 0.123413 0.430112 BG
paper 268 281 277 288 0.331488 0.658675 BG
paper 165 405 191 424 0.214902 0.602589 BG
paper 94 422 96 424 0.200661 0.522179 BG
paper 251 268 269 285 0.185904 0.790044 BG
paper 285 270 295 278 0.169627 0.755622 BG
paper 94 394 124 424 0.168566 0.573357 BG
paper 48 164 50 176 0.146024 0.595256 BG
paper 372 376 413 440 0.145645 0.201200 BG
paper 67 206 73 213 0.134687 0.347903 BG
paper 259 301 266 311 0.115476 0.826563 BG
towel 409 370 423 419 0.190849 0.706070 BG
towel 404 380 477 440 0.151721 0.500782 BG
towel 420 335 445 416 0.149835 0.745262 BG
towel 218 326 244 394 0.143921 0.600850 BG
towel 227 352 233 390 0.110299 0.532661 BG
box 26 439 29 440 0.127978 0.705149 BG
box 165 404 192 424 0.110789 0.602589 BG
box 94 422 96 424 0.108866 0.522179 BG
box 371 372 414 439 0.107638 0.201200 BG
box 179 219 209 240 0.105078 0.672480 BG
box 415 416 421 436 0.101688 0.445581 BG
whiteboard 0 38 17 117 0.463172 0.201993 BG
lamp 183 1 219 24 0.366352 0.613450 BG
lamp 15 118 18 122 0.238187 0.738579 BG
lamp 171 1 203 80 0.187737 0.750795 BG
lamp 2 117 25 123 0.122937 0.731238 BG
bag 424 284 431 290 0.124289 0.647518 BG
garbage_bin 236 193 238 201 0.311745 0.599642 BG
garbage_bin 443 415 479 440 0.196549 0.312995 BG
garbage_bin 235 25 311 245 0.15509 0.581102 BG
garbage_bin 237 185 254 204 0.130848 0.775668 BG
garbage_bin 239 192 297 225 0.115348 0.714255 BG
garbage_bin 368 373 414 439 0.114038 0.201200 BG
