chair 16 142 230 526 0.993484 0.004754 chair
picture 4 2 114 59 0.162415 0.165944 curtain
picture 371 0 438 52 0.155532 0.521697 BG
picture 670 1 729 56 0.111048 0.266459 BG
picture 17 240 30 244 0.100324 0.153941 BG
paper 690 505 693 508 0.242771 0.242450 BG
paper 691 487 702 503 0.221936 0.355577 BG
paper 688 489 691 495 0.221861 0.313469 BG
paper 17 240 29 244 0.221404 0.153941 BG
paper 228 175 263 206 0.221058 0.693262 BG
paper 690 482 699 489 0.214181 0.422156 BG
paper 226 180 229 181 0.208492 0.739899 BG
paper 606 508 610 510 0.198663 0.296171 BG
paper 558 494 559 501 0.197477 0.341165 BG
paper 465 494 466 496 0.192432 0.386960 BG
paper 384 507 395 511 0.19122 0.364730 BG
paper 252 173 260 180 0.189923 0.660178 BG
paper 623 506 628 512 0.185453 0.315137 BG
paper 276 488 286 505 0.183336 0.438505 BG
paper 703 481 703 482 0.182935 0.249300 BG
paper 281 495 287 496 0.178601 0.529533 BG
paper 445 491 447 492 0.178084 0.427268 BG
paper 521 489 527 491 0.176298 0.477716 BG
paper 394 500 397 506 0.169311 0.458388 BG
paper 717 411 729 419 0.168677 0.157332 BG
paper 509 496 512 499 0.16772 0.486675 BG
paper 702 398 729 413 0.167048 0.223923 BG
paper 416 497 418 501 0.163736 0.453123 BG
paper 638 481 688 529 0.162298 0.354692 BG
paper 688 413 729 437 0.161852 0.215288 BG
paper 686 270 696 273 0.160583 0.614687 BG
paper 654 435 729 529 0.16058 0.366833 BG
paper 718 50 729 56 0.157462 0.175674 BG
paper 171 495 178 511 0.15538 0.449497 BG
paper 238 501 240 510 0.149418 0.385033 BG
paper 263 180 279 193 0.145374 0.844149 BG
paper 1 479 31 529 0.144682 0.243622 BG
paper 267 177 269 178 0.14303 0.808283 BG
paper 719 438 729 442 0.142771 0.158253 BG
paper 230 503 234 510 0.141446 0.373907 BG
paper 397 497 399 499 0.140324 0.532813 BG
paper 606 478 623 496 0.13498 0.595799 BG
paper 524 464 560 529 0.134726 0.323017 BG
paper 248 152 250 158 0.131777 0.511631 BG
paper 687 449 704 488 0.129712 0.618945 BG
paper 1 466 13 480 0.125999 0.192435 BG
paper 228 495 235 502 0.125089 0.525471 BG
paper 32 208 47 222 0.124917 0.317198 BG
paper 208 494 240 511 0.124336 0.526764 BG
paper 691 409 695 410 0.123326 0.420695 BG
paper 444 486 447 491 0.120983 0.615086 BG
paper 152 496 163 515 0.11866 0.361691 BG
paper 654 474 687 495 0.117201 0.697528 BG
paper 224 497 229 503 0.116197 0.544135 BG
paper 346 473 384 529 0.116101 0.465750 BG
paper 149 495 194 529 0.115477 0.299926 BG
paper 639 480 643 495 0.114296 0.662381 BG
paper 508 482 514 496 0.113459 0.644567 BG
paper 282 498 288 517 0.112141 0.319262 BG
paper 205 497 208 507 0.11067 0.578360 BG
paper 623 495 640 529 0.11067 0.292450 BG
paper 433 445 489 529 0.110091 0.579961 BG
paper 720 512 729 529 0.105652 0.061112 BG
paper 671 1 729 56 0.104844 0.266459 BG
paper 193 175 234 187 0.104453 0.832962 BG
paper 255 489 288 529 0.102061 0.324943 BG
paper 396 495 416 529 0.101175 0.297395 BG
paper 235 489 239 493 0.100347 0.662600 BG
box 687 489 692 495 0.252179 0.313469 BG
box 690 408 695 410 0.233326 0.420695 BG
box 689 504 693 508 0.22031 0.242450 BG
box 464 494 467 496 0.220137 0.386960 BG
box 557 494 560 501 0.211838 0.341165 BG
box 605 508 610 510 0.207935 0.296171 BG
box 444 491 448 492 0.20041 0.427268 BG
box 702 480 703 483 0.191907 0.249300 BG
box 622 506 628 512 0.188836 0.315137 BG
box 521 489 527 491 0.173607 0.477716 BG
box 509 496 512 499 0.169348 0.486675 BG
box 397 497 399 499 0.146385 0.532813 BG
box 690 485 702 503 0.141822 0.355577 BG
box 690 481 700 489 0.137937 0.422156 BG
box 383 507 395 511 0.137838 0.364730 BG
box 415 497 418 501 0.137801 0.453123 BG
box 393 500 397 506 0.136863 0.458388 BG
box 281 495 287 496 0.134894 0.529533 BG
box 275 487 286 505 0.134167 0.438505 BG
box 237 501 240 510 0.13338 0.385033 BG
box 380 1 437 51 0.128544 0.452238 BG
box 170 494 178 511 0.126143 0.449497 BG
box 1 477 32 529 0.121926 0.243622 BG
box 229 503 234 510 0.120882 0.373907 BG
box 480 511 487 529 0.110539 0.287706 BG
box 227 495 235 502 0.109891 0.525471 BG
box 207 493 240 511 0.104169 0.526764 BG
box 637 477 687 529 0.103978 0.354692 BG
box 127 510 150 529 0.103094 0.259314 BG
box 223 497 229 503 0.101171 0.544135 BG
box 622 494 639 529 0.100804 0.292450 BG
box 652 428 729 529 0.100389 0.366833 BG
lamp 9 3 111 62 0.411781 0.165944 curtain
lamp 271 34 274 44 0.193962 0.727243 BG
garbage_bin 1 465 13 480 0.138326 0.192435 BG
garbage_bin 700 433 729 512 0.127498 0.152268 BG
garbage_bin 32 207 48 223 0.121753 0.317198 BG
garbage_bin 32 283 40 290 0.103766 0.486022 BG
garbage_bin 719 512 729 529 0.1013 0.061112 BG
garbage_bin 284 446 292 450 0.100952 0.757467 BG
