bed 7 77 512 517 0.998934 0.000672 bed
chair 572 218 729 529 0.65501 0.190008 BG
chair 487 172 500 177 0.154986 0.830637 BG
chair 485 180 498 205 0.152662 0.781997 BG
chair 476 187 477 190 0.141254 0.831627 BG
chair 472 151 499 179 0.140411 0.835006 BG
chair 475 175 486 207 0.119104 0.831450 BG
chair 439 163 497 207 0.11002 0.792945 BG
sofa 726 329 729 335 0.565786 0.067263 BG
sofa 510 151 723 308 0.318626 0.462712 sofa
sofa 518 195 729 519 0.317618 0.343760 BG
sofa 722 300 729 313 0.143943 0.391230 BG
sofa 424 125 525 174 0.13035 0.741654 BG
table 567 275 716 527 0.181412 0.362130 BG
table 449 152 726 259 0.147855 0.494762 sofa
table 432 153 499 209 0.107874 0.741479 BG
picture 200 2 244 52 0.713255 0.184445 BG
picture 231 49 243 62 0.157782 0.779930 BG
picture 559 88 567 99 0.155007 0.729065 BG
picture 139 0 240 71 0.152778 0.656126 BG
picture 583 116 585 121 0.147776 0.557163 BG
picture 557 92 562 96 0.144598 0.775892 BG
picture 722 98 729 118 0.122575 0.484918 BG
picture 518 99 557 117 0.119546 0.764950 BG
picture 455 87 499 133 0.119524 0.651912 BG
picture 404 75 439 120 0.115031 0.709929 BG
picture 164 54 236 71 0.111884 0.827282 BG
picture 672 107 700 134 0.109861 0.611907 BG
picture 707 97 724 114 0.104525 0.639766 BG
counter 404 130 428 142 0.141348 0.636430 BG
counter 415 142 423 144 0.130289 0.583503 BG
counter 389 144 424 150 0.121538 0.804690 BG
counter 360 184 366 194 0.112517 0.832084 BG
desk 495 123 728 263 0.160158 0.531271 sofa
pillow 19 131 203 212 0.815549 0.184362 pillow
pillow 193 127 309 213 0.361309 0.638687 BG
pillow 6 145 49 208 0.360441 0.639181 BG
pillow 12 167 40 187 0.205113 0.788319 BG
pillow 198 123 249 151 0.16554 0.830004 BG
pillow 32 175 159 222 0.122459 0.877539 BG
pillow 196 157 225 182 0.112478 0.852454 BG
pillow 198 176 246 216 0.10393 0.896064 BG
tv 707 0 723 4 0.510719 0.411173 BG
tv 0 83 8 104 0.13614 0.557443 BG
tv 130 4 133 7 0.11827 0.763513 BG
paper 691 16 729 26 0.131026 0.411626 BG
paper 665 20 729 45 0.121471 0.517848 BG
paper 195 353 230 395 0.106979 0.759978 BG
paper 47 447 49 450 0.103278 0.590305 BG
paper 707 97 729 118 0.100254 0.547244 BG
box 699 121 705 144 0.210878 0.545214 BG
box 1 513 10 519 0.164776 0.422373 BG
box 672 122 704 147 0.134183 0.679074 BG
person 599 106 626 122 0.149405 0.676301 BG
person 609 118 627 141 0.13019 0.635532 lamp
person 469 104 497 119 0.125368 0.614842 BG
person 603 112 613 131 0.121711 0.735731 BG
person 584 92 594 122 0.120201 0.573453 BG
night_stand 501 150 720 263 0.168613 0.383642 sofa
lamp 275 45 315 127 0.738563 0.256218 lamp&&lamp
lamp 271 25 443 141 0.472137 0.521166 dresser_mirror
lamp 275 83 282 88 0.431782 0.567794 BG
lamp 280 88 296 102 0.413571 0.586082 BG
lamp 298 89 310 104 0.269248 0.728560 BG
lamp 371 57 436 122 0.226896 0.759266 BG
lamp 261 85 266 88 0.225086 0.740583 BG
lamp 258 78 290 140 0.20926 0.786038 BG
lamp 533 31 584 51 0.198894 0.770290 BG
lamp 281 84 339 103 0.185286 0.810643 BG
lamp 275 28 356 93 0.167355 0.825830 BG
lamp 385 66 411 110 0.156408 0.836302 BG
lamp 312 89 315 92 0.147683 0.829027 BG
lamp 456 96 498 163 0.141505 0.712297 lamp
lamp 218 62 351 139 0.12878 0.868793 BG
lamp 522 44 570 117 0.118287 0.769079 BG
lamp 484 97 499 130 0.100106 0.619492 BG
bag 577 501 646 529 0.119109 0.179555 BG
garbage_bin 513 255 528 270 0.184254 0.740099 BG
