bed 0 16 122 272 0.953573 0.036899 bed
chair 356 105 590 436 0.975709 0.006323 chair&&desk
table 327 30 587 440 0.519946 0.044259 chair&&desk
picture 367 348 378 351 0.196232 0.544159 BG
picture 376 351 380 356 0.195268 0.417577 BG
picture 362 346 367 351 0.17957 0.630411 BG
picture 300 43 317 90 0.132275 0.325862 BG
picture 354 347 362 352 0.127932 0.690469 BG
picture 295 315 319 334 0.120955 0.716573 BG
picture 373 345 386 355 0.11218 0.611407 BG
picture 356 333 387 356 0.108686 0.431070 BG
picture 367 336 383 347 0.104845 0.580053 BG
desk 332 62 590 419 0.867634 0.002225 chair&&desk
pillow 78 0 89 4 0.168496 0.793139 BG
clothes 5 138 140 251 0.517937 0.288105 clothes
clothes 113 118 207 277 0.202093 0.703112 back_pack
clothes 115 155 153 268 0.172755 0.663865 BG
paper 109 50 129 62 0.356317 0.621870 BG
paper 355 333 364 338 0.35317 0.554067 BG
paper 97 44 142 71 0.344498 0.553711 BG
paper 344 327 373 351 0.318799 0.406056 BG
paper 122 43 139 58 0.284932 0.669382 BG
paper 104 48 113 56 0.275911 0.710804 BG
paper 345 315 400 357 0.207462 0.593549 BG
paper 487 0 488 6 0.206812 0.556706 BG
paper 361 337 368 343 0.189987 0.710953 BG
paper 346 329 351 331 0.187092 0.757709 BG
paper 356 339 363 347 0.167905 0.627844 BG
paper 484 0 488 22 0.127666 0.664365 BG
paper 376 352 380 356 0.122358 0.417577 BG
paper 367 337 383 347 0.12012 0.580053 BG
paper 108 53 113 55 0.115262 0.870051 BG
paper 562 143 565 144 0.106875 0.716560 BG
paper 367 349 378 351 0.103181 0.544159 BG
towel 211 209 225 257 0.108092 0.706826 BG
box 344 326 375 351 0.18949 0.406056 BG
box 343 314 403 358 0.150687 0.593549 BG
box 298 409 328 415 0.121477 0.417538 BG
box 138 97 140 102 0.118469 0.747583 BG
box 129 96 139 104 0.112595 0.765745 BG
box 356 339 363 346 0.106691 0.627844 BG
box 487 0 489 5 0.104699 0.556706 BG
box 367 336 383 346 0.104118 0.580053 BG
box 376 351 380 355 0.102676 0.417577 BG
whiteboard 300 41 318 95 0.10801 0.325862 BG
lamp 487 0 586 45 0.451948 0.300993 BG
lamp 528 0 573 21 0.195305 0.611266 BG
lamp 301 39 317 93 0.11527 0.325862 BG
bag 112 191 140 282 0.318409 0.471150 BG
bag 129 174 173 266 0.108334 0.721387 BG
garbage_bin 296 409 329 415 0.112003 0.417538 BG
