cabinet 10 113 148 379 0.368447 0.523573 cabinet
chair 238 135 529 514 0.638618 0.219980 sofa_chair
chair 613 99 718 266 0.303826 0.495905 BG
chair 582 116 721 486 0.218041 0.532431 BG
chair 691 110 723 201 0.143703 0.795455 BG
chair 696 172 718 200 0.12312 0.809078 BG
chair 194 142 275 378 0.106544 0.569965 BG
sofa 209 165 556 529 0.495963 0.201270 sofa_chair
bookshelf 41 19 357 338 0.973777 0.019862 BG
bookshelf 381 23 614 243 0.773134 0.223293 cubby
bookshelf 236 16 426 292 0.596179 0.356402 BG
bookshelf 374 17 463 171 0.497119 0.487254 BG
bookshelf 172 4 346 179 0.392799 0.433827 BG
bookshelf 528 6 612 133 0.31808 0.671620 BG
bookshelf 181 22 259 366 0.286295 0.599593 BG
bookshelf 209 0 337 66 0.252746 0.679534 BG
bookshelf 535 33 612 53 0.227277 0.746578 BG
bookshelf 367 33 405 251 0.14274 0.824324 BG
bookshelf 331 4 347 156 0.132014 0.801998 BG
bookshelf 399 107 456 176 0.126018 0.817018 BG
bookshelf 465 6 573 144 0.121893 0.872750 BG
bookshelf 458 2 514 87 0.110019 0.814732 BG
picture 3 1 129 40 0.836744 0.112012 painting
picture 108 2 124 39 0.614174 0.320551 BG
picture 62 0 113 28 0.466638 0.480236 BG
picture 386 1 389 8 0.304834 0.508534 BG
picture 13 1 45 11 0.160585 0.403627 BG
picture 7 9 114 111 0.158374 0.595502 BG
picture 1 1 72 22 0.122326 0.437086 picture
counter 6 332 534 525 0.240299 0.595475 BG
desk 596 176 718 468 0.176658 0.331219 BG
tv 1 285 52 369 0.11282 0.565777 BG
paper 39 178 82 228 0.693169 0.297745 BG
paper 211 242 249 254 0.530506 0.369844 BG
paper 211 253 229 257 0.425372 0.516345 BG
paper 49 228 64 231 0.343816 0.589961 BG
paper 212 219 247 241 0.340542 0.532518 BG
paper 46 229 47 231 0.335 0.532287 BG
paper 24 210 28 213 0.29175 0.562370 BG
paper 39 176 76 183 0.290802 0.697630 BG
paper 4 152 73 234 0.202512 0.758134 BG
paper 714 241 729 261 0.197751 0.319193 BG
paper 23 161 45 232 0.17397 0.808383 BG
paper 211 192 252 266 0.137446 0.577745 BG
paper 13 0 44 11 0.108484 0.403627 BG
paper 719 228 729 242 0.103233 0.599738 BG
paper 211 253 247 266 0.102943 0.769699 BG
paper 27 208 40 241 0.10229 0.872694 BG
box 210 190 246 220 0.330926 0.625290 BG
box 207 148 209 151 0.2123 0.516510 BG
box 643 48 683 88 0.212148 0.583739 BG
box 207 138 209 144 0.20002 0.573438 BG
box 714 239 729 260 0.190543 0.319193 BG
box 194 168 254 277 0.182564 0.693642 BG
box 719 133 721 134 0.154107 0.606389 BG
box 211 150 217 159 0.130708 0.696783 BG
box 722 114 729 135 0.129022 0.477275 BG
box 716 124 729 149 0.128054 0.455215 BG
box 229 169 239 192 0.115194 0.828104 BG
box 211 219 249 243 0.100943 0.532518 BG
lamp 7 29 118 127 0.700019 0.220882 BG
garbage_bin 617 241 727 464 0.147487 0.539648 BG
garbage_bin 520 353 540 406 0.123041 0.863494 BG
garbage_bin 715 412 729 446 0.104592 0.234460 BG
