cabinet 420 24 590 304 0.670606 0.296755 cabinet
bed 373 290 590 430 0.605264 0.229738 BG
table 56 256 356 395 0.150575 0.625267 BG
table 0 340 117 438 0.145651 0.705991 BG
door 2 109 113 339 0.110519 0.207496 BG
picture 380 112 409 136 0.175066 0.589332 BG
picture 402 117 408 124 0.147038 0.628615 BG
picture 378 126 385 131 0.13289 0.626738 BG
picture 391 112 402 130 0.109132 0.670050 BG
counter 5 258 353 388 0.237535 0.551620 BG
pillow 435 422 448 430 0.100336 0.599755 BG
paper 578 93 590 127 0.673881 0.179495 BG
paper 344 384 352 392 0.307976 0.139302 BG
paper 180 427 182 427 0.29043 0.289353 BG
paper 154 420 158 421 0.274197 0.409897 BG
paper 215 400 239 420 0.271007 0.260475 BG
paper 207 404 217 415 0.262991 0.301873 BG
paper 240 411 243 415 0.262798 0.311579 BG
paper 153 423 154 425 0.258342 0.446080 BG
paper 241 417 243 420 0.248206 0.310220 BG
paper 231 399 255 415 0.24179 0.237365 BG
paper 336 383 352 399 0.241477 0.163354 BG
paper 350 398 371 426 0.234191 0.293720 BG
paper 292 380 303 384 0.233874 0.258161 BG
paper 192 404 212 437 0.232651 0.297285 BG
paper 274 352 321 383 0.229699 0.251526 BG
paper 196 401 200 406 0.224157 0.336895 BG
paper 374 382 402 406 0.222148 0.382813 BG
paper 289 380 339 440 0.218039 0.119319 BG
paper 256 361 306 440 0.217817 0.325364 BG
paper 91 413 92 418 0.21673 0.427148 BG
paper 320 353 336 372 0.211066 0.223441 BG
paper 162 397 240 440 0.200096 0.165996 BG
paper 215 393 217 396 0.199277 0.109298 BG
paper 173 397 197 415 0.19675 0.366793 BG
paper 318 369 334 384 0.193948 0.135666 BG
paper 351 382 416 417 0.193529 0.441113 BG
paper 349 399 350 399 0.192024 0.188680 BG
paper 149 417 159 427 0.188653 0.558293 BG
paper 289 383 319 400 0.187799 0.261972 BG
paper 353 395 359 398 0.18547 0.210735 BG
paper 2 396 83 440 0.185416 0.238632 BG
paper 301 350 311 359 0.182594 0.368177 BG
paper 223 384 277 440 0.178016 0.161035 BG
paper 199 400 204 404 0.177633 0.240483 BG
paper 332 399 354 431 0.175947 0.276634 BG
paper 320 352 331 355 0.1701 0.494299 BG
paper 129 432 132 434 0.162077 0.386571 BG
paper 56 381 95 440 0.161137 0.449170 BG
paper 312 337 316 350 0.159395 0.542152 BG
paper 80 416 128 440 0.158625 0.428501 BG
paper 209 413 241 440 0.150679 0.252768 BG
paper 272 414 285 431 0.1484 0.344978 BG
paper 172 374 244 407 0.142807 0.465868 BG
paper 394 125 400 133 0.142663 0.693039 BG
paper 159 420 176 430 0.141455 0.291983 BG
paper 1 414 30 440 0.141441 0.239954 BG
paper 289 352 301 360 0.140578 0.502361 BG
paper 476 0 487 5 0.139405 0.763208 BG
paper 299 336 306 342 0.137124 0.575778 BG
paper 177 428 181 431 0.136678 0.297641 BG
paper 105 428 128 440 0.128888 0.422236 BG
paper 401 123 408 135 0.128465 0.706033 BG
paper 96 416 115 430 0.127232 0.613942 BG
paper 149 417 153 421 0.123678 0.720453 BG
paper 1 413 7 419 0.122754 0.439656 BG
paper 197 428 223 440 0.117659 0.274251 BG
paper 332 392 449 440 0.117331 0.272539 BG
paper 403 117 407 124 0.114935 0.628615 BG
paper 391 112 408 135 0.11299 0.593796 BG
paper 275 354 282 360 0.109789 0.730006 BG
paper 378 113 391 131 0.101937 0.609365 BG
box 199 400 205 404 0.248426 0.240483 BG
box 180 426 183 427 0.219488 0.289353 BG
box 197 401 201 406 0.210528 0.336895 BG
box 191 397 241 440 0.206654 0.165995 BG
box 241 416 244 420 0.201599 0.310220 BG
box 215 393 218 396 0.18415 0.109298 BG
box 240 410 244 415 0.172563 0.311579 BG
box 215 398 240 420 0.172277 0.260475 BG
box 196 428 222 440 0.171468 0.274251 BG
box 289 375 340 439 0.164321 0.119319 BG
box 208 404 218 415 0.160618 0.301873 BG
box 349 398 350 399 0.150407 0.188680 BG
box 301 349 312 359 0.147944 0.368177 BG
box 332 396 355 431 0.146633 0.276634 BG
box 154 419 159 421 0.146266 0.409897 BG
box 79 426 107 440 0.144411 0.269690 BG
box 272 413 285 431 0.140469 0.344978 BG
box 351 396 372 426 0.136885 0.293720 BG
box 173 395 198 415 0.13553 0.366793 BG
box 339 423 391 440 0.134189 0.314097 BG
box 176 427 180 431 0.133564 0.297641 BG
box 152 422 154 425 0.131508 0.446080 BG
box 223 380 278 439 0.129757 0.161035 BG
box 91 412 93 418 0.129116 0.427148 BG
box 60 426 79 440 0.128541 0.236825 BG
box 104 427 129 440 0.125853 0.422236 BG
box 320 351 332 355 0.125267 0.494299 BG
box 158 419 175 430 0.124635 0.291983 BG
box 239 437 240 440 0.123837 0.310797 BG
box 353 394 359 397 0.123569 0.210735 BG
box 336 381 353 399 0.122909 0.163354 BG
box 0 413 30 440 0.117935 0.239954 BG
box 344 383 353 391 0.116095 0.139302 BG
box 79 406 144 439 0.11554 0.470489 BG
box 149 416 160 427 0.111212 0.558293 BG
box 1 393 84 440 0.109324 0.238632 BG
box 298 335 306 342 0.108704 0.575778 BG
box 292 379 304 383 0.108404 0.258161 BG
box 312 336 317 350 0.104481 0.542152 BG
box 232 398 256 415 0.10253 0.237365 BG
box 365 413 407 432 0.102429 0.313955 BG
box 55 376 95 439 0.102051 0.449170 BG
whiteboard 112 31 359 300 0.997053 0.002595 whiteboard
whiteboard 294 185 363 249 0.972221 0.020252 BG
whiteboard 293 34 373 276 0.491132 0.225557 BG
whiteboard 0 111 111 352 0.461529 0.207496 BG
whiteboard 0 302 132 372 0.112068 0.766854 BG
whiteboard 125 220 358 269 0.109799 0.888795 BG
garbage_bin 318 368 334 384 0.206831 0.135666 BG
garbage_bin 230 398 256 416 0.191344 0.237365 BG
garbage_bin 214 393 218 396 0.182142 0.109298 BG
garbage_bin 335 382 352 400 0.181276 0.163354 BG
garbage_bin 289 382 319 400 0.169833 0.261972 BG
garbage_bin 319 352 336 372 0.168071 0.223441 BG
garbage_bin 344 383 352 392 0.152016 0.139302 BG
garbage_bin 168 369 246 407 0.145163 0.465868 BG
garbage_bin 352 394 360 398 0.14367 0.210735 BG
garbage_bin 348 398 351 400 0.143291 0.188680 BG
garbage_bin 171 396 197 416 0.142409 0.366793 BG
garbage_bin 272 350 333 384 0.13705 0.221377 BG
garbage_bin 302 382 339 440 0.133007 0.136013 BG
garbage_bin 373 381 403 407 0.13115 0.382813 BG
garbage_bin 253 357 307 440 0.123209 0.325364 BG
garbage_bin 198 400 205 404 0.120578 0.240483 BG
garbage_bin 207 404 218 415 0.119598 0.301873 BG
garbage_bin 292 379 303 384 0.119582 0.258161 BG
garbage_bin 220 383 277 440 0.118399 0.161035 BG
garbage_bin 349 397 372 426 0.116486 0.293720 BG
garbage_bin 330 398 355 431 0.116015 0.276634 BG
garbage_bin 239 410 244 415 0.110749 0.311579 BG
garbage_bin 157 395 240 440 0.107413 0.165996 BG
garbage_bin 212 399 240 420 0.103559 0.260475 BG
garbage_bin 300 349 311 360 0.10264 0.368177 BG
