cabinet 87 265 200 431 0.870007 0.051468 cabinet
chair 523 434 530 440 0.166836 0.281802 BG
chair 528 436 539 440 0.129846 0.255590 BG
door 548 2 587 439 0.224415 0.620029 BG
door 172 0 279 320 0.188226 0.603501 BG
door 585 0 590 115 0.16346 0.306155 BG
door 540 375 559 440 0.101107 0.503201 BG
picture 104 200 189 266 0.588103 0.401071 BG
picture 110 8 236 284 0.215511 0.385829 BG
picture 89 184 121 282 0.128565 0.813600 BG
picture 130 1 173 15 0.11706 0.687530 BG
dresser 134 278 187 407 0.101727 0.191368 BG
mirror 90 7 241 337 0.187726 0.385829 BG
tv 250 262 546 440 0.995491 0.002465 tv
tv 265 273 401 367 0.352059 0.633242 BG
tv 404 408 522 440 0.194653 0.645292 BG
tv 373 428 435 440 0.146175 0.458345 BG
tv 455 260 534 440 0.134475 0.852558 BG
tv 480 266 517 284 0.124131 0.857950 BG
tv 418 418 463 440 0.113535 0.438488 BG
tv 482 272 496 279 0.112561 0.868904 BG
tv 463 436 499 440 0.111236 0.676639 BG
tv 417 439 422 440 0.110634 0.791119 BG
tv 495 264 507 273 0.105358 0.856215 BG
paper 386 415 475 440 0.169418 0.453596 BG
paper 230 300 235 300 0.157024 0.519720 BG
paper 385 428 408 435 0.14656 0.627040 BG
paper 219 303 237 314 0.132834 0.554843 BG
paper 457 422 472 440 0.120537 0.390955 BG
paper 216 300 238 305 0.118962 0.563256 BG
paper 107 343 117 351 0.114987 0.667919 BG
paper 327 134 329 149 0.111211 0.727934 BG
paper 586 216 590 223 0.108613 0.089622 BG
paper 438 421 442 427 0.107132 0.740321 BG
paper 192 390 241 440 0.103875 0.289378 BG
paper 324 153 330 181 0.102479 0.692700 BG
box 586 216 590 222 0.283015 0.089622 BG
night_stand 129 278 174 414 0.106213 0.266005 BG
bag 113 422 178 440 0.107558 0.399092 BG
