chair 247 110 513 486 0.993325 0.006394 chair
sofa 29 0 352 427 0.446039 0.448188 BG
picture 684 328 694 336 0.186776 0.757169 BG
picture 678 267 729 291 0.175257 0.512150 BG
picture 691 283 719 295 0.166524 0.607218 BG
picture 716 288 729 301 0.147215 0.183424 BG
picture 698 248 729 277 0.146847 0.431745 BG
picture 423 1 431 23 0.132018 0.538762 BG
picture 423 1 425 10 0.123738 0.520933 BG
picture 713 272 729 279 0.112875 0.463524 BG
picture 659 286 729 309 0.111178 0.523839 BG
picture 646 300 729 381 0.106441 0.660299 BG
counter 1 373 3 375 0.115858 0.563730 BG
counter 0 351 29 374 0.108709 0.404738 BG
pillow 148 0 258 184 0.239069 0.529560 BG
pillow 85 0 117 36 0.141426 0.858554 BG
pillow 73 0 235 42 0.123996 0.870111 BG
clothes 148 82 263 156 0.133899 0.573060 BG
clothes 29 1 268 371 0.125778 0.389462 BG
clothes 196 175 198 177 0.115123 0.792532 BG
paper 683 209 729 252 0.74613 0.203342 BG
paper 705 241 729 261 0.672555 0.238757 BG
paper 633 302 667 324 0.523973 0.472448 BG
paper 633 292 713 339 0.51745 0.462171 BG
paper 647 318 689 335 0.3986 0.588849 BG
paper 672 239 729 269 0.366853 0.304135 BG
paper 688 227 693 230 0.329893 0.658423 BG
paper 625 318 651 340 0.315643 0.677121 BG
paper 620 258 729 395 0.291473 0.335175 BG
paper 701 259 729 290 0.259759 0.458208 BG
paper 662 286 729 308 0.251529 0.523839 BG
paper 648 314 716 377 0.249204 0.589436 BG
paper 716 289 729 301 0.238319 0.183424 BG
paper 688 205 705 209 0.222145 0.610515 BG
paper 48 251 55 258 0.214475 0.497377 BG
paper 627 323 630 325 0.212216 0.770111 BG
paper 646 208 729 308 0.20652 0.449326 BG
paper 624 331 631 335 0.187371 0.780258 BG
paper 713 273 729 279 0.187188 0.463524 BG
paper 0 452 68 525 0.184532 0.589607 BG
paper 4 454 251 529 0.183302 0.174081 BG
paper 660 92 729 275 0.18236 0.506999 BG
paper 65 244 72 256 0.173561 0.700824 BG
paper 666 274 722 295 0.164515 0.719298 BG
paper 706 258 710 268 0.157787 0.766892 BG
paper 126 409 136 417 0.152125 0.388047 BG
paper 704 261 720 273 0.145091 0.704145 BG
paper 69 286 70 289 0.144903 0.449569 BG
paper 684 304 688 306 0.142037 0.804340 BG
paper 167 194 178 197 0.141591 0.089487 BG
paper 659 328 664 331 0.137185 0.860669 BG
paper 400 491 406 497 0.134358 0.732248 BG
paper 670 325 686 334 0.127676 0.837250 BG
paper 157 165 166 176 0.126656 0.495364 BG
paper 2 67 90 257 0.126189 0.255373 BG
paper 698 249 709 269 0.123832 0.761081 BG
paper 727 421 728 426 0.120341 0.198765 BG
paper 648 302 656 308 0.11975 0.870517 BG
paper 620 267 680 327 0.117571 0.856985 BG
paper 655 285 676 293 0.114734 0.848165 BG
paper 469 260 473 268 0.111216 0.762383 BG
paper 550 108 554 123 0.106929 0.444776 BG
paper 700 211 703 211 0.10682 0.669431 BG
towel 167 194 179 196 0.135743 0.089487 BG
towel 138 81 264 156 0.12585 0.573060 BG
box 657 256 660 260 0.838022 0.160799 BG
box 407 92 550 196 0.684803 0.294733 BG
box 655 259 695 275 0.616175 0.381492 BG
box 653 237 729 292 0.480041 0.403470 BG
box 456 198 462 202 0.465972 0.507881 BG
box 443 195 463 206 0.432491 0.548835 BG
box 600 248 729 426 0.421267 0.354434 BG
box 642 39 729 284 0.387378 0.475651 BG
box 454 177 478 194 0.365244 0.618244 BG
box 649 273 729 302 0.351272 0.433687 BG
box 428 178 516 246 0.336339 0.648513 BG
box 534 483 578 524 0.31844 0.574731 BG
box 664 266 668 271 0.306153 0.688150 BG
box 50 232 119 313 0.2715 0.363831 BG
box 679 263 692 271 0.259507 0.716523 BG
box 678 257 712 283 0.23109 0.718152 BG
box 671 239 711 269 0.230895 0.697454 BG
box 699 210 703 212 0.205723 0.669431 BG
box 618 316 717 375 0.182149 0.513458 BG
box 665 275 680 287 0.176474 0.703463 BG
box 648 271 671 289 0.15972 0.821447 BG
box 709 327 729 348 0.148098 0.762266 BG
box 688 204 705 209 0.14152 0.610515 BG
box 696 301 729 390 0.128104 0.521056 BG
box 498 188 528 235 0.124446 0.844863 BG
box 494 217 515 233 0.117449 0.716816 BG
box 446 167 473 182 0.108306 0.818734 BG
box 703 304 729 335 0.103793 0.761334 BG
lamp 4 0 61 23 0.103344 0.599608 BG
garbage_bin 695 370 706 386 0.141212 0.841946 BG
garbage_bin 694 361 728 391 0.134269 0.668193 BG
garbage_bin 3 60 94 260 0.111894 0.255373 BG
garbage_bin 148 150 259 398 0.10086 0.750598 BG
